pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	sysdat	usno
1-1-28	0	01101		104	01101	1	110101004		0219	001			0	0		人	172	年	1		0		0		1210	208120	208120	208120	208120	0	0	員工文康活動經費。									0	257	122	0	0026				0004		1030505	BGT
1-1-29	0	01101		104	01101	1	110101004		0219	006			0	0		人	8	年	1		0		0	8.00×1.00	1210	9680	9680	9680	14520	0	0	退休人員文康活動經費。									0	257	122	0	0031				0004		1030505	BGT
1-1-29	0	01101		104	01101	1	110101004		0219	007			0	0		人	43	年	1		0		0		1210	52030	52030	52030	52030	0	0	臨時工文康活動經費。									0	257	122	0	0032				0004		1030505	BGT
2-1-45	0	02101		104	02101	1	120101007		0219	001			0	0	2203	人	233	年	1		0		0	233.00×1.00	1210	281930	281930	281930	292820	0	0	文康活動費(含退休人員20人)。　　　　								員工依104年度預算員額編列213人，退休人員174人，依市府規定以每9人編列1人計算，得編列20人。	1	257	122	0	0224				0004	王錦搖	1030421	BGT
2-2-31	0	02102		104	02102	1	120101004		0219	001			0	0		人	139	年	1		0		0	139.00×1.00	1210	168190	168190	168190	181500	0	0	文康活動經費(含本中心員工137人，退休人員計16人每9人編列1人)。								核實編列。	0	257	122	0	0042					潘慧琳	1030519	BGT
2-3-30	0	02103		104	02103	1	120101004		0219	001			0	0		人	161	年	1		0		0	161.00×1.00	1210	194810	194810	194810	197230	0	0	文康活動費(含本處員工157人及退休人員4人)。								依編列基準覈實減列	0	257	122	0	0071				0004	林承澤	1030409	BGT
2-4-26	0	02104		104	02104	1	120101004		0219	001			0	0	2203	人	95	年	1		0		0	95.00×1.00	1210	114950	114950	114950	114950	0	0	員工文康活動費。									1	257	122	0	0065				0004	賴英宏	1030417	BGT
2-4-26	0	02104		104	02104	1	120101004		0219	002			0	0		人	5	年	1		0		0	5.00×1.00	1210	6050	6050	6050	8470	0	0	退休員工文康活動費﹝本處退休人員37人，編列5人)。								依標準編列。	0	257	122	0	0066				0004	賴英宏	1030408	BGT
2-5-20	0	02105		104	02105	1	120101004		0219	001			0	0	2203	人	68	年	1		0		0	68.00×1.00	1210	82280	82280	82280	83490	0	0	文康活動費(含本處員工63人、約聘僱3人及退休人員2人)。									1	257	122	0	0059				0004	楊雅評	1030419	BGT
2-6-30	0	02106		104	02106	1	210101004		0219	001			0	0		人	78	年	1		0		0	78.00×1.00	1210	94380	94380	94380	95590	0	0	文康活動費(含本處員工76人及退休人員2人)。								退休人員共17人，每9人編1位。	0	257	122	0	0087				0004	張淑娟	1030418	BGT
2-7-26	0	02108		104	02108	1	120101004		0219	001			0	0	2203	人	97	年	1		0		0	97.00×1.00	1210	117370	117370	117370	117370	0	0	文康活動費(含本會員工94人及退休人員3人)。								含新增員額2人及退休人員24人	1	257	122	0	0065				0004	蔡雅惠	1030423	BGT
2-8-13	0	02111		104	02111	1	340101004		0219	001			0	0		人	16	年	1		0		0	16.00×1.00	1210	19360	19360	19360	20570	0	0	文康活動費(含本會員工15人及退休人員1人)。								覈實減列。	0	257	122	0	0042				0004	邱瑛嬪	1030624	BGT
2-9-33	0	02112		104	02112	1	130101004		0219	001			0	0	2203	人	46	年	1		0		0	46.00×1.00	1210	55660	55660	55660	55660	0	0	文康活動費(含本會員工44人及退休人員2人)。									1	257	122	0	0041					羅幸娟	1030424	BGT
2-10-27	0	02113		104	02113	1	220101004		0219	001			0	0	2203	人	32	年	1		0		0	32.00×1.00	1210	38720	38720	38720	38720	0	0	文康活動費（含本會員工30人及退休人員2人）。									1	257	122	0	0087				0004	李祟實	1030412	BGT
2-11-34	0	02121		104	02121	1	130101004		0219	001			0	0		人	149	年	1		0		0	149.00×1.00	1210	180290	180290	180290	187550	0	0	文康活動費(含本所員工136人及退休人員13人)。									0	257	122	0	0069				0004	黃勝君	1030422	BGT
2-12-36	0	02122		104	02122	1	130101004		0219	001			0	0		人	160	年	1		0		0	160.00×1.00	1210	193600	193600	193600	198440	0	0	文康活動費（含本所員工148人及退休人員12人）。								減列退休人員4人。	0	257	122	0	0095				0004	蘇美瑾	1030421	BGT
2-13-36	0	02123		104	02123	1	130101004		0219	001			0	0		人	188	年	1		0		0	188.00×1.00	1210	227480	227480	227480	238370	0	0	文康活動費(含本所員工172人及退休人員16人)。								本所預算員額172人，較103年度減少駕駛1人；退休人員141人，每9人編列1人，未滿9人以9人計編列1人。	0	257	122	0	0099				0004	林鈴珠	1030418	BGT
2-14-43	0	02124		104	02124	1	130101004		0219	001			0	0		人	166	年	1		0		0	166.00×1.00	1210	200860	200860	200860	206910	0	0	文康活動費(含本所員工154人及退休人員12人)。									0	257	122	0	0094				0004	蔡幸純	1030421	BGT
2-15-32	0	02125		104	02125	1	130101004		0219	001			0	0		人	141	年	1		0		0	141.00×1.00	1210	170610	170610	170610	179080	0	0	文康活動費(含本所員工126人及退休人員15人)。								依退休公務人員人數，每滿9人編列1位退休人員文康活動費	2	257	122	0	0099				0004	黃錦盛	1030422	BGT
2-16-35	0	02126		104	02126	1	130101004		0219	001			0	0		人	122	年	1		0		0	122.00×1.00	1210	147620	147620	147620	154880	0	0	文康活動費(含本所員工112人及退休人員10人)。									0	257	122	0	0092				0004		1030625	BGT
