pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	sysdat	usno
2-1-66	0	02101		104	02101	2	127103000		0305	001			0	0		輛	1		0		0		0	1.00	690000	690000	690000	690000	0	0	0	汰換秘書長公務座車1輛。								汰換9256-DS，93年6月24日購置，行駛總里程數目前已超過19萬公里，至104年使用屆滿11年，符合汰換規定，並為利業務推展，擬依「103年度直轄市預算共同性費用編列基準」所定「各機關汰換之首長、副首長、秘書長、副秘書長專用車，得留用替代現有效能較差之公務車輛，但被替代之公務車輛應辦理財產報廢。」規定辦理。	0	350	321	1	0001				0022	吳雅娟	1030616	BGT
2-1-66	0	02101		104	02101	2	127103000		0305	002			0	0		輛	1		0		0		0	1.00	1650000	1650000	1650000	1650000	0	0	0	汰換客貨兩用車1輛。								汰換0089-DA，93年5月12日購置，行駛總里程數目前已超過17萬公里，至104年使用屆滿11年，符合汰換規定，因本府積極推展城市外交工作，蒞臨本市參訪之國內(外)貴賓與日俱增，本車出勤狀況頻繁，車輛日漸老舊，車況不佳，且常需維修，繼續使用不符經濟效益，因租賃全時公務車輛不符本府規定，臨時性租車又無法配合緊急派車之需，為利業務推展，實有汰換之必要。	0	350	321	1	0002				0022	吳雅娟	1030327	BGT
2-3-60	0	02103		104	02103	2	127103000		0305	001			0	0		輛	1		0		0		0	1.00	635000	635000	635000	635000	0	0	0	汰換副首長座車。								副首長座車(7628-DT)係於93年7月購置，已達規定之使用年限，且其零件老舊、馬力耗弱、效能不佳，為維護行車安全，擬予汰換	0	350	321	1	0001				0022	藍己秀	1030605	BGT
2-5-37	0	02105		104	02105	2	127103000		0305	001			0	0	0214	輛	1		0		0		0	1.00	550000	550000	550000	550000	0	0	0	汰換小客車1輛(1999年DV-2966)，購置客貨兩用車(5人座自排)1輛。									1	350	321	0	0001				0022	黃銘馨	1030412	BGT
2-18-66	0	02128		104	02128	2	137103000		0305	001			0	0		輛	1		0		0		0	1.00	550000	550000	550000	550000	0	0	0	汰換公務車。									0	350	321	0	0001					林淑雲	1030704	BGT
3-1-108	0	03101		104	03101	2	137103000		0305	001			0	0		輛	1		0		0		0	1.00	635000	605000	635000	635000	0	0	0	汰換副局長公務座車。								汰換副局長座車已逾年限且不堪使用	0	350	321	0	0001	0	0	0		楊碧雲	1030619	BGT
3-14-39	0	03125		104	03125	2	137103000		0305	001	'		0	0	0208	輛	1		0		0		0	1.00	56000	63000	56000	56000	0	0	0	汰換公務用輕型機車。									1	351	321	0	0001	0	0	0	0022	周明懿	1030626	BGT
4-2-109	0	04102		104	04102	2	147103000		0305	001			0	0	0204	輛	2		0		0		0	2.00	545000	1090000	1090000	1090000	545000	0	0	汰換1999年購置之客貨兩用車(8人座)。								1999年購置之客貨兩用車DV-5652、DV-5681、DV-5682，已逾15年，依規定報廢。	1	350	321	0	0001				0022	張瑜倫	1030619	BGT
6-1-146	0	06101		104	06101	2	317103000		0305	001			0	0	0214	輛	1		0		0		0	1.00	550000	1100000	550000	550000	530000	0	0	汰舊換新客貨兩用車1輛(2000年份)。								2000年購置，已使用14年	1	350	321	0	0001				0022	葉月媚	1030630	BGT
6-1-146	0	06101		104	06101	2	317103000		0305	002			0	0	0207	輛	1		0		0		0	1.00	63000	63000	63000	63000	0	0	0	汰舊換新重型機車1輛(2003年份)。								2003年購置	1	351	321	0	0002	0	0	0	0022	葉月媚	1030416	BGT
6-2-86	0	06102		104	06102	2	317103000		0305	002			0	0		輛	1		0		0		0	1.00	550000	550000	550000	550000	0	0	0	汰換防疫業務車輛。									0	350	321	0	0001	0	0	0	0022	胡金灝	1030430	BGT
