times	borg	recid	yearno	orgno	itemno	dno	src0	src1	src2	src3	seqno	srcna	inbasis	inperiod	unit	quantity	unitprice	price	pageno	note	src
0	01101	2	104	01101	1	040202	4	1	1	1	001		依預算法暨有關規定	104.01.01-104.12.31	月	12	92528	1110336	1-1-18	地下1樓員工餐廳委外經營場地使用費收入。	0400010101
0	01101	5	104	01101	1	040202	4	1	1	1	002		依預算法暨有關規定	104.01.01-104.12.31	月	12	75000	900000	1-1-18	使用交誼廳、禮堂、會議廳等場地使用費收入。	0400010101
0	01101	8	104	01101	1	040202	4	1	1	1	003		依預算法暨有關規定	104.01.01-104.12.31	月	12	8000	96000	1-1-18	男子理髮部、女子美容院租用本會場地使用費收入。	0400010101
0	01101	11	104	01101	1	040202	4	1	1	1	004		依預算法暨有關規定	104.01.01-104.12.31	月、臺	12x3	1260	45360	1-1-18	地下1樓設置飲料及食品自動販賣機場地使用費收入。	0400010101
0	01101	14	104	01101	1	040202	4	1	1	1	005		依預算法暨有關規定	104.01.01-104.12.31	月	12	1400	16800	1-1-18	使用秘書長職務宿舍繳回房租津貼併入數額。	0400010101
0	01101	2	104	01101	1	040203	4	1	1	2	001		依預算法暨有關規定	104.01.01-104.12.31	月、件	12x250	2	6000	1-1-20	圖書室提供影印服務收入。	0400010102
0	01101	2	104	01101	1	060201	6	1	1	1	001		依預算法暨有關規定	104.01.01-104.12.31	月	12	9300	111600	1-1-22	出售報廢財產廢舊物品等殘值收入。	0600010101
0	01101	2	104	01101	1	100202	10	1	1	1	001		依預算法暨有關規定	104.01.01-104.12.31	件	200	50	10000	1-1-24	出售招標圖說工本費收入。	1000010101
0	02101	2	104	02101	1	040202	4	2	1	1	001		行政院78年6月16日臺78人政肆字第22000號函辦理	104.01.01-104.12.31	人、月	2x12	700	16800	2-1-20	配住公有房舍員工扣繳房租津貼收入(薦任第八職等至簡任第十四職等)。	0400020101
0	02101	6	104	02101	1	040202	4	2	1	1	002		同上	104.01.01-104.12.31	人、月	1x12	500	6000	2-1-20	配住公有房舍員工扣繳房租津貼收入(委任第三職等以下)。	0400020101
0	02101	9	104	02101	1	040202	4	2	1	1	003		同上	104.01.01-104.12.31	人、月	1x12	400	4800	2-1-20	配住公有房舍員工扣繳房租津貼收入(駕駛)。	0400020101
0	02101	12	104	02101	1	040202	4	2	1	1	004		依「臺北市政府首長宿舍管理要點」第6點規定辦理	104.01.01-104.12.31	人、月	2x12	700	16800	2-1-20	首長住宿公有房舍使用費。	0400020101
0	02101	16	104	02101	1	040202	4	2	1	1	005		依「臺北市政府所屬各機關學校職務宿舍設置管理要點」第10點規定辦理	104.01.01-104.12.31	人、月	2x12	390	9360	2-1-20	員工住宿公有房舍使用費。	0400020101
0	02101	2	104	02101	1	060103	6	2	1	1	001		臺北市市有公用房地提供使用辦法附表規定辦理	104.01.01-104.12.31	月	12	30000	360000	2-1-22	西園路單房間職務宿舍樓頂出租設置基地臺租金收入。	0600020101
0	02101	2	104	02101	1	100202	10	2	1	1	001		依據臺北市政府公報編輯發行作業要點規定辦理	104.01.01-104.12.31	份	25	2400	60000	2-1-24	出售市府公報收入。	1000020101
0	02102	2	104	02102	1	030301	3	3	1	1	001		依據相關法令及市政大樓清潔、機電維護外包等契約書規定辦理	104.01.01-104.12.31	月	12	25000	300000	2-2-14	市政大樓清潔、機電及消防設備維護外包等承商違約罰款繳庫數。	0300030101
0	02102	2	104	02102	1	040202	4	3	1	1	001		依據臺北市市政大樓及市民廣場場地收費基準	104.01.01-104.12.31	月	12	23500	282000	2-2-16	(1)市政大樓沈葆楨廳場地：預計每月出    　  租1次，每次4小時5,000元¶　　5,000元*1=5,000元。¶(2)東門廣場：預計每月出租1次，每次　　　4小時2,500元¶　　2,500元*1次=2,500元。¶(3)街舞區：預計每月出租1次，每次4小　　時3,500元¶　　3,500元*1次=3,500元。¶(4)好望角步道區：預計每月出租1次，　　　每次4小時2,500元¶　　2,500元*1次=2,500元。 ¶(5)新仁愛路段：預計每月假日出租1次　　 ，每次4小時5,000元¶　　5,000元*1次=5,000元。¶(6)小型集會廣場：預計每月假日出租1次，每次4小時3,000元¶　　3,000元*1次=3,000元。¶(7)流水噴泉區：預計每月假日出租1次，每次4小時2,000元¶　　2,000元*1次=2,000元。¶每月共計23,500元。	0400030101
0	02102	25	104	02102	1	040202	4	3	1	1	002		依據臺北市市政大樓員工餐廳供膳業務契約書辦理	104.01.01-104.12.31	月	12	180000	2160000	2-2-16	員工餐廳場地設備使用費收入，依契約每月單價180,000元計收。	0400030101
0	02102	29	104	02102	1	040202	4	3	1	1	003		依據臺北市市有公用房地提供使用行政契約書辦理	104.01.01-104.12.31	月	12	4500	54000	2-2-16	市政大樓1樓設置飲料及食品自動販賣機、自動照相機等，每月使用費：¶(1) 飲料及食品自動販賣機：3,300元。¶(2) 自動照相機：1,200元。¶每月合計：4,500元。	0400030101
0	02102	35	104	02102	1	040202	4	3	1	1	004		依據臺北市市有公用房地提供使用行政契約書辦理	104.01.01-104.12.31	月	12	5760	69120	2-2-17	台北富邦銀行於本大樓地下2樓設置提款機1台，每月使用費5,760元。	0400030101
0	02102	39	104	02102	1	040202	4	3	1	1	005		依據臺北市市有公用房地架設行動電話基地臺使用行政契約書辦理	104.01.01-104.12.31	月	12	229050	2748600	2-2-17	民營電信業者於本大樓東南區屋頂層架設行動電話基台，每月使用費:¶(1)中華電信：31,800元。¶(2)台灣大哥大：31,800元。¶(3)遠傳電信：31,800元。¶(4)亞太電信：30,000元。¶(5)大眾電信：12,750元。¶(6)威寶電信：30,900元。¶(7)威邁思電信:30,000元。¶(8)全球一動:30,000元。¶每月合計229,050元。	0400030101
0	02102	51	104	02102	1	040202	4	3	1	1	006		依據臺北市市有公用房地提供使用設置活動式臨時攤位特別約定事項同意書	104.01.01-104.12.31	日、家	252x26	650	4258800	2-2-17	市政大樓地下2樓附屬服務設施「市府生活廣場」活動式臨時攤位計26家攤位，每日使用費650元，全年以252個上班日計算，全年合計4,258,800元。	0400030101
0	02102	2	104	02102	1	060102	6	3	1	1	001		依據臺北市市有公用房地提供使用行政契約書辦理	104.01.01-104.12.31	月	12	584129	7009548	2-2-19	台北富邦銀行公庫部及市府分行使用本大樓土地，每月使用費：計算公式：(公告地價*基地使用面積(m2)*5%) / 12¶(1)公庫部（地下1樓）：¶　　216,000*218.62*5%/12=196,758元。¶(2)市府分行（1樓及地下1樓）依市場¶   租金行情計收為387,371元。¶每月共計584,129元。	0600030101
0	02102	11	104	02102	1	060102	6	3	1	1	002		依據臺北市市有公用房地提供使用行政契約書辦理	104.01.01-104.12.31	月	12	85158	1021896	2-2-19	臺北郵局第49支局使用本大樓土地，每月使用費：計算公式：(公告地價*基地使用面積(m2)*5%) / 12¶(216,000*94.62*5%)/12=85,158元。	0600030101
0	02102	17	104	02102	1	060102	6	3	1	1	003		依據臺北市市有公用房地提供使用行政契約書辦理	104.01.01-104.12.31	月	12	17190	206280	2-2-19	財團法人中華血液基金會臺北捐血中心使用本大樓土地，每月使用費：計算公式：(公告地價*基地使用面積(m2)*5%) / 12¶按比例分計地租17,190元。	0600030101
0	02102	22	104	02102	1	060102	6	3	1	1	004		依據臺北市市有公用房地提供使用行政契約書辦理	104.01.01-104.12.31	月	12	2519	30228	2-2-19	保誠人壽使用本大樓土地，參酌市場行情，按比例計算每月使用費2,519元。	0600030101
0	02102	26	104	02102	1	060102	6	3	1	1	005		依據臺北市市有公用房地提供使用行政契約書辦理	104.01.01-104.12.31	月	12	193440	2321280	2-2-19	萊爾富超商使用本大樓土地採公開招標方式辦理，按比例計算每月使用費193,440元。	0600030101
0	02102	30	104	02102	1	060102	6	3	1	1	006		依據臺北市市有公用房地提供使用行政契約書辦理	104.01.01-104.12.31	月	12	511958	6143496	2-2-19	地下2樓固定展售攤位及1樓影印部採公開招標方式辦理，按比例分計土地使用費為511,958元。	0600030101
0	02102	2	104	02102	1	060103	6	3	1	2	001		依據臺北市市有公用房地提供使用行政契約書辦理	104.01.01-104.12.31	月	12	175781	2109372	2-2-21	台北富邦銀行公庫部及市府分行使用本大樓房屋，每月使用費：計算公式：(評定現值*建物使用面積(m2)*10%) / 樓地板面積(m2) / 12¶(1)公庫部（地下1樓）　(2,109,551,200*744*10%/196,615.5)/12=66,522元。¶(2)市府分行（1樓及地下1樓)依市場租金行情計收為109,259元。¶每月共計175,781元。	0600030102
0	02102	12	104	02102	1	060103	6	3	1	2	002		依據臺北市市有公用房地提供使用行政契約書辦理	104.01.01-104.12.31	月	12	28439	341268	2-2-21	臺北郵局第49支局使用本大樓房屋，每月使用費：計算公式：(評定現值*建物使用面積(m2)*10%) / 樓地板面積(m2) / 12¶(2,083,825,100*322*10%/196,615.5)/12=28,439 元。	0600030102
0	02102	18	104	02102	1	060103	6	3	1	2	003		依據臺北市市有公用房地提供使用行政契約書辦理	104.01.01-104.12.31	月	12	5812	69744	2-2-21	財團法人中華血液基金會臺北捐血中心使用本大樓房屋，每月使用費：計算公式：(評定按比例分計房屋使用費現值* 建物使用面積(m2)*10%/樓地板面積m2))/12。按比例分計房屋使用費5,812元。	0600030102
0	02102	24	104	02102	1	060103	6	3	1	2	004		依據臺北市市有公用房地提供使用行政契約書辦理	104.01.01-104.12.31	月	12	711	8532	2-2-21	保誠人壽使用本大樓房屋，參酌市場行情，按比例分計房屋使用費711元。	0600030102
0	02102	28	104	02102	1	060103	6	3	1	2	005		依據臺北市市有公用房地提供使用行政契約書辦理	104.01.01-104.12.31	月	12	54560	654720	2-2-21	萊爾富超商使用本大樓房屋，按比例分計每月房屋使用費54,560元。	0600030102
0	02102	32	104	02102	1	060103	6	3	1	2	006		依據臺北市市有公用房地提供使用行政契約書辦理	104.01.01-104.12.31	月	12	144398	1732776	2-2-21	地下2樓固定展售攤位及1樓影印部採公開招標方式辦理，按比例分計每月房屋使用費144,398元。	0600030102
0	02102	2	104	02102	1	060201	6	3	2	1	001		依據相關法令及規定辦理	104.01.01-104.12.31	次	1	120000	120000	2-2-24	變賣已逾耐用年限且不堪使用之廢舊物資收入。	0600030201
0	02102	2	104	02102	1	100202	10	3	1	1	001		依據臺北市市有公用房地提供使用行政契約書辦理	104.01.01-104.12.31	月	12	127346	1528152	2-2-26	台北富邦銀行、郵局、販賣機等場地，每月水電費收入:¶(1) 台北富邦銀行市府分行29,000元。¶(2) 台北富邦銀行公庫部28,390元。¶(3) 郵局27,257元。¶(4) 飲料及食品販賣機2,562元。¶(5) 自動照相機600元。¶(6) 捐血中心4,631元。¶(7) 保誠人壽906元。¶(8) 萊爾富超商34,000元。¶每月共計127,346元。	1000030101
0	02102	14	104	02102	1	100202	10	3	1	1	002		依據臺北市市政大樓員工餐廳供膳業務契約書辦理	104.01.01-104.12.31	月	12	103261	1239132	2-2-26	員工餐廳水電費預估收入(廠商自行負擔50%)。	1000030101
0	02102	18	104	02102	1	100202	10	3	1	1	003		依據臺北市市有公用房地架設行動電話基地臺使用行政契約書辦理	104.01.01-104.12.31	月	12	69334	832008	2-2-26	民營電信業者於本大樓東南區屋頂層架設行動電話基地臺，每月電費收入:¶(1)中華電信：22,200元。¶(2)臺灣大哥大：14,100元。¶(3)遠傳電信：19,100元。¶(4)亞太電信：3,500元。¶(5)大眾電信：4,454元。¶(6)威寶電信：4,000元。¶(7)威邁思電信：1,700元。¶(8)全球一動：280元。¶每月共計69,334元。	1000030101
0	02102	30	104	02102	1	100202	10	3	1	1	004		依據各項標案招標文件之規定辦理	104.01.01-104.12.31	月	12	800	9600	2-2-26	發售各項標案招標文件標單費收入。	1000030101
0	02103	2	104	02103	1	040202	4	4	1	1	001		依行政院78.6.16臺78人政肆字22000號函辦理。	104.01.01-104.12.31	人、月	2x12	600	14400	2-3-18	配住公有房舍員工扣繳房租津貼收入。	0400040101
0	02103	6	104	02103	1	040202	4	4	1	1	002		依「臺北市政府所屬各機關學校職務宿舍設置管理要點」第10點規定辦理。	104.01.01-104.12.31	人、月	1x12	390	4680	2-3-18	員工住宿公有房舍使用費。	0400040101
0	02103	11	104	02103	1	040202	4	4	1	1	003		依「臺北市政府所屬各機關學校職務宿舍設置管理要點」第10點規定辦理。	104.01.01-104.12.31	人、月	1x12	460	5520	2-3-18	員工住宿公有房舍使用費。	0400040101
0	02103	2	104	02103	1	060201	6	4	1	1	001		依臺北市政府98.11.10府授財產字第09832898200號函修正「臺北市市有財產報廢處理原則」辦理。	104.01.01-104.12.31	年	1	54000	54000	2-3-20	出售廢舊物品、變賣報廢小客車及電腦設備等殘值收入。	0600040101
0	02103	2	104	02103	1	100202	10	4	1	1	001		依政府採購法第29條第1項及政府採購法施行細則第28條之1規定辦理。	104.01.01-104.12.31	年	1	2000	2000	2-3-22	出售採購招標文件工本費收入。	1000040101
0	02103	7	104	02103	1	100202	10	4	1	1	002		依行政院96.9.12院授人給字第0960063509號函修正「軍公教人員兼職費及講座鐘點費支給規定」辦理。	104.01.01-104.12.31	月	12	10000	120000	2-3-22	員工兼職費超過規定標準部分繳庫數。	1000040101
0	02103	13	104	02103	1	100202	10	4	1	1	003		依臺北市政府103.1.15府授研圖字第10330328400號函「臺北市政府所屬各機關政府出版品管理要點」規定辦理。	104.01.01-104.12.31	本	20	350	7000	2-3-22	出售主計法規彙編收入。	1000040101
