times	borg	recid	yearno	orgno	itemno	dno	workid	obj	seqno	statcd	workname	budget	lastbudget	unit	quantity	unitprice	price	newitem	pageno	notes	src	bybase
1	02112	9	103	02112	1	133902022		0220	001	272	　　　一般事務費	580000	0	年	1	580,000	580000	0	2-9-14	辦理原住民族產業深耕、行銷推廣及相關配套措施等費用。	0200090801	一般
1	02112	19	103	02112	1	133902003		0220	001	272	　　　一般事務費	15000	0	年	1	15,000	15000	0	2-9-14	辦理業務所需雜支。	0200090801	一般
1	02112	23	103	02112	1	133902003		0401	002	402	　　　對國內團體之捐助	719500	0	年	1	719,500	719500	0	2-9-14	補助民間團體辦理原住民家庭暨婦女服務中心業務。	0200090801	一般
1	02112	34	103	02112	1	133902006		0220	001	272	　　　一般事務費	180000	0	年	1	180,000	180000	0	2-9-14	國宅出租業務費。	0200090801	一般
1	02112	36	103	02112	1	133902006		0232	001	292	　　　臨時人員酬金	570000	0	年	1	570,000	570000	0	2-9-15	原住民住宅輔導工作臨時人員酬金。	0200090801	一般
1	02112	45	103	02112	1	133902007		0214	001	242	　　　按日按件計資酬金	1396800	0	節	1746	800	1396800	0	2-9-15	臺北市部落大學講師鐘點費。	0200090801	一般
1	02112	47	103	02112	1	133902007		0220	001	272	　　　一般事務費	403200	0	年	1	403,200	403200	0	2-9-15	辦理臺北市部落大學成果展及部落遊學文化採集。	0200090801	一般
1	02112	58	103	02112	1	133902008		0214	001	242	　　　按日按件計資酬金	748000	0	節	1496	500	748000	0	2-9-15	原住民族語家庭、教會族語扎根語言師資鐘點費。	0200090801	一般
1	02112	62	103	02112	1	133902008		0220	001	272	　　　　	0	0	年	1	650,000	650000	0	2-9-15	辦理原住民銀髮族健康講座及保健服務。	0200090801	一般
1	02112	64	103	02112	1	133902008		0220	002	272	　　　　	0	0	年	1	274,000	274000	0	2-9-15	增進原住民風險管理能力、辦理法律諮詢服務。	0200090801	一般
1	02112	67	103	02112	1	133902008		0220	003	272	　　　　	0	0	年	1	212,000	212000	0	2-9-15	輔導原住民參加職業技能訓練與就業服務，提升專業技術及就業競爭力。	0200090801	一般
1	02112	70	103	02112	1	133902008		0220	004	272	　　　　	0	0	年	1	318,000	318000	0	2-9-16	扶植原住民拓展經濟事業及推動原住民專案貸款業務。	0200090801	一般
1	02112	73	103	02112	1	133902008		0220	005	272	　　　　	0	0	年	1	630,000	630000	0	2-9-16	原住民語言學習、推展及活動經費。	0200090801	一般
1	02112	75	103	02112	1	133902008		0220	006	272	　　　　	0	0	年	1	600,000	600000	0	2-9-16	辦理原住民文化慶典系列活動及其他配套措施。	0200090801	一般
1	02112	78	103	02112	1	133902008		0220	007	272	　　　　	0	0	年	1	1,300,000	1300000	0	2-9-16	辦理暑期文化活動。	0200090801	一般
1	02112	81	103	02112	1	133902008		0232	001	292	　　　　	0	0	年	1	482,400	482400	0	2-9-16	凱達格蘭文化館策展規劃人員1名酬金。	0200090801	一般
1	02112	83	103	02112	1	133902008		0232	002	292	　　　　	0	0	年	1	510,000	510000	0	2-9-16	辦理金融輔導業務臨時人員酬金。	0200090801	一般
1	02112	87	103	02112	1	133902008		0401	001	402	　　　對國內團體之捐助	250000	0	年	1	250,000	250000	0	2-9-16	補助都市原住民族同鄉會或民間團體辦理文化傳承活動。	0200090801	一般
1	02112	91	103	02112	1	133902008		0406	001	426	　　　　	0	0	年	1	190,000	190000	0	2-9-16	補助原住民急難救助。	0200090801	一般
1	02112	93	103	02112	1	133902008		0406	002	426	　　　　	0	0	年	1	850,000	850000	0	2-9-16	補助年滿3歲至入國小前之幼兒就托公私立案托兒所或幼稚園托育補助費。	0200090801	一般
1	02112	100	103	02112	1	133902020		0220	001	272	　　　一般事務費	90000	0	年	1	90,000	90000	0	2-9-16	辦理原住民取得技術士證照獎勵金業務及就業服務相關宣導活動等相關費用。	0200090801	一般
1	02112	112	103	02112	1	133902015		0220	001	272	　　　一般事務費	250000	0	年	1	250,000	250000	0	2-9-17	各區公所辦理住宅業務所需雜支。	0200090801	一般
1	02112	117	103	02112	1	133902015		0406	001	419	　　　　	0	0	年	1	400,000	400000	0	2-9-17	補助中低收入戶原住民購屋補助。	0200090801	一般
1	02112	119	103	02112	1	133902015		0406	002	419	　　　　	0	0	年	1	500,000	500000	0	2-9-17	補助中低收入戶原住民修繕補助。	0200090801	一般
1	02112	128	103	02112	1	133902018		0214	001	242	　　　按日按件計資酬金	60000	0	時	50	1,200	60000	0	2-9-17	辦理凱達格蘭文化館特色展覽駐館工藝匠師鐘點費。	0200090801	一般
1	02112	131	103	02112	1	133902018		0220	001	272	　　　一般事務費	240000	0	年	1	240,000	240000	0	2-9-17	辦理凱達格蘭文化館特色展覽。	0200090801	一般
1	02112	9	103	02112	2	138302001		0307	001	361	　　　雜項設備費	710000	0	年	1	710,000	710000	0	2-9-18	建置原民風味館硬體設備及意象裝置等相關費用。	0200090901	一般
