pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	sysdat	usno
1-1-31	0	01101		104	01101	1	110101006		0203	001			0	0		月	12		0		0		0		98000	1176000	1176000	1176000	1176000	0	0	辦公廳舍及游泳池用水費。									0	204	122	0	0050						1030505	BGT
1-1-31	0	01101		104	01101	1	110101006		0203	002			0	0		月	12		0		0		0		50000	600000	600000	600000	600000	0	0	游泳池加溫用瓦斯費。									0	206	122	0	0051						1030505	BGT
1-1-31	0	01101		104	01101	1	110101006		0203	003			0	0		月	12		0		0		0		1764000	21168000	21168000	21168000	21168000	0	0	辦公廳舍、空調馬達、電器等用電。									0	205	122	0	0052						1030505	BGT
2-1-30	0	02101		104	02101	1	120101002		0203	001			0	0		月	12		0		0		0	12.00	12746	152952	152952	152952	152952	0	0	本處經管單房間職務宿舍瓦斯燃料費。　　　　　　									0	206	122	0	0029					黃筱雯	1030328	BGT
2-1-30	0	02101		104	02101	1	120101002		0203	002			0	0		月	12		0		0		0	12.00	26159	313908	313908	313908	381024	0	0	八德路檔案室電費。　　　　　　　　　									0	205	122	0	0030					趙龍德	1030604	BGT
2-1-30	0	02101		104	02101	1	120101002		0203	003			0	0		月	12		0		0		0		1323	15876	15876	15876	15876	0	0	八德路檔案室水費。									0	204	122	0	0031					趙龍德	1030318	BGT
2-1-30	0	02101		104	02101	1	120101002		0203	004			0	0		月	12		0		0		0	12.00	10290	123480	123480	123480	123480	0	0	本處經管單房間職務宿舍水費。　　　　　　　									0	204	122	0	0032					黃筱雯	1030328	BGT
2-1-30	0	02101		104	02101	1	120101002		0203	005			0	0		月	12		0		0		0	12.00	40866	490392	490392	490392	490392	0	0	本處經管單房間職務宿舍電費。　　　　　　　									0	205	122	0	0033					黃筱雯	1030328	BGT
2-2-39	0	02102		104	02102	1	120202002		0203	001			0	0		年	1		0		0		0	1.00	2644613	2644613	2644613	2644613	2644613	0	0	市政大樓及市府第二辦公室水費。									0	204	122	0	0010					樂秀隆	1030407	BGT
2-2-39	0	02102		104	02102	1	120202002		0203	002			0	0		年	1		0		0		0	1.00	91365749	92288635	92288635	91365749	92288635	0	0	市政大樓及市府第二辦公室電費。									0	205	122	0	0011					樂秀隆	1031016	BGT
2-2-46	0	02102		104	02102	1	120203003		0203	002			0	0		月	12		0		0		0	12.00	775.5	9796	9796	9306	9796	0	0	外雙溪防空指揮所水電費。									2	204	122	0	0028					王子建	1031016	BGT
2-6-37	0	02106		104	02106	1	212601004		0203	001			0	0		月	12		0		0		0		53165	637980	637980	637980	637980	0	0	水費。									0	204	122	0	0053					周麗君	1030326	BGT
2-6-37	0	02106		104	02106	1	212601004		0203	002			0	0		年	1		0		0		0	1.00	8100232	5353075	8100232	8100232	5353075	0	0	電費。									0	205	122	0	0054					周麗君	1030627	BGT
2-6-37	0	02106		104	02106	1	212601004		0203	003			0	0		年	1		0		0		0	1.00	120000	120000	120000	120000	320000	0	0	瓦斯燃料費。									0	206	122	0	0055					周麗君	1030529	BGT
2-7-54	0	02108		104	02108	1	120701002		0203	001			0	0		月	12		0		0		0		4900	58800	58800	58800	58800	0	0	話務中心辦公大樓水費。									0	204	122	0	0010					張偉民	1030303	BGT
2-7-54	0	02108		104	02108	1	120701002		0203	002			0	0		月	12		0		0		0	12.00	170000	2040000	2040000	2040000	2583432	0	0	話務中心辦公大樓電費。									0	205	122	0	0011					張偉民	1030529	BGT
2-7-56	0	02108		104	02108	1	120701003		0203	001			0	0		月	12		0		0		0	12.00	1630	19560	19560	19560	3920	0	0	1999備援場地(含視障話務小組)水費。								備援中心設立，視障話務小組進駐，預算全年度編列	0	204	122	0	0027					黃冠達	1030305	BGT
2-7-56	0	02108		104	02108	1	120701003		0203	002			0	0		月	12		0		0		0	12.00	49296	680004	591552	591552	127988	0	0	1999備援場地(含視障話務小組)電費。								同前	0	205	122	0	0028					黃冠達	1030924	BGT
2-9-38	0	02112		104	02112	1	130201004		0203	001			0	0		月	12		0		0		0	12.00	10000	120000	120000	120000	120000	0	0	北原會館水費。									0	204	122	0	0033					李菊妹	1030424	BGT
2-9-38	0	02112		104	02112	1	130201004		0203	002			0	0		月	12		0		0		0	12.00	43000	516000	516000	516000	516087	0	0	北原會館電費。								覈實減列。	0	204	122	0	0034					李菊妹	1030424	BGT
