times	borg	recid	yearno	orgno	itemno	dno	src0	src1	src2	src3	seqno	srcna	inbasis	inperiod	unit	quantity	unitprice	price	pageno	note	src
1	02110	2	101	02110	1	030302	3	10	1	1	001		依據國家賠償法及民法規定辦理	101.09.18-101.12.31	年	-1	240000	-240000	2-10-14	國家賠償求償收入(依國家賠償會議決議辦理)。	0300100101
1	02110	2	101	02110	1	040203	4	9	2	2	001		依據臺北市政府及所屬機關學校提供政府資訊收費標準辦理	101.09.18-101.12.31	件	-15	20	-300	2-10-18	受理當事人或利害關係人申請閱覽、抄錄、複印或攝影有關資料或卷宗之查閱費係以1件20元(2小時以內)計算。	0400090202
1	02110	6	101	02110	1	040203	4	9	2	2	002		依據臺北市政府及所屬機關學校提供政府資訊收費標準辦理	101.09.18-101.12.31	張	-50	2	-100	2-10-18	受理當事人或利害關係人申請閱覽、抄錄、複印或攝影有關資料或卷宗之影印費係以影印1張2元計算。	0400090202
1	02110	2	101	02110	1	100202	10	11	1	1	001		依會計法等有關規定辦理	101.09.18-101.12.31	年	-1	2000	-2000	2-10-20	出售本會出版品收入係依「委託展售政府機關出版品合約書」之規定以每冊定價60%計算。	1000110101
1	02132	2	101	02132	1	100202	10	26	1	1	001		台灣電力股份有公司「促進電力開發協助金執行要點」及「促進電力開發協助金申撥、查核作業注意事項」。	101.01.01-101.12.31	年	1	18600000	18600000	2-25-10	台灣電力股份有限公司核發97年度輸變電協助金（施工中）－仙渡E/S、D/S新建工程地方建設收入。	1000260101
1	09116	11	101	09116	1	040207	4	70	1	2	004		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人次	8	-100	-800	9-10-10	臨時托兒教保費。	0400700102
1	09117	2	101	09117	1	040207	4	71	1	1	001		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人、月	125x4	-4120	-2060000	9-11-8	一般市民托兒月費。	0400710101
1	09117	5	101	09117	1	040207	4	71	1	1	007		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人、月	40x1	-4120	-164800	9-11-8	一般市民托兒月費(寒、暑期自由收托)。	0400710101
1	09117	8	101	09117	1	040207	4	71	1	1	008		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人次	12	-50	-600	9-11-8	延長托兒教保費。	0400710101
1	09118	2	101	09118	1	040207	4	72	1	1	001		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人、月	165x4	-4120	-2719200	9-12-8	一般市民托兒月費。	0400720101
1	09118	5	101	09118	1	040207	4	72	1	1	002		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人、月	50x1	-4120	-206000	9-12-8	一般市民托兒月費(寒、暑期自由收托)。	0400720101
1	09118	8	101	09118	1	040207	4	72	1	1	003		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人次	500	-50	-25000	9-12-8	延長托兒教保費。	0400720101
1	09118	11	101	09118	1	040207	4	72	1	1	004		依幼兒教育及照顧法及相關規定辦理	101.01.01-101.12.31	人次	8	-100	-800	9-12-8	臨時托兒教保費。	0400720101
1	09119	2	101	09119	1	040207	4	73	1	1	001		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人、月	100x4	-4120	-1648000	9-13-8	一般市民托兒月費。	0400730101
1	09119	5	101	09119	1	040207	4	73	1	1	002		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人、月	12x1	-4120	-49440	9-13-8	一般市民托兒月費(寒、暑期自由收托)。	0400730101
1	09119	8	101	09119	1	040207	4	73	1	1	003		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人次	126	-50	-6300	9-13-8	延長托兒教保費。	0400730101
1	09120	2	101	09120	1	040207	4	74	1	1	001		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人、月	225x4	-4120	-3708000	9-14-8	一般市民托兒月費。	0400740101
1	09120	5	101	09120	1	040207	4	74	1	1	002		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人、月	75x1	-4120	-309000	9-14-8	一般市民托兒月費(寒、暑期自由收托)。	0400740101
1	09120	8	101	09120	1	040207	4	74	1	1	003		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人次	750	-50	-37500	9-14-8	延長托兒教保費。	0400740101
1	09120	11	101	09120	1	040207	4	74	1	1	004		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人次	200	-120	-24000	9-14-8	延長托兒教保費。	0400740101
1	09120	14	101	09120	1	040207	4	74	1	1	005		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人次	12	-100	-1200	9-14-8	臨時托兒教保費。	0400740101
1	09121	2	101	09121	1	040207	4	75	1	1	001		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人、月	124x4	-4120	-2043520	9-15-8	一般市民托兒月費。	0400750101
1	09121	5	101	09121	1	040207	4	75	1	1	002		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人、月	60x1	-4120	-247200	9-15-8	一般市民托兒月費(寒、暑期自由收托)。	0400750101
1	09121	8	101	09121	1	040207	4	75	1	1	003		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人次	60	-70	-4200	9-15-8	延長托兒教保費。	0400750101
1	09121	11	101	09121	1	040207	4	75	1	1	004		依幼兒教育及照顧法及相關規定辦理	101.08.01-101.12.31	人次	200	-50	-10000	9-15-8	延長托兒教保費。	0400750101
