pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	sysdat	usno
2-11-53	0	02121		102	02121	2	137104000		0307	009			0	0		臺	1		0		0		0	1.00	55000	55000	55000	55000	0	0	0	災害應變中心電視汰舊更新(災防專案-設備擴充費用)。									0	361	380	0	0008	0	0	0	0028	1020104	BGT
2-18-66	0	02128		102	02128	2	137104000		0307	007			0	0		式	1		0		0		0	1.00	55000	55000	55000	55000	0	0	0	汰換災害應變中心公佈欄(災防專案-區級災害應變中心維持)。								依業務需求核實增列	0	361	380	0	0010	0	0	0	0028	1010814	BGT
2-18-66	0	02128		102	02128	2	137104000		0307	008			0	0		式	1		0		0		0	1.00	45000	45000	45000	45000	0	0	0	災害應變中心公佈海報看板及圖資更新費(災防專案-區級災害應變中心維持)。								依業務需求核實增列	0	361	380	0	0011	0	0	0	0028	1010814	BGT
2-18-66	0	02128		102	02128	2	137104000		0307	009			0	0		式	1		0		0		0	1.00	350000	350000	350000	350000	0	0	0	災害應變中心不斷電系統更新(災防專案-區級災害應變中心維持)。								依業務需求核實增列	0	361	380	0	0012	0	0	0	0028	1010814	BGT
7-3-95	0	07103		102	07103	2	337501001	010	0303	001			0	0		式	1		0		0		0	1.00	30441668	30441668	30441668	30441668	0	0	0	本年度所需施工費。									0	923	380	0	0021	0	0	0	0028	1010828	BGT
7-3-95	0	07103		102	07103	2	337501001	010	0303	004			0	0		式	1		0		0		0	1.00	1599419	1599419	1599419	1599419	0	0	0	本年度所需委託設計服務費。									0	923	380	0	0022				0028	1010828	BGT
7-3-95	0	07103		102	07103	2	337501001	010	0303	005			0	0		式	1		0		0		0	1.00	958913	958913	958913	958913	0	0	0	按施工費提列工程管理費(3.15%)。									0	923	380	0	0023	0	0	0	0028	1010828	BGT
7-3-123	0	07103		102	07103	2	337501003	003	0303	001			0	0		式	1		0		0		0	1.00	1500000	1500000	1500000	1500000	0	0	0	本年度所需技術服務費。									0	923	380	0	0138				0028	1010828	BGT
7-3-123	0	07103		102	07103	2	337501003	004	0303	001			0	0		式	1		0		0		0	1.00	3500000	3500000	3500000	3500000	0	0	0	本年度所需技術服務費。									0	923	380	0	0139				0028	1010828	BGT
7-3-124	0	07103		102	07103	2	337501003	006	0303	001			0	0		式	1		0		0		0	1.00	4000000	4000000	4000000	4000000	0	0	0	本年度所需技術服務費。									0	922	380	0	0140	0	0	0	0028	1010828	BGT
