pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	sysdat	usno
1-1-28	0	01101		102	01101	1	110101006		0107	001			0	0		人	66	月	12	段	1		0	66.00×12.00×1.00	630	498960	498960	498960	498960	0	0	員工上下班交通費。									0	125	113	0	0044				0007	1010828	BGT
1-1-28	0	01101		102	01101	1	110101006		0107	002			0	0		人	61	月	12	段	2		0	61.00×12.00×2.00	630	922320	922320	922320	922320	0	0	員工上下班交通費。									0	125	113	0	0045				0007	1010828	BGT
1-1-28	0	01101		102	01101	1	110101006		0107	003			0	0		人	43	月	12	段	3		0	43.00×12.00×3.00	630	975240	975240	975240	975240	0	0	員工上下班交通費。									0	125	113	0	0046				0007	1010828	BGT
2-1-26	0	02101		102	02101	1	120101002		0107	001			0	0	1901	人	48	月	12	段	1		0	48.00×12.00×1.00	630	362880	362880	362880	355320	0	0	員工上下班交通費。								依本處員額以214人計，扣除已配置座車上下班者15人，交通費請領員額編列199人。	1	125	113	0	0012				0007	1010328	BGT
2-1-26	0	02101		102	02101	1	120101002		0107	002			0	0	1901	人	86	月	12	段	2		0	86.00×12.00×2.00	630	1300320	1300320	1300320	1270080	0	0	員工上下班交通費。									1	125	113	0	0013				0007	1010328	BGT
2-1-26	0	02101		102	02101	1	120101002		0107	003			0	0	1901	人	65	月	12	段	3		0	65.00×12.00×3.00	630	1474200	1474200	1474200	1428840	0	0	員工上下班交通費。									1	125	113	0	0014				0007	1010328	BGT
2-1-27	0	02101		102	02101	1	120101002		0107	004			0	0		人	6	月	12	段	2		0	6.00×12.00×2.00	630	90720	90720	90720	90720	0	0	替代役役男上下班交通費。									0	125	113	1	0015				0007	1010503	BGT
2-1-27	0	02101		102	02101	1	120101002		0107	005			0	0		人	1	月	12	段	1		0	1.00×12.00×1.00	630	7560	7560	7560	7560	0	0	替代役役男上下班交通費。									0	125	113	0	0016				0007	1010328	BGT
2-2-29	0	02102		102	02102	1	120101002		0107	001			0	0	1901	人	14	月	12	段	1		0	14.00×12.00×1.00	630	105840	105840	105840	105840	0	0	員工上下班交通費。									1	125	113	0	0008				0007	1010327	BGT
2-2-29	0	02102		102	02102	1	120101002		0107	002			0	0	1901	人	44	月	12	段	2		0	44.00×12.00×2.00	630	665280	665280	665280	665280	0	0	員工上下班交通費。									1	125	113	0	0009				0007	1010327	BGT
2-2-29	0	02102		102	02102	1	120101002		0107	003			0	0	1901	人	78	月	12	段	3		0	78.00×12.00×3.00	630	1769040	1769040	1769040	1769040	0	0	員工上下班交通費。									1	125	113	0	0010				0007	1010327	BGT
2-3-23	0	02103		102	02103	1	120101002		0107	001			0	0	1901	人	51	月	12	段	1		0	51.00×12.00×1.00	630	370440	385560	385560	370440	0	0	員工上下班交通費。									0	125	113	0	0008				0007	1020220	BGT
2-3-23	0	02103		102	02103	1	120101002		0107	002			0	0	1901	人	72	月	12	段	2		0	72.00×12.00×2.00	630	1103760	1088640	1088640	1103760	0	0	員工上下班交通費。									0	125	113	0	0009				0007	1020220	BGT
2-3-23	0	02103		102	02103	1	120101002		0107	003			0	0	1901	人	31	月	12	段	3		0	31.00×12.00×3.00	630	703080	703080	703080	703080	0	0	員工上下班交通費。									0	125	113	0	0010				0007	1020220	BGT
2-3-23	0	02103		102	02103	1	120101002		0107	004			0	0	1901	人	1	月	12	段	1		0	1.00×12.00×1.00	630	7560	7560	7560	7560	0	0	替代役役男上下班交通費。									0	125	113	0	0011				0007	1020220	BGT
2-4-18	0	02104		102	02104	1	120101002		0107	001			0	0	1901	人	26	月	12	段	2		0	26.00×12.00×2.00	630	393120	393120	393120	302400	0	0	員工上下班交通費。								增列職員、工員所需交通費。	1	125	113	0	0008				0007	1010510	BGT
2-4-18	0	02104		102	02104	1	120101002		0107	002			0	0	1901	人	56	月	12	段	3		0	56.00×12.00×3.00	630	1270080	1270080	1270080	1065960	0	0	員工上下班交通費。								增列職員、工員所需交通費。	1	125	113	0	0009				0007	1010510	BGT
2-4-18	0	02104		102	02104	1	120101002		0107	003			0	0	1901	人	13	月	12	段	1		0	13.00×12.00×1.00	630	98280	98280	98280	68040	0	0	員工上下班交通費。								增加職員、工員所需交通費。	1	125	113	0	0010				0007	1010510	BGT
2-4-18	0	02104		102	02104	1	120101002		0107	004			0	0	1901	人	2	月	12	段	1		0	2.00×12.00×1.00	630	15120	15120	15120	15120	0	0	替代役役男上下班交通費。									1	125	113	0	0011				0007	1010330	BGT
2-5-16	0	02105		102	02105	1	120101002		0107	001			0	0	1901	人	17	月	12	段	1		0	17.00×12.00×1.00	630	128520	128520	128520	128520	0	0	員工上下班交通費(一段)。									1	125	113	0	0008				0007	1010507	BGT
2-5-16	0	02105		102	02105	1	120101002		0107	002			0	0	1901	人	29	月	12	段	2		0	29.00×12.00×2.00	630	438480	438480	438480	438480	0	0	員工上下班交通費(二段)。									1	125	113	0	0009				0007	1010507	BGT
2-5-16	0	02105		102	02105	1	120101002		0107	003			0	0	1901	人	17	月	12	段	3		0	17.00×12.00×3.00	630	385560	385560	385560	385560	0	0	員工上下班交通費(三段)。									1	125	113	0	0010				0007	1010507	BGT
2-6-24	0	02106		102	02106	1	210101002		0107	001			0	0		人	25	月	12	段	1		0	25.00×12.00×1.00	630	189000	189000	189000	196560	0	0	員工上下班交通費。								減列駐警1人。	0	125	113	0	0010				0007	1010828	BGT
2-6-24	0	02106		102	02106	1	210101002		0107	002			0	0		人	20	月	12	段	2		0	20.00×12.00×2.00	630	302400	302400	302400	302400	0	0	員工上下班交通費。									0	125	113	0	0011				0007	1010828	BGT
2-6-24	0	02106		102	02106	1	210101002		0107	003			0	0		人	30	月	12	段	3		0	30.00×12.00×3.00	630	680400	680400	680400	680400	0	0	員工上下班交通費。									0	125	113	0	0012				0007	1010828	BGT
2-7-22	0	02108		102	02108	1	120101002		0107	001			0	0	1901	人	16	月	12	段	1		0	16.00×12.00×1.00	630	120960	120960	120960	90720	0	0	員工上下班交通費。									1	125	113	0	0009				0007	1010411	BGT
2-7-22	0	02108		102	02108	1	120101002		0107	002			0	0	1901	人	48	月	12	段	2		0	48.00×12.00×2.00	630	725760	725760	725760	801360	0	0	員工上下班交通費。									1	125	113	0	0010				0007	1010411	BGT
2-7-22	0	02108		102	02108	1	120101002		0107	003			0	0	1901	人	24	月	12	段	3		0	24.00×12.00×3.00	630	544320	544320	544320	498960	0	0	員工上下班交通費。									1	125	113	0	0011				0007	1010328	BGT
2-7-22	0	02108		102	02108	1	120101002		0107	004			0	0	1901	人	1	月	12	段	1		0	1.00×12.00×1.00	630	7560	7560	7560	7560	0	0	替代役役男上下班交通費。									1	125	113	0	0012				0007	1010328	BGT
2-8-12	0	02111		102	02111	1	340101002		0107	001			0	0	1901	人	5	月	12	段	1		0	5.00×12.00×1.00	630	22680	37800	37800	22680	0	0	員工上下班交通費。									1	125	113	0	0008				0007	1010828	BGT
2-8-12	0	02111		102	02111	1	340101002		0107	002			0	0	1901	人	4	月	12	段	2		0	4.00×12.00×2.00	630	75600	60480	60480	75600	0	0	員工上下班交通費。									1	125	113	0	0009				0007	1010828	BGT
2-8-12	0	02111		102	02111	1	340101002		0107	003			0	0	1901	人	6	月	12	段	3		0	6.00×12.00×3.00	630	136080	136080	136080	136080	0	0	員工上下班交通費。									1	125	113	0	0010				0007	1010828	BGT
2-9-28	0	02112		102	02112	1	130101002		0107	001			0	0	1901	人	3	月	12	段	1		0	3.00×12.00×1.00	630	22680	22680	22680	22680	0	0	員工上下班交通費。									1	125	113	0	0008				0007	1010827	BGT
2-9-28	0	02112		102	02112	1	130101002		0107	002			0	0	1901	人	12	月	12	段	2		0	12.00×12.00×2.00	630	181440	181440	181440	181440	0	0	員工上下班交通費。									1	125	113	0	0009				0007	1010827	BGT
2-9-28	0	02112		102	02112	1	130101002		0107	003			0	0	1901	人	28	月	12	段	3		0	28.00×12.00×3.00	630	635040	635040	635040	635040	0	0	員工上下班交通費。									1	125	113	0	0010				0007	1010827	BGT
2-9-28	0	02112		102	02112	1	130101002		0107	004			0	0	1901	人	2	月	12	段	3		0	2.00×12.00×3.00	630	45360	45360	45360	45360	0	0	替代役役男上下班交通費。									1	125	113	0	0011				0007	1010827	BGT
2-9-28	0	02112		102	02112	1	130101002		0107	005			0	0	1901	人	2	月	12	段	2		0	2.00×12.00×2.00	630	30240	30240	30240	30240	0	0	替代役役男上下班交通費。									1	125	113	0	0012				0007	1010827	BGT
2-10-21	0	02113		102	02113	1	220101002		0107	001			0	0	1901	人	6	月	12	段	1		0	6.00×12.00×1.00	630	45360	45360	45360	45360	0	0	員工上下班交通費。									1	125	113	0	0009				0007	1010827	BGT
2-10-21	0	02113		102	02113	1	220101002		0107	002			0	0	1901	人	11	月	12	段	2		0	11.00×12.00×2.00	630	166320	166320	166320	166320	0	0	員工上下班交通費。									1	125	113	0	0010				0007	1010827	BGT
2-10-21	0	02113		102	02113	1	220101002		0107	003			0	0	1901	人	10	月	12	段	3		0	10.00×12.00×3.00	630	226800	226800	226800	226800	0	0	員工上下班交通費。									1	125	113	0	0011				0007	1010827	BGT
2-11-26	0	02121		102	02121	1	130101002		0107	001			0	0	1901	人	67	月	12	段	1		0	67.00×12.00×1.00	630	506520	506520	506520	506520	0	0	員工上下班交通費。									1	125	113	0	0008				0007	1010814	BGT
2-11-26	0	02121		102	02121	1	130101002		0107	002			0	0	1901	人	40	月	12	段	2		0	40.00×12.00×2.00	630	604800	604800	604800	604800	0	0	員工上下班交通費。									1	125	113	0	0009				0007	1010814	BGT
2-11-26	0	02121		102	02121	1	130101002		0107	003			0	0	1901	人	28	月	12	段	3		0	28.00×12.00×3.00	630	635040	635040	635040	635040	0	0	員工上下班交通費。									1	125	113	0	0010				0007	1010814	BGT
2-11-26	0	02121		102	02121	1	130101002		0107	005			0	0	1901	人	1	月	12	段	1		0	1.00×12.00×1.00	630	15120	7560	7560	15120	0	0	替代役役男上下班交通費。									1	125	113	1	0012				0007	1010814	BGT
2-12-29	0	02122		102	02122	1	130101002		0107	001			0	0	1901	人	42	月	12	段	1		0	42.00×12.00×1.00	630	317520	317520	317520	317520	0	0	員工上下班交通費。									1	125	113	0	0009				0007	1010814	BGT
2-12-29	0	02122		102	02122	1	130101002		0107	002			0	0	1901	人	59	月	12	段	2		0	59.00×12.00×2.00	630	892080	892080	892080	892080	0	0	員工上下班交通費。									1	125	113	0	0010				0007	1010814	BGT
2-12-29	0	02122		102	02122	1	130101002		0107	003			0	0	1901	人	40	月	12	段	3		0	40.00×12.00×3.00	630	907200	907200	907200	907200	0	0	員工上下班交通費。									1	125	113	0	0011				0007	1010814	BGT
2-12-29	0	02122		102	02122	1	130101002		0107	005			0	0	1901	人	3	月	12	段	1		0	3.00×12.00×1.00	630	22680	22680	22680	22680	0	0	替代役役男上下班交通費。									1	125	113	0	0013				0007	1010814	BGT
2-13-29	0	02123		102	02123	1	130101002		0107	001			0	0	1901	人	43	月	12	段	1		0	43.00×12.00×1.00	630	325080	325080	325080	325080	0	0	員工上下班交通費。									1	125	113	0	0008				0007	1010409	BGT
2-13-29	0	02123		102	02123	1	130101002		0107	002			0	0	1901	人	69	月	12	段	2		0	69.00×12.00×2.00	630	1043280	1043280	1043280	1043280	0	0	員工上下班交通費。									1	125	113	0	0009				0007	1010409	BGT
2-13-29	0	02123		102	02123	1	130101002		0107	003			0	0	1901	人	60	月	12	段	3		0	60.00×12.00×3.00	630	1360800	1360800	1360800	1360800	0	0	員工上下班交通費。									1	125	113	0	0010				0007	1010409	BGT
2-13-29	0	02123		102	02123	1	130101002		0107	005			0	0	1901	人	1	月	12	段	1		0	1.00×12.00×1.00	630	15120	7560	7560	15120	0	0	替代役役男上下班交通費。									1	125	113	0	0012				0007	1010814	BGT
2-14-37	0	02124		102	02124	1	130101002		0107	001			0	0	1901	人	58	月	12	段	1		0	58.00×12.00×1.00	630	438480	438480	438480	438480	0	0	員工上下班交通費。									1	125	113	0	0009				0007	1010405	BGT
2-14-37	0	02124		102	02124	1	130101002		0107	002			0	0	1901	人	70	月	12	段	2		0	70.00×12.00×2.00	630	1058400	1058400	1058400	1058400	0	0	員工上下班交通費。									1	125	113	0	0010				0007	1010405	BGT
2-14-37	0	02124		102	02124	1	130101002		0107	003			0	0	1901	人	19	月	12	段	3		0	19.00×12.00×3.00	630	430920	430920	430920	430920	0	0	員工上下班交通費。									1	125	113	0	0011				0007	1010405	BGT
2-14-37	0	02124		102	02124	1	130101002		0107	005			0	0		人	1	月	12	段	1		0	1.00×12.00×1.00	630	30240	7560	7560	30240	0	0	替代役役男上下班交通費。									0	125	113	0	0013				0007	1010717	BGT
2-15-23	0	02125		102	02125	1	130101002		0107	001			0	0	1901	人	30	月	12	段	1		0	30.00×12.00×1.00	630	226800	226800	226800	226800	0	0	員工上下班交通費。									1	125	113	0	0008				0007	1010814	BGT
