pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	sysdat	usno
2-1-53	0	02101		102	02101	1	120301002		0208	001			0	0		人	83		0		0		0	83.00	120	9960	9960	9960	9960	0	0	志工保險費。									0	222	350	0	0007				0026	1010427	BGT
2-1-53	0	02101		102	02101	1	120301002		0214	005			0	0		人次	5220		0		0		0	5220.00	110	574200	574200	574200	574200	0	0	志工餐點及交通補貼。									0	248	350	0	0012				0026	1010427	BGT
2-2-36	0	02102		102	02102	1	120201003		0208	002			0	0		人	2		0		0		0	2.00	120	240	240	240	240	0	0	志工保險費。									0	220	350	0	0023				0026	1010327	BGT
2-2-36	0	02102		102	02102	1	120201003		0214	001			0	0		人	2	次	45		0		0	2.00×45.00	110	9900	9900	9900	9900	0	0	志工餐點及交通補助。									0	248	350	0	0025				0026	1010327	BGT
2-5-35	0	02105		102	02105	1	120401007		0208	001			0	0		人	85	年	1		0		0	85.00×1.00	120	14400	10200	10200	10200	0	0	志工投保意外險之保險費。									0	222	350	0	0027				0026	1010716	BGT
2-5-35	0	02105		102	02105	1	120401007		0214	002			0	0		人次	1620		0		0		0	1620.00	110	356400	178200	178200	178200	0	0	志工餐點及交通補助。									0	248	350	0	0029				0026	1010716	BGT
2-6-38	0	02106		102	02106	1	212601004		0208	001			0	0		人	2		0		0		0	2.00	120	240	240	240	240	0	0	志工保險費。									0	222	350	0	0064				0026	1010828	BGT
2-6-38	0	02106		102	02106	1	212601004		0214	001			0	0		人次	200		0		0		0	200.00	110	22000	22000	22000	22000	0	0	志工餐點及交通補助。									0	248	350	0	0068				0026	1010828	BGT
2-9-44	0	02112		102	02112	1	130301006		0208	001			0	0		人	55		0		0		0	55.00	120	6600	6600	6600	5400	0	0	志工保險費。								志工人數增加至55位，致增列經費。	0	222	350	0	0055				0026	1010827	BGT
2-9-44	0	02112		102	02112	1	130301006		0214	001			0	0	1101	人次	2572		0		0		0	2572.00	110	330000	282920	282920	269500	0	0	志工導覽解說餐點及交通補助。								每年開館天數約300天，致增列預算。	1	248	350	0	0057				0026	1010827	BGT
2-9-55	0	02112		102	02112	1	130501002		0208	001			0	0		人	8		0		0		0	8.00	120	960	960	960	0	0	0	志工保險費（新增）。								覈實增列。	0	222	122	1	0007	0	0	0	0026	1010827	BGT
2-9-55	0	02112		102	02112	1	130501002		0214	003			0	0		人次	1788		0		0		0	1788.00	110	262240	196680	196680	0	0	0	志工導覽解說餐點及交通補助（新增）。								覈實增列。	0	248	122	1	0012	0	0	0	0026	1010827	BGT
2-10-30	0	02113		102	02113	1	220201002		0208	001			0	0		人	121	年	1		0		0	121.00×1.00	120	14520	14520	14520	14520	0	0	志工意外保險費。									0	222	350	0	0011				0026	1010827	BGT
2-10-31	0	02113		102	02113	1	220201002		0214	005			0	0	1101	人次	5508		0		0		0	5508.00	110	605880	605880	605880	605880	0	0	志工餐點及交通補助。									1	248	350	0	0018				0026	1010827	BGT
2-10-32	0	02113		102	02113	1	220201002		0220	005			0	0		人	165		0		0		0	165.00	600	99000	99000	99000	99000	0	0	志工訓練。									0	272	350	0	0026				0026	1010827	BGT
2-10-32	0	02113		102	02113	1	220201002		0220	006			0	0		件	153		0		0		0	153.00	200	33000	30600	30600	0	0	0	志工背心（新增）。								二年一購	0	270	350	1	0027				0026	1010827	BGT
2-10-32	0	02113		102	02113	1	220201002		0220	008			0	0		次	4		0		0		0	4.00	5250	21000	21000	21000	21000	0	0	志工活動。									0	273	350	0	0029				0026	1010827	BGT
2-11-31	0	02121		102	02121	1	130101004		0208	001			0	0		人	40	年	1		0		0	40.00×1.00	120	4800	4800	4800	4800	0	0	志工意外險保費。									0	222	350	0	0071				0026	1010814	BGT
2-11-31	0	02121		102	02121	1	130101004		0214	002			0	0	1101	人	40	次	52		0		0	40.00×52.00	110	228800	228800	228800	228800	0	0	志工餐點及交通補助。									0	248	350	0	0073				0026	1010814	BGT
2-11-31	0	02121		102	02121	1	130101004		0220	001			0	0		人	40	件	1		0		0	40.00×1.00	200	8000	8000	8000	0	0	0	志工背心(2年1編)（新增）。									0	270	350	1	0075				0026	1010814	BGT
2-12-35	0	02122		102	02122	1	130101004		0208	001			0	0		人	67	年	1		0		0	67.00×1.00	120	8040	8040	8040	7800	0	0	志工投保意外險之保險費。								覈實增列2人。	0	222	350	0	0094				0026	1010814	BGT
2-12-36	0	02122		102	02122	1	130101004		0214	002			0	0	1503	節	5		0		0		0	5.00	1600	8000	8000	8000	8000	0	0	志工教育訓練專題演講鐘點費。									1	242	350	0	0096				0026	1010814	BGT
2-12-36	0	02122		102	02122	1	130101004		0214	003			0	0	1101	人次	2190		0		0		0	2190.00	110	256960	240900	240900	240900	0	0	本所志工餐點及交通補助。									1	248	350	0	0097				0026	1010814	BGT
2-12-36	0	02122		102	02122	1	130101004		0214	004			0	0	1101	人次	630		0		0		0	630.00	110	138600	69300	69300	69300	0	0	信義公民會館志工餐點及交通補助。									1	248	350	0	0098				0026	1010814	BGT
2-12-36	0	02122		102	02122	1	130101004		0220	002			0	0		年	1		0		0		0	1.00	23040	23040	23040	23040	23040	0	0	志工活動及獎勵費。									0	273	350	0	0101				0026	1010814	BGT
2-13-35	0	02123		102	02123	1	130101004		0208	001			0	0		人	45	年	1		0		0	45.00×1.00	120	5400	5400	5400	5400	0	0	志工投保意外險之保險費(志工服務專案)。									0	222	350	0	0097				0026	1010503	BGT
2-13-36	0	02123		102	02123	1	130101004		0214	001			0	0	1101	人次	2100		0		0		0	2100.00	110	247500	231000	231000	220000	0	0	志工餐點及交通補助(志工服務專案)。								本區洽公民眾每日平均人次為12區之冠，為維持服務品質，計有45位志工服務，依實際業務需要增列。	1	248	350	0	0098				0026	1010721	BGT
2-14-43	0	02124		102	02124	1	130101004		0208	001			0	0		人	44	年	1		0		0	44.00×1.00	120	5280	5280	5280	5400	0	0	志工投保意外險之保險費。									0	222	350	0	0089				0026	1010510	BGT
2-14-43	0	02124		102	02124	1	130101004		0208	002			0	0		人	38	年	1		0		0	38.00×1.00	120	4560	4560	4560	4560	0	0	中山公民會館志工投保意外險之保險費。									0	222	350	0	0090				0026	1010406	BGT
2-14-43	0	02124		102	02124	1	130101004		0214	002			0	0	1101	人	12	次	252		0		0	12.00×252.00	110	332640	332640	332640	332640	0	0	志工餐點及交通補助。									1	248	350	0	0092				0026	1010926	BGT
2-14-43	0	02124		102	02124	1	130101004		0214	003			0	0	1101	人次	1626		0		0		0	1626.00	110	178860	178860	178860	178860	0	0	中山公民會館志工餐點及交通補助。									1	248	350	0	0093				0026	1010518	BGT
2-14-44	0	02124		102	02124	1	130101004		0220	002			0	0		人	38	件	1		0		0	38.00×1.00	200	7600	7600	7600	0	0	0	中山公民會館志工背心。（新增）									0	270	350	1	0096	0	0	0	0026	1010510	BGT
2-15-30	0	02125		102	02125	1	130101004		0208	001			0	0		人	20	年	1		0		0	20.00×1.00	120	2400	2400	2400	2400	0	0	本所志工投保意外險之保險費。　									0	222	350	0	0099				0026	1010814	BGT
2-15-30	0	02125		102	02125	1	130101004		0208	002			0	0		人	20	年	1		0		0	20.00×1.00	120	2400	2400	2400	2400	0	0	中正公民會館志工投保意外險之保險費。									0	222	350	0	0100				0026	1010814	BGT
2-15-30	0	02125		102	02125	1	130101004		0214	002			0	0	1101	人	30	次	52		0		0	30.00×52.00	110	171600	171600	171600	171600	0	0	本所志工餐點及交通補助。									1	248	350	0	0102				0026	1010814	BGT
2-15-30	0	02125		102	02125	1	130101004		0214	003			0	0		人	25	次	55		0		0	25.00×55.00	110	151250	151250	151250	151250	0	0	中正公民會館志工餐點及交通補助。									0	248	350	0	0103				0026	1010814	BGT
2-15-30	0	02125		102	02125	1	130101004		0220	002			0	0		人	23		0		0		0	23.00	200	4600	4600	4600	0	0	0	本所志工背心。（新增）									0	270	350	1	0106				0026	1010814	BGT
2-15-31	0	02125		102	02125	1	130101004		0220	003			0	0		人	23		0		0		0	23.00	200	4600	4600	4600	0	0	0	中正公民會館志工背心。（新增）									0	270	350	1	0107				0026	1010814	BGT
2-16-33	0	02126		102	02126	1	130101004		0208	001			0	0		人	91	年	1		0		0	91.00×1.00	120	7800	10920	10920	10560	0	0	志工意外險保險費。									0	222	350	0	0090				0026	1010814	BGT
2-16-33	0	02126		102	02126	1	130101004		0214	001			0	0	1101	人	10	次	524		0		0	10.00×524.00	110	220000	576400	576400	576400	0	0	志工餐點及交通費。									1	248	350	0	0091				0026	1010814	BGT
2-17-35	0	02127		102	02127	1	130101004		0208	001			0	0		人	60	年	1		0		0	60.00×1.00	120	7200	7200	7200	7200	0	0	志工投保意外險之保險費。									0	222	350	0	0115				0026	1010814	BGT
2-17-35	0	02127		102	02127	1	130101004		0214	002			0	0	1101	人次	2100		1		0		0	2100.00×1.00	110	231000	231000	231000	231000	0	0	志工餐點及交通補助。									1	248	350	0	0117				0026	1010814	BGT
2-18-41	0	02128		102	02128	1	130101040		0208	001			0	0		人	88	年	1		0		0	88.00×1.00	120	10560	10560	10560	10560	0	0	志工投保意外險之保險費(志工專案)。									0	222	350	0	0111				0026	1010814	BGT
2-18-41	0	02128		102	02128	1	130101040		0214	001			0	0	1101	人次	2600		0		0		0	2600.00	110	286000	286000	286000	286000	0	0	志工餐點及交通補助(志工專案)。									1	248	350	0	0112				0026	1010815	BGT
2-18-42	0	02128		102	02128	1	130101040		0220	003			0	0		次	2		0		0		0	2.00	8000	16000	16000	16000	16000	0	0	志工慶生及座談會餐點(志工專案)。									0	272	350	0	0116				0026	1010814	BGT
2-19-38	0	02129		102	02129	1	130101004		0208	001			0	0		人	33	年	1		0		0	33.00×1.00	120	3960	3960	3960	3960	0	0	志工投保意外險之保險費。									0	222	350	0	0077				0026	1010427	BGT
2-19-38	0	02129		102	02129	1	130101004		0214	002			0	0	1101	人次	2630		0		0		0	2630.00	110	289300	289300	289300	289300	0	0	志工餐點及交通補助。									1	248	350	0	0079				0026	1010503	BGT
2-20-37	0	02130		102	02130	1	130101004		0208	001			0	0		人	29	年	1		0		0	29.00×1.00	120	3480	3480	3480	3480	0	0	志工投保意外險之保險費。									0	222	350	0	0097				0026	1010814	BGT
2-20-37	0	02130		102	02130	1	130101004		0214	002			0	0	1101	人次	1395		0		0		0	1395.00	110	153450	153450	153450	153120	0	0	志工餐點及交通補助。									1	248	350	0	0099				0026	1010814	BGT
2-20-37	0	02130		102	02130	1	130101004		0214	003			0	0		節	4		0		0		0	4.00	1600	6400	6400	6400	6400	0	0	本所志工知能補充訓練專題演講鐘點費									0	242	350	0	0100				0026	1010814	BGT
2-21-38	0	02131		102	02131	1	130101004		0208	001			0	0		人	44	年	1		0		0	44.00×1.00	120	5280	5280	5280	5640	0	0	志工意外險保費。									0	222	350	0	0128				0026	1010814	BGT
2-21-38	0	02131		102	02131	1	130101004		0208	002			0	0		人	19	年	1		0		0	19.00×1.00	120	2280	2280	2280	2280	0	0	福中簡易圖書閱覽室志工意外險保費。									0	222	350	0	0129				0026	1010814	BGT
2-21-38	0	02131		102	02131	1	130101004		0208	003			0	0		人	42	年	1		0		0	42.00×1.00	120	5040	5040	5040	5040	0	0	公民會館志工意外險保費。									0	222	350	0	0130				0026	1010814	BGT
2-21-39	0	02131		102	02131	1	130101004		0214	002			0	0	1101	人次	1109		1		0		0	1109.00×1.00	110	121990	121990	121990	121990	0	0	志工餐點及交通補助。									1	248	350	0	0132				0026	1010814	BGT
2-21-39	0	02131		102	02131	1	130101004		0214	003			0	0	1101	人次	960		1		0		0	960.00×1.00	110	105600	105600	105600	105600	0	0	福中簡易圖書閱覽室志工餐點及交通補助。									1	248	350	0	0133				0026	1010814	BGT
2-21-39	0	02131		102	02131	1	130101004		0214	004			0	0	1101	人次	2130		1		0		0	2130.00×1.00	110	234300	234300	234300	234300	0	0	公民會館志工餐點及交通補助。									1	248	350	0	0134				0026	1010814	BGT
2-22-37	0	02132		102	02132	1	130101004		0208	001			0	0		人	60	年	1		0		0	60.00×1.00	120	7200	7200	7200	7200	0	0	志工投保意外險之保險費。									0	222	350	0	0087				0026	1010411	BGT
2-22-37	0	02132		102	02132	1	130101004		0214	002			0	0	1101	人	12	次	252		0		0	12.00×252.00	110	332640	332640	332640	332640	0	0	志工餐點及交通補助。									1	248	350	0	0089				0026	1010411	BGT
3-1-104	0	03101		102	03101	1	130601005		0208	001	1	臺北市新移民生活適應輔導相關業務	2400	2280		人	20		0		0		0	20.00	120	6480	2400	2400	2280	0	0	新移民會館志工投保意外險之保險費。								委由區公所管理後，擴大招募新移民擔任志工。	0	222	350	0	0038				0026	1010709	BGT
3-1-104	0	03101		102	03101	1	130601005		0214	004	1	臺北市新移民生活適應輔導相關業務	160160	160160	1101	人次	1456		0		0		0	1456.00	110	308880	160160	160160	160160	0	0	新移民會館志工餐點及交通補助。								原因同上	1	248	350	0	0042				0026	1010709	BGT
3-1-104	0	03101		102	03101	1	130601005		0215	001	1	臺北市新移民生活適應輔導相關業務	4000	0		件	20		0		0		0	20.00	200	10800	4000	4000	0	0	0	新移民會館志工背心（新增）。								委由區公所管理後，擴大招募新移民擔任志工。	0	250	350	1	0044	0	0	0	0026	1010709	BGT
