pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	sysdat	usno
1-1-48	0	01101		102	01101	1	110202006		0202	002			0	0		節	60		0		0		0	60.00	1600	96000	96000	96000	96000	0	0	資訊教育專業講習費。									0	203	122	0	0035				0011	1010828	BGT
2-1-39	0	02101		102	02101	1	120101003		0202	001			0	0		年	1		0		0		0	1.00	8000	8000	8000	8000	8000	0	0	電腦訓練費。									0	203	310	0	0173				0011	1010427	BGT
2-3-30	0	02103		102	02103	1	120101006		0202	001			0	0		年	1		0		0		0	1.00	68000	68000	68000	68000	68000	0	0	電腦訓練費。								依編列基準規定，電腦訓練費部分，設有資訊人員編制之機關得列基本費用：40,000元，每1資訊人員編制並得增列4,000元，故本處編列7位資訊人員計算，計編列如列數	0	203	310	0	0091				0011	1020220	BGT
2-4-49	0	02104		102	02104	1	120601002		0202	001			0	0		年	1		0		0		0	1.00	80000	80000	80000	80000	80000	0	0	電腦教育訓練經費。									0	203	310	0	0006				0011	1010628	BGT
2-5-20	0	02105		102	02105	1	120101005		0202	001			0	0		年	1		0		0		0	1.00	8000	8000	8000	8000	8000	0	0	電腦訓練費。									0	202	310	0	0053				0011	1010328	BGT
2-6-25	0	02106		102	02106	1	210101002		0202	001			0	0		年	1		0		0		0	1.00	16000	16000	16000	16000	16000	0	0	電腦訓練費。									0	203	310	0	0018				0011	1010828	BGT
2-11-27	0	02121		102	02121	1	130101002		0202	001			0	0	0312	年	1		0		0		0	1.00	8000	8000	8000	8000	8000	0	0	電腦教育訓練費。									0	203	310	0	0015				0011	1010814	BGT
2-12-30	0	02122		102	02122	1	130101002		0202	001			0	0		年	1		0		0		0	1.00	20000	20000	20000	20000	8000	0	0	電腦教育訓練費。									0	203	310	0	0019				0011	1010814	BGT
2-13-30	0	02123		102	02123	1	130101002		0202	001			0	0		年	1		0		0		0	1.00	8000	8000	8000	8000	8000	0	0	電腦教育訓練費(電腦專案)。									0	203	310	0	0017				0011	1010409	BGT
2-14-38	0	02124		102	02124	1	130101002		0202	001			0	0		年	1		0		0		0	1.00	8000	8000	8000	8000	8000	0	0	電腦教育訓練費。									0	203	310	0	0020				0011	1010426	BGT
2-16-28	0	02126		102	02126	1	130101002		0202	001			0	0		年	1		0		0		0	1.00	8000	8000	8000	8000	8000	0	0	電腦教育訓練費。									0	203	310	0	0018				0011	1010814	BGT
2-17-28	0	02127		102	02127	1	130101002		0202	001			0	0		年	1		0		0		0	1.00	8000	8000	8000	8000	8000	0	0	電腦教育訓練費。									0	203	310	0	0018				0011	1010814	BGT
2-18-35	0	02128		102	02128	1	130101020		0202	001			0	0		年	1		0		0		0	1.00	8000	8000	8000	8000	8000	0	0	電腦訓練費(電腦專案)。									0	203	310	0	0017				0011	1010814	BGT
2-19-34	0	02129		102	02129	1	130101002		0202	001			0	0		年	1		0		0		0	1.00	16000	16000	16000	16000	16000	0	0	電腦教育訓練費。									0	203	310	0	0017				0011	1010504	BGT
2-21-31	0	02131		102	02131	1	130101002		0202	001			0	0	0312	年	1		0		0		0	1.00	4000	8000	4000	4000	8000	0	0	電腦教育訓練費。									0	203	310	0	0019				0011	1010814	BGT
