pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	sysdat	usno
1-1-27	0	01101		102	01101	1	110101004		0227	001			0	0		人	20	次	1		0		0	20.00×1.00	20000	400000	400000	400000	400000	0	0	職員國外考察活動經費。									0	285	360	0	0038				0009	1010828	BGT
1-1-47	0	01101		102	01101	1	110202003		0227	001			0	0		人	62		0		0		0	62.00	150000	9300000	9300000	9300000	9300000	0	0	議員出國考察訪問旅費。									0	285	360	0	0024				0009	1010828	BGT
1-1-47	0	01101		102	01101	1	110202003		0227	002			0	0		人	50		0		0		0	50.00	50000	2500000	2500000	2500000	2500000	0	0	職員配合議事業務赴國外考察補助費。									0	285	360	0	0025				0009	1010828	BGT
1-1-55	0	01101		102	01101	1	113401002		0227	001			0	0		年	1		0		0		0	1.00	500000	500000	500000	500000	500000	0	0	職員奉派國外出差旅費。									0	285	360	0	0037				0009	1010828	BGT
2-1-38	0	02101		102	02101	1	120101002		0227	001			0	0		年	1		0		0		0	1.00	5000000	5000000	5000000	5000000	5000000	0	0	參加各類國際會議及考察旅費。									0	285	360	0	0167				0009	1010427	BGT
2-1-38	0	02101		102	02101	1	120101002		0227	002			0	0		人	2		0		0		0	2.00	75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。									0	285	360	0	0168				0009	1010427	BGT
2-1-59	0	02101		102	02101	1	123401003		0227	001			0	0		年	1		0		0		0	1.00	2500000	2500000	2500000	2500000	2500000	0	0	訪問姊妹市及國際重要城市出國旅費。									0	285	360	0	0024				0009	1010710	BGT
2-1-65	0	02101		102	02101	1	220501002		0227	001			0	0		年	1		0		0		0	1.00	1100000	1100000	1100000	1100000	1100000	0	0	配合城市外交及姊妹市交流活動，隨行人員出國旅費。									0	285	360	0	0031				0009	1010427	BGT
2-3-29	0	02103		102	02103	1	120101004		0227	002			0	0		人	2		0		0		0	2.00	75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。									0	285	360	0	0083				0009	1020220	BGT
2-3-29	0	02103		102	02103	1	120101004		0227	003			0	0		人	6	天	10		0		0	6.00×10.00	9100	739356	546000	546000	0	0	0	考察日本、新加坡政府普通基金概算編製、會計資訊揭露之概況。								依實際需要核實增列	0	285	360	0	0084	0	0	0	0009	1020220	BGT
