pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	sysdat	usno
1-1-48	0	01101		102	01101	1	110202006		0204	001			0	0		月	12		0		0		0	12.00	90398	1084776	1084776	1084776	867360	0	0	政府網際服務網固接專線費。									0	207	122	0	0037				0014	1010828	BGT
2-4-49	0	02104		102	02104	1	120601002		0204	002			0	0		月	9		0		0		0	9.00	12400	111600	111600	111600	0	0	0	人事資料傳輸FTTB VPN專線電路月租費(新增)。								依業務需要新增經費。	0	207	310	1	0008	0	0	0	0014	1020221	BGT
2-7-54	0	02108		102	02108	1	120701002		0204	002			0	0	0307	年	12		0		0		0	12.00	112268	1347216	1347216	1347216	1347216	0	0	市民熱線數位通訊專線租金。									0	207	310	0	0013				0014	1020221	BGT
2-12-30	0	02122		102	02122	1	130101002		0204	002			0	0		年	1		0		0		0	1.00	8400	8400	8400	8400	9000	0	0	無線寬頻帳號通訊費。									0	207	310	0	0023				0014	1010816	BGT
2-13-30	0	02123		102	02123	1	130101002		0204	001			0	0	0306	年	1		0		0		0	1.00	4476	4476	4476	4476	0	0	0	政府服務網(GSN)ADSL專線年租費(電腦專案)（新增）。								本線路主要提供本所行政中心外鄰里資訊系統觸控互動主機及8樓洽公民眾上網，並於各重大活動提供現場媒體記者連線通訊使用。	1	209	310	1	0020	0	0	0	0014	1010815	BGT
2-21-31	0	02131		102	02131	1	130101002		0204	002			0	0	0306	年	1		0		0		0	1.00	7731	7731	7731	7731	7731	0	0	網路備援用ADSL專線通訊費。									0	207	310	0	0023				0014	1010814	BGT
3-1-51	0	03101		102	03101	1	130101006		0204	001			0	0		年	1		0		0		0	1.00	1310000	1310000	1310000	1310000	1310000	0	0	通訊線路費。									0	207	310	0	0096				0014	1010327	BGT
3-2-12	0	03102		102	03102	1	220101002		0204	001			0	0		年	1		0		0		0	1.00	23000	23000	23000	23000	0	0	0	六藝體驗空間互動科技可網路連線及寄發EMAIL等資訊通訊使用費（新增）。									0	207	310	1	0015	0	0	0	0014	1010512	BGT
3-3-49	0	03103		102	03103	1	220101002		0204	003			0	0		年	1		0		0		0	1.00	20772	20772	20772	20772	0	0	0	主動關懷小組業務系統通訊費（新增）。								業務需要覈實新增	0	207	310	1	0025				0014	1010505	BGT
3-3-70	0	03103		102	03103	1	220301005		0204	001			0	0		年	1		0		0		0	1.00	24000	24000	24000	24000	24000	0	0	富德靈骨樓無線網路專線通訊費。									0	207	310	0	0045				0014	1010505	BGT
3-4-35	0	03111		102	03111	1	133202002		0204	004			0	0		年	1		0		0		0	1.00	6580	6580	6580	6580	6580	0	0	戶籍巡迴查對通訊費。									0	207	310	0	0015				0014	1010507	BGT
3-4-35	0	03111		102	03111	1	133202002		0204	005			0	0		年	1		0		0		0	1.00	55856	55856	55856	55856	55856	0	0	戶政資訊系統網際網路費。									0	207	310	1	0016				0014	1010507	BGT
3-5-35	0	03112		102	03112	1	133202002		0204	004			0	0		年	1		0		0		0	1.00	25200	25200	25200	25200	25200	0	0	戶政資訊系統網際網路費。									0	207	310	0	0015				0014	1010511	BGT
3-5-35	0	03112		102	03112	1	133202002		0204	005			0	0		年	1		0		0		0	1.00	42588	42588	42588	42588	42588	0	0	戶籍巡迴查對通訊費。									0	207	310	0	0016				0014	1010511	BGT
3-6-35	0	03113		102	03113	1	133202002		0204	004			0	0		年	1		0		0		0	1.00	7476	7476	7476	7476	7731	0	0	戶政資訊系統網際網路費。								依標準編列	0	207	310	0	0015				0014	1010508	BGT
3-6-35	0	03113		102	03113	1	133202002		0204	005			0	0		年	1		0		0		0	1.00	2400	2400	2400	2400	2400	0	0	戶籍巡迴查對通訊費。									0	207	310	0	0016				0014	1010508	BGT
3-7-33	0	03114		102	03114	1	133202002		0204	004			0	0		年	1		0		0		0	1.00	42588	42588	42588	42588	42588	0	0	戶籍巡迴查對通訊費。									0	207	310	0	0015				0014	1010508	BGT
3-7-33	0	03114		102	03114	1	133202002		0204	005			0	0		年	1		0		0		0	1.00	20640	20640	20640	20640	20640	0	0	戶政資訊系統網際網路費。									0	207	310	0	0016				0014	1010508	BGT
3-8-35	0	03115		102	03115	1	133202002		0204	003			0	0		年	1		0		0		0	1.00	25176	25176	25176	25176	25176	0	0	戶政資訊系統網際網路費。									0	207	310	1	0014				0014	1010328	BGT
3-8-35	0	03115		102	03115	1	133202002		0204	004			0	0		年	1		0		0		0	1.00	14204	14204	14204	14204	14204	0	0	戶籍巡迴查對通訊費。									0	207	310	1	0015				0014	1010328	BGT
3-9-33	0	03116		102	03116	1	133202002		0204	004			0	0		年	1		0		0		0	1.00	25200	25200	25200	25200	25200	0	0	戶政資訊系統網際網路費。									0	207	310	0	0015				0014	1010511	BGT
3-9-33	0	03116		102	03116	1	133202002		0204	005			0	0		年	1		0		0		0	1.00	28392	28392	28392	28392	28392	0	0	戶籍巡迴查對通訊費。									0	207	310	0	0016				0014	1010511	BGT
3-10-31	0	03121		102	03121	1	133202002		0204	004			0	0		年	1		0		0		0	1.00	28392	28392	28392	28392	28392	0	0	戶籍巡迴查對通訊費。									0	207	310	0	0015				0014	1010508	BGT
3-10-31	0	03121		102	03121	1	133202002		0204	005			0	0		年	1		0		0		0	1.00	12600	12600	12600	12600	12600	0	0	戶政資訊系統網際網路費。									0	207	310	0	0016				0014	1010508	BGT
3-11-33	0	03122		102	03122	1	133202002		0204	004			0	0		年	1		0		0		0	1.00	69384	69384	69384	69384	69384	0	0	戶籍巡迴查對通訊費。									0	207	310	0	0015				0014	1010502	BGT
3-11-33	0	03122		102	03122	1	133202002		0204	005			0	0		年	1		0		0		0	1.00	25176	25176	25176	25176	25176	0	0	戶政資訊系統網際網路費。									0	207	310	0	0016				0014	1010502	BGT
3-12-33	0	03123		102	03123	1	133202002		0204	005			0	0		年	1		0		0		0	1.00	25176	25176	25176	25176	25176	0	0	戶政資訊系統網際網路費。									0	207	310	0	0016				0014	1010508	BGT
3-12-33	0	03123		102	03123	1	133202002		0204	006			0	0		年	1		0		0		0	1.00	56784	56784	56784	56784	56784	0	0	戶籍巡迴查對通訊費。									0	207	310	0	0017				0014	1010508	BGT
3-13-31	0	03124		102	03124	1	133202002		0204	004			0	0		年	1		0		0		0	1.00	42588	42588	42588	42588	42588	0	0	戶籍巡迴查對通訊費。									0	207	310	0	0015				0014	1010508	BGT
3-13-31	0	03124		102	03124	1	133202002		0204	005			0	0		年	1		0		0		0	1.00	25176	25176	25176	25176	25176	0	0	戶政資訊系統網際網路費。									0	207	310	0	0016				0014	1010508	BGT
3-14-29	0	03125		102	03125	1	130101002		0204	001			0	0		年	1		0		0		0	1.00	11868	11868	11868	11868	11868	0	0	視訊e到家網路通訊專線服務線路費。									0	207	310	0	0018				0014	1010506	BGT
