pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	sysdat	usno
2-5-35	0	02105		102	02105	1	120401007		0216	001			0	0		案	1		0		0		0	1.00	800000	800000	800000	800000	800000	0	0	本府102年廉政委託研究案。									0	253	330	0	0030				0024	1010502	BGT
2-7-30	0	02108		102	02108	1	120201002		0216	001			0	0		年	1		0		0		0	1.00	4512500	4750000	4512500	4512500	4750000	0	0	委託研究發展經費。									0	253	330	0	0015				0024	1020103	BGT
4-2-68	0	04102		102	04102	1	140101006		0220	007			0	0		篇	1		0		0		0	1.00	54500	54500	54500	54500	54500	0	0	專案研究報告資料蒐集及印刷費。									0	261	330	0	0109				0024	1010828	BGT
5-2-40	0	05112		102	05112	1	220101018		0214	001			0	0		人	4	日	5		0		0	4.00×5.00	1000	20000	20000	20000	10000	0	0	資料整理費(問卷資料建檔費)。									0	243	330	0	0091				0024	1010827	BGT
5-2-40	0	05112		102	05112	1	220101018		0220	001			0	0		本	150		0		0		0	150.00	200	30000	30000	30000	20000	0	0	研究報告印製費。									0	261	330	0	0092	0	0	0	0024	1010827	BGT
5-2-41	0	05112		102	05112	1	220101018		0220	002			0	0		份	1500		0		0		0	1500.00	20	30000	30000	30000	25000	0	0	問卷印製費。									0	261	330	0	0093	0	0	0	0024	1010827	BGT
5-3-63	0	05113		102	05113	1	220201043		0215	001			0	0		年	1		0		0		0	1.00	245000	245000	245000	245000	0	0	0	行為觀察記錄所需之計時器及其相關物品，展場豐富化裝置，包括欄舍棲架、設置隔離欄、行為豐富化裝置所需之									0	249	330	1	0122	0	0	0	0024	1010828	BGT
5-3-64	0	05113		102	05113	1	220201043		0215	002			0	0		年	1		0		0		0	1.00	12000	12000	12000	12000	0	0	0	行為豐富化使用之零食、器具與氣味噴劑等（新增）。									0	249	330	1	0123	0	0	0	0024	1010828	BGT
5-3-64	0	05113		102	05113	1	220201043		0220	001			0	0		年	1		0		0		0	1.00	10000	10000	10000	10000	0	0	0	研究成果書面報告、研討會海印製、參考資料影印、館際合作電子期刊影印費（新增）。									0	261	330	1	0124	0	0	0	0024	1010828	BGT
5-3-65	0	05113		102	05113	1	220201044		0215	001			0	0		年	1		0		0		0	1.00	255000	255000	255000	255000	0	0	0	雨傘節族群遺傳分析實驗耗材(微量吸管、微小管、樣本保存管)和核酸分析試劑（核酸萃取試劑組、核酸聚合酉每									0	249	330	0	0127				0024	1010828	BGT
