pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	sysdat	usno
1-1-49	0	01101		102	01101	1	110202006		0218	001			0	0		年	1		0		0		0	1.00	500000	500000	500000	500000	500000	0	0	資訊軟體材料費。									0	256	310	0	0044				0012	1010828	BGT
2-1-34	0	02101		102	02101	1	120101002		0218	001			0	0		年	1		0		0		0	1.00	414000	414000	414000	414000	414000	0	0	電腦耗材。									0	256	310	0	0122				0012	1010427	BGT
2-2-30	0	02102		102	02102	1	120101002		0218	001			0	0	0305	年	1		0		0		0	1.00	140400	140400	140400	140400	178200	0	0	電腦耗材。								核實減列。	0	256	310	0	0029				0012	1010704	BGT
2-3-30	0	02103		102	02103	1	120101006		0218	001			0	0		年	1		0		0		0	1.00	316920	333600	316920	316920	321480	0	0	電腦及周邊設備用碳粉等相關耗材。								依通案標準核實增列	0	256	310	0	0093				0012	1020220	BGT
2-4-50	0	02104		102	02104	1	120601002		0218	001			0	0		年	1		0		0		0	1.00	216000	216000	216000	216000	189000	0	0	電腦設備耗材。								覈實增列經費。	0	256	310	0	0013				0012	1010628	BGT
2-5-20	0	02105		102	02105	1	120101005		0218	001			0	0		年	1		0		0		0	1.00	162000	162000	162000	162000	162000	0	0	電腦用碳粉等相關耗材。									0	256	310	0	0054				0012	1010328	BGT
2-6-27	0	02106		102	02106	1	210101002		0218	001			0	0		年	1		0		0		0	1.00	300000	300000	300000	300000	300000	0	0	電腦耗材。									0	256	310	0	0043				0012	1010828	BGT
2-7-47	0	02108		102	02108	1	120501003		0218	001			0	0	0305	年	1		0		0		0	1.00	213300	213300	213300	213300	202500	0	0	電腦耗材。　　								依人數伸算增列	0	256	310	0	0017				0012	1010426	BGT
2-7-47	0	02108		102	02108	1	120501003		0218	003	'		0	0	0305	年	1		0		0		0	1.00	390000	390000	390000	390000	0	0	0	其他耗材(更換1999話務中心資通機房，資通設備不斷電系統《UPS》電池組2組，每組29個《含安裝測試費》)(新								屬便民服務業務，得依實際需要核實編列。	0	256	310	0	0019	0	0	0	0012	1010503	BGT
2-8-14	0	02111		102	02111	1	340101002		0218	002			0	0	0305	年	1		0		0		0	1.00	46170	46170	46170	46170	41040	0	0	電腦耗材。									0	256	310	0	0029				0012	1010828	BGT
2-9-29	0	02112		102	02112	1	130101002		0218	001			0	0	0305	年	1		0		0		0	1.00	89100	89100	89100	89100	89100	0	0	電腦耗材。									0	256	310	0	0027				0012	1010827	BGT
2-9-44	0	02112		102	02112	1	130301006		0218	001			0	0		年	1		0		0		0	1.00	120000	120000	120000	120000	120000	0	0	多媒體電腦維修費。									0	256	310	0	0062				0012	1010827	BGT
2-10-23	0	02113		102	02113	1	220101002		0218	001			0	0		年	1		0		0		0	1.00	67500	126900	67500	67500	64800	0	0	電腦耗材。								依編列標準編列	0	256	310	0	0043				0012	1010827	BGT
2-11-28	0	02121		102	02121	1	130101002		0218	001			0	0		年	1		0		0		0	1.00	280800	280800	280800	280800	278400	0	0	電腦耗材。									0	256	310	0	0038				0012	1010814	BGT
2-11-46	0	02121		102	02121	1	132801005		0218	001			0	0		年	1		0		0		0	1.00	40000	40000	40000	40000	40000	0	0	戶役政資訊系統用耗材。									0	256	310	0	0134				0012	1010814	BGT
2-12-32	0	02122		102	02122	1	130101002		0218	001			0	0		年	1		0		0		0	1.00	488800	488800	488800	488800	312000	0	0	電腦耗材。									0	256	310	0	0052				0012	1010814	BGT
2-13-31	0	02123		102	02123	1	130101002		0218	001			0	0		年	1		0		0		0	1.00	393600	393600	393600	393600	393600	0	0	電腦耗材(電腦專案)。									0	256	310	0	0042				0012	1010409	BGT
2-14-40	0	02124		102	02124	1	130101002		0218	001			0	0		年	1		0		0		0	1.00	309600	309600	309600	309600	309600	0	0	電腦耗材。									0	256	310	0	0048				0012	1010405	BGT
2-14-59	0	02124		102	02124	1	132801005		0218	001			0	0		年	1		0		0		0	1.00	62000	62000	62000	62000	62000	0	0	戶役政系統耗材費。									0	256	310	0	0139				0012	1010426	BGT
2-15-26	0	02125		102	02125	1	130101002		0218	001			0	0		年	1		0		0		0	1.00	353500	353500	353500	353500	353500	0	0	電腦耗材。									0	256	310	0	0049				0012	1010814	BGT
2-16-30	0	02126		102	02126	1	130101002		0218	001			0	0	0305	年	1		0		0		0	1.00	230400	230400	230400	230400	204000	0	0	電腦耗材。									0	256	310	0	0046				0012	1010814	BGT
2-16-47	0	02126		102	02126	1	132801005		0218	001			0	0		年	1		0		0		0	1.00	60000	60000	60000	60000	60000	0	0	戶役政系統耗材費。									0	256	310	0	0111				0012	1010814	BGT
2-17-30	0	02127		102	02127	1	130101002		0218	001			0	0		年	1		0		0		0	1.00	280800	280800	280800	280800	285600	0	0	電腦耗材。									0	256	310	0	0043				0012	1010814	BGT
2-18-36	0	02128		102	02128	1	130101020		0218	001			0	0		年	1		0		0		0	1.00	313600	313600	313600	313600	313600	0	0	電腦耗材(電腦專案)。									0	256	310	0	0040				0012	1010814	BGT
2-18-57	0	02128		102	02128	1	132801050		0218	001			0	0		年	1		0		0		0	1.00	160000	160000	160000	160000	160000	0	0	戶役政資訊系統用耗材費(電腦專案)。									0	256	310	0	0131				0012	1010814	BGT
2-19-36	0	02129		102	02129	1	130101002		0218	001			0	0		年	1		0		0		0	1.00	180000	180000	180000	180000	214000	0	0	電腦周邊設備耗材。									0	256	310	0	0044				0012	1010501	BGT
2-20-33	0	02130		102	02130	1	130101002		0218	001			0	0		年	1		0		0		0	1.00	348000	348000	348000	348000	348000	0	0	電腦耗材。										256	310	0	0041				0012	1020221	BGT
