pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	sysdat	usno
2-11-37	0	02121		102	02121	1	132801002		0204	001			0	0		月	12		0		0		0	12.00	2000	24000	24000	24000	24000	0	0	辦理緊急災害系統電話費(災防專案-區級災害應變中心維持)。									0	209	380	0	0013				0027	1010814	BGT
2-11-37	0	02121		102	02121	1	132801002		0204	002			0	0		年	1		0		0		0	1.00	2412	2412	2412	2412	2412	0	0	災害防救衛星電話通話費(災防專案-區級災害應變中心維持)。									0	209	380	0	0014				0027	1010814	BGT
2-11-37	0	02121		102	02121	1	132801002		0206	001			0	0		年	1		0		0		0	1.00	20000	20000	20000	20000	20000	0	0	辦理防災演習租用車輛(災防專案-災害防救演習)。									0	211	380	0	0020				0027	1010814	BGT
2-11-37	0	02121		102	02121	1	132801002		0206	002			0	0		年	1		0		0		0	1.00	53688	53688	53688	53688	53688	0	0	辦理防災演習租用音響、帳棚及桌椅等費用(災防專案-災害防救演習)。									0	212	380	0	0021				0027	1010814	BGT
2-11-38	0	02121		102	02121	1	132801002		0214	004			0	0	1501	節	16		0		0		0	16.00	800	12800	12800	12800	12800	0	0	災害防救人員講師鐘點費(災防專案-防災教育訓練暨宣導費用)。									1	242	380	0	0032				0027	1010814	BGT
2-11-38	0	02121		102	02121	1	132801002		0215	001			0	0		年	1		0		0		0	1.00	57412	57412	57412	57412	57412	0	0	防災演習用文具紙張及相關物品等費用(災防專案-災害防救演習)。									0	249	380	0	0033				0027	1010814	BGT
2-11-40	0	02121		102	02121	1	132801002		0220	013			0	0		年	1		0		0		0	1.00	10000	10000	10000	10000	10000	0	0	防災宣導布條、宣導單張等文宣製作費用(災防專案-防災教育訓練暨宣導費用)。									0	261	380	0	0054				0027	1010814	BGT
2-11-40	0	02121		102	02121	1	132801002		0220	014			0	0		年	1		0		0		0	1.00	10000	10000	10000	10000	10000	0	0	防災演習教育訓練教材印製費(災防專案-防災教育訓練暨宣導費用)。									0	261	380	0	0055				0027	1010814	BGT
2-11-40	0	02121		102	02121	1	132801002		0220	015			0	0		年	1		0		0		0	1.00	18900	18900	18900	18900	18900	0	0	防災演習手冊及相關資料印刷等費用(災防專案-災害防救演習)。									0	261	380	0	0056				0027	1010814	BGT
2-11-40	0	02121		102	02121	1	132801002		0220	016			0	0		年	1		0		0		0	1.00	50000	50000	50000	50000	50000	0	0	防災公園開設演練及宣導費用(災防專案-防災教育訓練暨宣導費用)。									0	272	380	0	0057				0027	1010814	BGT
2-11-41	0	02121		102	02121	1	132801002		0220	025			0	0		年	1		0		0		0	1.00	660000	660000	660000	660000	660000	0	0	鄰里防災教育訓練、宣導及演習活動經費(災防專案-防災教育訓練暨宣導費用)。									0	272	380	0	0066				0027	1010814	BGT
2-11-41	0	02121		102	02121	1	132801002		0224	001			0	0		臺	6	年	1		0		0	6.00×1.00	1620	9720	9720	9720	9720	0	0	抽水機等災防設備養護費(災防專案-區級災害應變中心維持)。									0	282	380	0	0067				0027	1010814	BGT
2-11-41	0	02121		102	02121	1	132801002		0224	003			0	0		年	1		0		0		0	1.00	22300	22300	22300	22300	22300	0	0	災害應變中心緊急災害系統電話維護費(災防專案-區級災害應變中心維持)。									0	282	380	1	0069				0027	1010814	BGT
2-12-42	0	02122		102	02122	1	132801002		0204	004			0	0		月	12		0		0		0	12.00	2000	24000	24000	24000	24000	0	0	緊急災害系統電話費（災防專案-區級災害應變中心維持）。									0	209	380	0	0019				0027	1010814	BGT
2-12-42	0	02122		102	02122	1	132801002		0204	005			0	0		年	1		0		0		0	1.00	2412	2412	2412	2412	2412	0	0	災害防救衛星電話通話費（災防專案-區級災害應變中心維持）。									0	209	380	0	0020				0027	1010814	BGT
2-12-42	0	02122		102	02122	1	132801002		0206	001			0	0		年	1		0		0		0	1.00	52000	52000	52000	52000	52000	0	0	防救災演習租用車輛、音響、帳棚及桌椅等費用（災防專案-災害防救演習）。									0	212	380	0	0021				0027	1010814	BGT
2-12-42	0	02122		102	02122	1	132801002		0211	002			0	0	1801	人次	600		0		0		0	600.00	80	48000	48000	48000	48000	0	0	辦理防救災演習業務外勤誤餐費（災防專案-災害防救演習）。									1	231	380	0	0024				0027	1010814	BGT
2-12-42	0	02122		102	02122	1	132801002		0214	001			0	0	1501	節	16		0		0		0	16.00	800	12800	12800	12800	12800	0	0	聘請專業講師為本區災害應變中心編組及里鄰自治幹部進行教育訓練（災防專案-防災教育訓練暨宣導費用）。									1	242	380	0	0025				0027	1010814	BGT
2-12-43	0	02122		102	02122	1	132801002		0215	004			0	0		年	1		0		0		0	1.00	50000	50000	50000	50000	50000	0	0	辦理防救災演習用相關物品及文具紙張等費用（災防專案-災害防救演習）。									0	250	380	0	0029				0027	1010814	BGT
2-12-44	0	02122		102	02122	1	132801002		0220	022			0	0		年	1		0		0		0	1.00	10000	10000	10000	10000	10000	0	0	防救災宣導布條、宣導單張等文宣製作費用（災防專案-防災教育訓練暨宣導費用）。									0	272	380	0	0050				0027	1010814	BGT
2-12-44	0	02122		102	02122	1	132801002		0220	023			0	0		年	1		0		0		0	1.00	10000	10000	10000	10000	10000	0	0	防救災人員教育訓練教材印製費（災防專案-防災教育訓練暨宣導費用）。									0	261	380	0	0051				0027	1010814	BGT
2-12-44	0	02122		102	02122	1	132801002		0220	024			0	0		年	1		0		0		0	1.00	50000	50000	50000	50000	50000	0	0	避難場所開設演練及宣導費用（災防專案-防災教育訓練暨宣導費用）。									0	272	380	0	0052				0027	1010814	BGT
2-12-44	0	02122		102	02122	1	132801002		0220	025			0	0		里	41		0		0		0	41.00	20000	820000	820000	820000	820000	0	0	鄰里防災教育訓練、宣導及活動經費（災防專案-防災教育訓練暨宣導費用）。									0	272	380	0	0053				0027	1010814	BGT
2-12-45	0	02122		102	02122	1	132801002		0224	002			0	0		年	1		0		0		0	1.00	22300	22300	22300	22300	22300	0	0	緊急通訊系統設備養護費（災防專案-區級災害應變中心維持）。									0	282	380	0	0056				0027	1010814	BGT
2-12-49	0	02122		102	02122	1	132801004		0224	002			0	0		臺	9	年	1		0		0	9.00×1.00	1620	14580	14580	14580	14580	0	0	抽水機等災防設備養護費（災防專案-區級災害應變中心維持）。									0	282	380	0	0104				0027	1010814	BGT
2-13-42	0	02123		102	02123	1	132801002		0204	001			0	0		月	12		0		0		0	12.00	2000	24000	24000	24000	24000	0	0	辦理緊急災害系統電話費(災防專案-區級災害應變中心維持)。									0	209	380	0	0015				0027	1010414	BGT
2-13-42	0	02123		102	02123	1	132801002		0204	002			0	0		部	1	月	12		0		0	1.00×12.00	500	6000	6000	6000	6000	0	0	防災工作一呼百應系統電話費(災防專案- 區級災害應變中心維持)。									0	209	380	0	0016				0027	1010414	BGT
2-13-42	0	02123		102	02123	1	132801002		0204	003			0	0		年	1		0		0		0	1.00	2412	2412	2412	2412	2412	0	0	災害防救衛星電話通話費(災防專案-區級災害應變中心維持)。									0	209	380	0	0017				0027	1010414	BGT
2-13-42	0	02123		102	02123	1	132801002		0206	001			0	0		式	1		0		0		0	1.00	52000	52000	52000	52000	52000	0	0	辦理防災演習租用車輛、音響、帳棚及桌椅等費用(災防專案-災害防救演習)。									0	211	380	0	0022				0027	1010414	BGT
2-13-42	0	02123		102	02123	1	132801002		0211	001			0	0	1801	人次	600		0		0		0	600.00	80	48000	48000	48000	48000	0	0	防災演習業務外勤誤餐費(災防專案-災害防救演習)。									1	231	380	0	0025				0027	1010723	BGT
2-13-43	0	02123		102	02123	1	132801002		0211	006			0	0	1801	人次	2		0		0		0	2.00	80	80	160	160	160	0	0	災害防救業務外勤誤餐費(災防專案-區級災害應變中心維持)。									1	231	380	0	0028				0027	1010723	BGT
