times	borg	recid	yearno	orgno	itemno	dno	src0	src1	src2	src3	seqno	srcna	inbasis	inperiod	unit	quantity	unitprice	price	pageno	note	src
0	01101	2	102	01101	1	040202	4	1	1	1	001		依預算法暨有關規定	102.01.01-102.12.31	月	12	92528	1110336	1-1-16	地下1樓員工餐廳委外經營場地使用費收入。	0400010101
0	01101	5	102	01101	1	040202	4	1	1	1	002		依預算法暨有關規定	102.01.01-102.12.31	月	12	75000	900000	1-1-16	使用交誼廳、禮堂、會議廳等場地使用費收入。	0400010101
0	01101	8	102	01101	1	040202	4	1	1	1	004		依預算法暨有關規定	102.01.01-102.12.31	月	12	8000	96000	1-1-16	男子理髮部、女子美容院租用本會場地使用費收入。	0400010101
0	01101	11	102	01101	1	040202	4	1	1	1	005		依預算法暨有關規定	102.01.01-102.12.31	月、臺	12x3	1260	45360	1-1-16	地下1樓設置飲料及食品自動販賣機場地使用費收入。	0400010101
0	01101	14	102	01101	1	040202	4	1	1	1	006		依預算法暨有關規定	102.01.01-102.12.31	月	12	1400	16800	1-1-16	使用秘書長職務宿舍繳回房租津貼併入數額。	0400010101
0	01101	2	102	01101	1	040203	4	1	1	2	001		依預算法暨有關規定	102.01.01-102.12.31	月、件	12x250	2	6000	1-1-18	圖書室提供影印服務收入。	0400010102
0	01101	2	102	01101	1	060201	6	1	1	1	001		依預算法暨有關規定	102.01.01-102.12.31	月	12	3600	43200	1-1-20	出售報廢財產廢舊物品等殘值收入。	0600010101
0	01101	2	102	01101	1	100202	10	1	1	1	001		依預算法暨有關規定	102.01.01-102.12.31	件	200	50	10000	1-1-22	出售招標圖說工本費收入。	1000010101
0	02101	2	102	02101	1	040202	4	2	1	1	001		依行政院所屬實施單一薪給機關員工配住宿舍扣收使用費要點及行政院78年6月16日臺78人政肆字第22000號函辦理	102.01.01-102.12.31	人、月	4x12	700	33600	2-1-20	配住公有房舍員工扣繳房租津貼收入(薦任第八職等至簡任第十四職等)。	0400020101
0	02101	9	102	02101	1	040202	4	2	1	1	002		同上	102.01.01-102.12.31	人、月	2x12	500	12000	2-1-20	配住公有房舍員工扣繳房租津貼收入(委任第三職等以下)。	0400020101
0	02101	12	102	02101	1	040202	4	2	1	1	003		同上	102.01.01-102.12.31	人、月	1x12	400	4800	2-1-20	配住公有房舍員工扣繳房租津貼收入(駕駛)。	0400020101
0	02101	15	102	02101	1	040202	4	2	1	1	004		依「臺北市政府所屬各機關學校職務宿舍設置管理要點」第10點規定辦理	102.01.01-102.12.31	人、月	1x12	460	5520	2-1-20	員工住宿公有房舍使用費。	0400020101
0	02101	20	102	02101	1	040202	4	2	1	1	005		同上	102.01.01-102.12.31	人、月	2x12	390	9360	2-1-20	員工住宿公有房舍使用費。	0400020101
0	02101	22	102	02101	1	040202	4	2	1	1	006		依「臺北市政府首長宿舍管理要點」第6點規定辦理	102.01.01-102.12.31	人、月	4x12	700	33600	2-1-20	首長住宿公有房舍使用費。	0400020101
0	02101	2	102	02101	1	100202	10	2	1	1	001		依據臺北市政府公報編輯發行作業要點規定辦理	102.01.01-102.12.31	份	60	2400	144000	2-1-22	出售市府公報收入。	1000020101
0	02101	6	102	02101	1	100202	10	2	1	1	002		依政府出版品編印作業規定並由臺北市政府年鑑編輯工作小組審核定價	102.01.01-102.12.31	本	15	600	9000	2-1-22	出售臺北市年鑑收入。	1000020101
0	02102	2	102	02102	1	030301	3	3	1	1	001		依據相關法令及市政大樓清潔、機電維護外包等契約書規定辦理	102.01.01-102.12.31	月	12	25000	300000	2-2-14	市政大樓清潔、機電及消防設備維護外包等承商違約罰款繳庫數。	0300030101
0	02102	2	102	02102	1	040202	4	3	1	1	001		依據臺北市市政大樓及市民廣場場地使用管理辦法辦理	102.01.01-102.12.31	月	12	73500	882000	2-2-16	(1)市政大樓沈葆楨廳場地：預計每月出    　  租2次，每次4小時5,000元¶　　5,000元*2=10,000元。¶(2)東門廣場：預計每月出租3次，每次　　　4小時2,500元¶　　2,500元*3次=7,500元。¶(3)街舞區：預計每月出租3次，每次4小　　時3,500元¶　　3,500元*3次=10,500元。¶(4)好望角步道區：預計每月出租3次，　　　每次4小時2,500元¶　　2,500元*3次=7,500元。 ¶(5)新仁愛路段：預計每月假日出租3次　　 ，每次4小時5,000元¶　　5,000元*3次=15,000元。¶(6)小型集會廣場：預計每月平日出租2次　　，每次4小時2,000元；預計每月假日　　出租3次，每次4小時3,000元¶　　4,000元+9,000元=13,000元。¶(7)流水噴泉區：預計每月平日出租2次　 　　，每次4小時2,000元；預計每月假日　　出租3次，每次4小時2,000元¶　　4,000元+6,000元=10,000元。¶每月共計73,500元。	0400030101
0	02102	27	102	02102	1	040202	4	3	1	1	002		依據臺北市市政大樓員工餐廳供膳業務契約書辦理	102.01.01-102.12.31	月	12	180000	2160000	2-2-16	員工餐廳場地設備使用費收入，依契約每月單價180,000元計收。	0400030101
0	02102	31	102	02102	1	040202	4	3	1	1	003		依據臺北市市有公用房地提供使用行政契約書辦理	102.01.01-102.12.31	月	12	4500	54000	2-2-16	市政大樓1樓設置飲料及食品自動販賣機、自動照相機等，每月使用費：¶(1) 飲料及食品自動販賣機：3,300元。¶(2) 自動照相機：1,200元。¶每月合計：4,500元。	0400030101
0	02102	37	102	02102	1	040202	4	3	1	1	004		依據臺北市市有公用房地提供使用行政契約書辦理	102.01.01-102.12.31	月	12	5760	69120	2-2-17	台北富邦銀行於本大樓地下2樓設置提款機1台，每月使用費5,760元。	0400030101
0	02102	41	102	02102	1	040202	4	3	1	1	005		依據臺北市市有公用房地架設行動電話基地臺使用行政契約書辦理	102.01.01-102.12.31	月	12	229050	2748600	2-2-17	民營電信業者於本大樓東南區屋頂層架設行動電話基台，每月使用費:¶(1)中華電信：31,800元。¶(2)台灣大哥大：31,800元。¶(3)遠傳電信：31,800元。¶(4)亞太電信：30,000元。¶(5)大眾電信：12,750元。¶(6)威寶電信：30,900元。¶(7)威邁思電信:30,000元。¶(8)全球一動:30,000元。¶每月合計229,050元。	0400030101
0	02102	53	102	02102	1	040202	4	3	1	1	006		依據臺北市市有公用房地提供使用設置活動式臨時攤位特別約定事項同意書	102.01.01-102.12.31	日、家	252x26	650	4258800	2-2-17	市政大樓地下2樓附屬服務設施「市府生活廣場」活動式臨時攤位計26家攤位，每日使用費650元，全年以252個上班日計算，全年合計4,258,800元。	0400030101
