pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	sysdat	usno
2-1-71	0	02101		102	02101	2	127104000		0306	004			0	0		年	1		0		0		0	1.00	394647	415418	394647	394647	415418	0	0	電腦周邊設備及零組件。									0	357	310	1	0004				0017	1011224	BGT
2-2-52	0	02102		102	02102	2	127104000		0306	002			0	0	0302	組	1		0		0		0	1.00	152500	152500	152500	152500	168140	0	0	電腦週邊設備及零組件。								核實減列。	0	355	310	0	0004	0	0	0	0017	1010430	BGT
2-3-62	0	02103		102	02103	2	127104000		0306	002			0	0	0303	年	1		0		0		0	1.00	237200	357200	237200	237200	237200	0	0	電腦周邊設備及零組件。								依通案標準核實編列	0	355	310	0	0002				0017	1020220	BGT
2-4-53	0	02104		102	02104	2	127104000		0306	002			0	0		年	1		0		0		0	1.00	224000	224000	224000	224000	196000	0	0	各型印表機、掃描器等周邊設備及零組件。									0	355	310	0	0002				0017	1010628	BGT
2-4-53	0	02104		102	02104	2	127104000		0306	005			0	0		式	1		0		0		0	1.00	2289000	2289000	2289000	2289000	1511060	0	0	本府線上差勤系統等系統周邊及備份設備。									0	355	310	0	0004				0017	1020221	BGT
2-5-39	0	02105		102	02105	2	127104000		0306	002			0	0		年	1		0		0		0	1.00	168000	168000	168000	168000	158332	0	0	電腦周邊設備及零組件。									0	355	310	0	0002				0017	1010502	BGT
2-6-45	0	02106		102	02106	2	217104000		0306	001			0	0		式	1		0		0		0	1.00	480000	480000	480000	480000	470424	0	0	電腦周邊設備及零組件。									0	355	310	0	0001				0017	1010828	BGT
2-7-59	0	02108		102	02108	2	127104000		0306	002			0	0	0303	年	1		0		0		0	1.00	118500	118500	118500	118500	110250	0	0	電腦周邊設備及零組件。								恢復議會通案98折數及依人數伸算增列	0	355	310	0	0002				0017	1010426	BGT
2-8-22	0	02111		102	02111	2	347104000		0306	002			0	0	0303	年	1		0		0		0	1.00	73000	73000	73000	73000	162000	0	0	電腦周邊設備及零組件(含不斷電系統)。									0	355	310	0	0002				0017	1010828	BGT
2-9-64	0	02112		102	02112	2	137104000		0306	002			0	0	0303	年	1		0		0		0	1.00	101920	101920	101920	101920	101920	0	0	電腦周邊設備及零組件。									0	355	310	0	0002				0017	1010827	BGT
2-10-45	0	02113		102	02113	2	227104000		0306	002			0	0		式	1		0		0		0	1.00	86500	86500	86500	86500	98980	0	0	電腦周邊設備及零組件。									0	355	310	0	0002				0017	1010827	BGT
2-11-52	0	02121		102	02121	2	137104000		0306	004			0	0		年	1		0		0		0	1.00	296800	296800	296800	296800	268750	0	0	電腦周邊設備及零組件。									0	355	310	0	0002				0017	1010814	BGT
2-12-55	0	02122		102	02122	2	137104000		0306	002			0	0		年	1		0		0		0	1.00	584000	584000	584000	584000	275803	0	0	電腦周邊設備及零組件。									0	355	310	0	0003				0017	1010814	BGT
2-13-55	0	02123		102	02123	2	137104000		0306	002			0	0		年	1		0		0		0	1.00	315700	315700	315700	315700	297423	0	0	電腦周邊設備及零組件(電腦專案)。								依實際業務需要按資訊處編列基準增列。	0	357	310	0	0003				0017	1010503	BGT
2-14-67	0	02124		102	02124	2	137104000		0306	002			0	0		年	1		0		0		0	1.00	294308	312508	294308	294308	312508	0	0	電腦周邊設備及零組件。									0	355	310	0	0003				0017	1010727	BGT
2-15-53	0	02125		102	02125	2	137104000		0306	002			0	0		年	1		0		0		0	1.00	342000	344000	342000	342000	344250	0	0	電腦周邊設備及零組件。									0	355	310	0	0003				0017	1010814	BGT
2-16-54	0	02126		102	02126	2	137104000		0306	001			0	0		年	1		0		0		0	1.00	251200	251200	251200	251200	233556	0	0	電腦周邊設備及零組件。									0	355	310	0	0002				0017	1010814	BGT
