pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	sysdat	usno
1-1-49	0	01101		102	01101	1	110202006		0218	002	'		0	0		年	1		0		0		0	1.00	5660000	5660000	5660000	5660000	5660000	0	0	電腦主機及週邊設備維護保養。									0	256	310	0	0045	0	0	0	0013	1010828	BGT
1-1-49	0	01101		102	01101	1	110202006		0218	003			0	0		年	1		0		0		0	1.00	3240000	3240000	3240000	3240000	2880000	0	0	電腦資訊系統軟體維護。									0	256	310	0	0046	0	0	0	0013	1010828	BGT
2-1-34	0	02101		102	02101	1	120101002		0218	002			0	0		年	1		0		0		0	1.00	164900	164900	164900	164900	164900	0	0	個人電腦及周邊設備維護費。									0	256	310	0	0123				0013	1010427	BGT
2-2-31	0	02102		102	02102	1	120101002		0218	002			0	0		年	1		0		0		0	1.00	175957	175957	175957	175957	175957	0	0	個人電腦、周邊設備及硬體維修費。									0	256	310	0	0030				0013	1010327	BGT
2-3-30	0	02103		102	02103	1	120101006		0218	002			0	0		年	1		0		0		0	1.00	338237	338237	338237	338237	341416	0	0	電腦設備硬體維護費。								依通案標準核實減列	0	256	310	0	0094				0013	1020220	BGT
2-4-50	0	02104		102	02104	1	120601002		0218	002			0	0		年	1		0		0		0	1.00	290000	290000	290000	290000	290000	0	0	區域、個人電腦及周邊設備維護費。									0	256	310	0	0014				0013	1010628	BGT
2-4-50	0	02104		102	02104	1	120601002		0218	003			0	0		年	1		0		0		0	1.00	850000	850000	850000	850000	690000	0	0	人事系統電腦主機(含資料庫)及周邊設備維護費。								覈實增列經費。	0	256	310	0	0015				0013	1010628	BGT
2-5-20	0	02105		102	02105	1	120101005		0218	002			0	0		年	1		0		0		0	1.00	33554	33554	33554	33554	33554	0	0	電腦設備硬體維護費。									0	256	310	0	0055				0013	1010328	BGT
2-6-27	0	02106		102	02106	1	210101002		0218	002			0	0		年	1		0		0		0	1.00	445082	445082	445082	445082	453868	0	0	電腦設備硬體維護費。									0	256	310	0	0044				0013	1010828	BGT
2-7-47	0	02108		102	02108	1	120501003		0218	002			0	0		年	1		0		0		0	1.00	30448	30448	30448	30448	30448	0	0	電腦設備維護費。　									0	256	310	0	0018				0013	1010328	BGT
2-8-13	0	02111		102	02111	1	340101002		0218	001			0	0		年	1		0		0		0	1.00	48460	48460	48460	48460	48460	0	0	審議資訊設備維護費。									0	256	310	0	0028				0013	1010828	BGT
2-10-23	0	02113		102	02113	1	220101002		0218	002			0	0		年	1		0		0		0	1.00	82482	82482	82482	82482	69255	0	0	電腦設備及硬體維護服務費。								依編列標準編列	0	256	310	0	0044				0013	1010827	BGT
2-11-28	0	02121		102	02121	1	130101002		0218	002			0	0		年	1		0		0		0	1.00	341499	341499	341499	341499	343899	0	0	電腦設備硬體維護費。									0	256	310	0	0039				0013	1010814	BGT
2-12-32	0	02122		102	02122	1	130101002		0218	002			0	0		年	1		0		0		0	1.00	447887	447887	447887	447887	432559	0	0	電腦設備維護費。									0	256	310	0	0053				0013	1010814	BGT
2-13-32	0	02123		102	02123	1	130101002		0218	002			0	0		年	1		0		0		0	1.00	300714	300714	300714	300714	281569	0	0	電腦設備硬體維護費(電腦專案)。								依實際業務需要按資訊處編列基準增列。	0	256	310	0	0043				0013	1010503	BGT
2-14-40	0	02124		102	02124	1	130101002		0218	002			0	0		年	1		0		0		0	1.00	520000	520000	520000	520000	520000	0	0	電腦設備硬體維護費。									0	256	310	0	0049				0013	1010405	BGT
2-15-26	0	02125		102	02125	1	130101002		0218	002			0	0		年	1		0		0		0	1.00	288000	288000	288000	288000	287057	0	0	電腦設備及軟硬體維護服務費。									0	256	310	0	0050				0013	1010814	BGT
2-16-30	0	02126		102	02126	1	130101002		0218	002			0	0		年	1		0		0		0	1.00	332707	332707	332707	332707	332707	0	0	電腦設備硬體維護服務費。									0	256	310	0	0047				0013	1010814	BGT
2-17-30	0	02127		102	02127	1	130101002		0218	002			0	0		年	1		0		0		0	1.00	528512	528512	528512	528512	474594	0	0	電腦設備及軟硬體維護服務費。									0	256	310	0	0044				0013	1010814	BGT
2-18-36	0	02128		102	02128	1	130101020		0218	002			0	0		年	1		0		0		0	1.00	308755	308755	308755	308755	291914	0	0	電腦周邊設備及軟體維護費(電腦專案)。								依業務需求增列	0	256	310	0	0041				0013	1010814	BGT
2-19-36	0	02129		102	02129	1	130101002		0218	002			0	0		年	1		0		0		0	1.00	160000	160000	160000	160000	150000	0	0	電腦設備硬體維護費。									0	256	310	0	0045				0013	1010501	BGT
2-20-33	0	02130		102	02130	1	130101002		0218	002			0	0		年	1		0		0		0	1.00	384864	402364	384864	384864	402364	0	0	個人電腦、周邊設備及軟體維護費。									0	256	310	0	0042				0013	1010814	BGT
2-21-33	0	02131		102	02131	1	130101002		0218	002			0	0		年	1		0		0		0	1.00	428000	428000	428000	428000	430000	0	0	電腦設備硬體維護服務費。									0	256	310	0	0047				0013	1010814	BGT
2-22-34	0	02132		102	02132	1	130101002		0218	002			0	0		年	1		0		0		0	1.00	326922	326922	326922	326922	452407	0	0	電腦設備硬體養護費。									0	256	310	0	0049				0013	1010430	BGT
3-1-51	0	03101		102	03101	1	130101006		0218	002			0	0		年	1		0		0		0	1.00	6186325	6186325	6186325	6186325	6031726	0	0	電腦設備及軟體維護費。									0	256	310	0	0102				0013	1010327	BGT
3-2-13	0	03102		102	03102	1	220101002		0218	002			0	0		年	1		0		0		0	1.00	37780	37780	37780	37780	37780	0	0	個人電腦維護費。									0	256	310	0	0027				0013	1010509	BGT
3-2-13	0	03102		102	03102	1	220101002		0218	003			0	0		次	2		0		0		0	2.00	4000	8000	8000	8000	8000	0	0	電腦展示設備損壞維修費。									0	256	310	1	0028				0013	1010508	BGT
3-2-13	0	03102		102	03102	1	220101002		0218	004			0	0		次	2		0		0		0	2.00	8000	16000	16000	16000	16000	0	0	電腦主機損壞維修費。									0	256	310	1	0029				0013	1010508	BGT
3-2-13	0	03102		102	03102	1	220101002		0218	005			0	0		次	2		0		0		0	2.00	4000	8000	8000	8000	8000	0	0	電腦螢幕損壞維修費。									0	256	310	1	0030				0013	1010508	BGT
