pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	sysdat	usno
1-1-27	0	01101		105	01101	1	110101004		0220	007			0	0		人	170	年	1		0		0	170.00×1.00	2000	340000	340000	0	208120	0	0	員工文康活動經費。									0	257	122	0	0033	0	0	0	0004		1040519	BGT
1-1-27	0	01101		105	01101	1	110101004		0220	009			0	0		人	43	年	1		0		0	43.00×1.00	2000	86000	86000	0	52030	0	0	臨時工文康活動經費。									0	257	122	0	0034	0	0	0	0004		1040519	BGT
2-1-45	0	02101		105	02101	1	120101007		0220	003	'		0	0	2203	人	213	年	1		0		0	213.00×1.00	2000	426000	426000	0	281930	0	0	文康活動費。　　　　								員工依105年度預算員額編列213人，標準單價增列。	1	257	122	0	0214	0	0	0		王錦搖	1040721	BGT
2-2-31	0	02102		105	02102	1	120101004		0220	002			0	0		人	137	年	1		0		0	137.00×1.00	2000	274000	274000	0	168190	0	0	員工文康活動經費(本中心員工137人)。								覈實編列。	0	257	122	0	0041	0	0	0		潘慧琳	1040506	BGT
2-3-28	0	02103		105	02103	1	120101004		0220	006			0	0	2203	人	157	年	1		0		0	157.00×1.00	2000	314000	314000	0	194810	0	0	員工文康活動費。								依編列基準增列	1	257	122	0	0072	0	0	0	0004	林承澤	1040521	BGT
2-4-26	0	02104		105	02104	1	120101004		0220	004	'		0	0	2203	人	94	年	1		0		0	94.00×1.00	2000	188000	188000	0	114950	0	0	員工文康活動費。								依標準核實增列。	1	257	122	0	0064	0	0	0	0004	呂艾蓉	1040428	BGT
2-5-20	0	02105		105	02105	1	120101004		0220	002			0	0	2203	人	66	年	1		0		0	66.00×1.00	2000	132000	132000	0	82280	0	0	文康活動費(含本處員工63人及約聘僱3人)。									1	257	122	0	0057	0	0	0	0004	楊雅評	1040511	BGT
2-6-29	0	02106		105	02106	1	210101004		0220	002			0	0	2203	人	76	年	1		0		0	76.00×1.00	2000	152000	152000	0	94380	0	0	文康活動費(本處員工76人)。								依標準編列。	1	257	122	0	0077	0	0	0	0004	張淑娟	1040427	BGT
2-7-26	0	02108		105	02108	1	120101004		0220	002			0	0		人	92	年	1		0		0	92.00×1.00	2000	184000	184000	0	117370	0	0	文康活動費(含本會員工92人)。								移撥聘用人員2人及105年度起則不再編列退休人員文康活動費。	0	257	122	0	0059	0	0	0		廖真一	1040427	BGT
2-8-13	0	02111		105	02111	1	340101004		0220	001			0	0	2203	人	15	年	1		0		0	15.00×1.00	2000	30000	30000	0	19360	0	0	文康活動費(含本會員工15人)。								依各機關共同項目費用編列基準覈實編列，並不再編列退休人員之文康活動費。	1	257	122	0	0042	0	0	0	0004	邱瑛嬪	1040430	BGT
2-9-37	0	02112		105	02112	1	130101004		0220	003			0	0	2203	人	44	年	1		0		0	44.00×1.00	2000	88000	88000	0	55660	0	0	文康活動費。								覈實增列。	1	257	122	0	0041	0	0	0		陳靖糸秀	1040512	BGT
2-10-28	0	02113		105	02113	1	220101004		0220	001			0	0	2203	人	30	年	1		0		0	30.00×1.00	2000	60000	60000	0	38720	0	0	本會員工30人文康活動費。								依市府共同項目編列基準辦理(單價由1,210調為2,000)；另自105年度起退休人員不再編列文康活動經費。	1	257	122	0	0084	0	0	0		蔡孟育	1040507	BGT
2-11-35	0	02121		105	02121	1	130101004		0220	003			0	0		人	136		0		0		0	136.00	2000	272000	272000	0	0	0	0	文康活動費。									0	257	122	0	0080	0	0	0		黃勝君	1040914	BGT
2-12-36	0	02122		105	02122	1	130101004		0220	003			0	0		人	148	年	1		0		0	148.00×1.00	2000	296000	296000	0	193600	0	0	文康活動費（本所員工148人）。								減列退休人員12人。	0	257	122	0	0099	0	0	0	0004	蘇美瑾	1040427	BGT
2-13-32	0	02123		105	02123	1	130101004		0220	003			0	0	2203	人	172	年	1		0		0	172.00×1.00	2000	344000	344000	0	227480	0	0	文康活動費。								減列退休人員16人及單價調整增列。	1	257	122	0	0078	0	0	0		林鈴珠	1040801	BGT
2-14-45	0	02124		105	02124	1	130101004		0220	002			0	0		人	154	年	1		0		0	154.00×1.00	2000	308000	308000	0	200860	0	0	文康活動費(含本所員工154人)。									0	257	122	0	0087					駱芝苓	1040427	BGT
2-15-31	0	02125		105	02125	1	130101004		0220	004			0	0	2203	人	126	年	1		0		0	126.00×1.00	2000	252000	252000	0	170610	0	0	文康活動費(本所員工126人)。								依民政局105年度共同性費用擬列基準編列	1	257	122	0	0090	0	0	0	0004	黃錦盛	1040504	BGT
2-16-33	0	02126		105	02126	1	130101004		0220	003			0	0	2203	人	110	年	1		0		0	110.00×1.00	2000	222000	220000	0	147620	0	0	文康活動費(本所員工110人)。									1	257	122	0	0086	0	0	0	0004		1040807	BGT
2-17-37	0	02127		105	02127	1	130101004		0220	002			0	0		人	133	年	1		0		0	133.00×1.00	2000	266000	266000	0	176660	0	0	文康活動費(本所員工及職工133人)。									0	257	122	0	0116	0	0	0	0004	李炎宗	1040625	BGT
2-18-40	0	02128		105	02128	1	130101040		0220	003	'		0	0		人	154	年	1		0		0	154.00×1.00	2000	308000	308000	0	200860	0	0	文康活動費。									2	257	122	0	0084	0	0	0		鍾佳釗	1040504	BGT
2-19-39	0	02129		105	02129	1	130101004		0220	002	'		0	0		人	103	年	1		0		0	103.00×1.00	2000	206000	206000	0	0	0	0	文康活動費(含本所員工103人)。									0	257	122	0	0086	0	0	0	0004	李宜芬	1040508	BGT
2-20-36	0	02130		105	02130	1	130101004		0220	004			0	0	2203	人	149	年	1		0		0	149.00×1.00	2000	298000	298000	0	194810	0	0	文康活動費(本所員工149人)。									1	257	122	0	0083	0	0	0	0004	陳麗妃	1040429	BGT
2-21-42	0	02131		105	02131	1	130101004		0220	003	'		0	0	2203	人	168	年	1		0		0	168.00×1.00	2000	336000	336000	0	0	0	0	文康活動費(含本所員工168人)。									1	257	122	0	0145	0	0	0		侯岫雯	1040430	BGT
2-22-39	0	02132		105	02132	1	130101004		0220	001	'		0	0		人	152	年	1		0		0	152.00×1.00	2000	304000	304000	0	197230	0	0	文康活動費。								依105年度編列基準單價，覈實編列本所員工152人文康活動費。	0	257	122	0	0087	0	0	0	0004	周玉枝	1040508	BGT
3-1-47	0	03101		105	03101	1	130101004		0220	003			0	0	2203	人	161	年	1		0		0	161.00×1.00	2000	322000	322000	0	203280	0	0	文康活動費。								依據本府人事處通知自105年起不再編列退休人員文康活動費用，爰予刪除7人修正為編列員工161人。	1	257	122	0	0080					許瑋倫	1040428	BGT
3-2-17	0	03102		105	03102	1	220101004		0220	002			0	0	2203	人	15	年	1		0		0	15.00×1.00	2000	30000	30000	0	19360	0	0	文康活動費。									1	257	122	0	0046	0	0	0	0004	蘇智明	1040507	BGT
3-3-58	0	03103		105	03103	1	220101004		0220	002			0	0	2203	人	208	年	1		0		0	208.00×1.00	2000	416000	416000	0	258940	0	0	文康活動費。								依標準	1	257	122	0	0111					蕭書婷	1040502	BGT
3-4-32	0	03111		105	03111	1	130101004		0220	002	'		0	0	2203	人	66	年	1		0		0	66.00×1.00	2000	132000	132000	0	84700	0	0	文康活動費。								依編列標準核實增列	1	257	122	0	0050	0	0	0	0004	劉心怡	1040502	BGT
3-5-31	0	03112		105	03112	1	130101004		0220	002			0	0	2203	人	74	年	1		0		0	74.00×1.00	2000	148000	148000	0	93170	0	0	文康活動費。								依編列基準核實增列。	1	257	122	0	0047					曾于榳	1040430	BGT
3-6-34	0	03113		105	03113	1	130101004		0220	002			0	0		人	99	年	1		0		0	99.00×1.00	2000	198000	198000	0	128260	0	0	文康活動費。								依編列標準編列	0	257	122	0	0053	0	0	0	0004	林美英	1040429	BGT
3-7-29	0	03114		105	03114	1	130101004		0220	002			0	0	2203	人	76	年	1		0		0	76.00×1.00	2000	152000	152000	0	98010	0	0	文康活動費。								核實增列	1	257	122	0	0050					曾芳萍	1040501	BGT
3-8-32	0	03115		105	03115	1	130101004		0220	002			0	0	2203	人	57	年	1		0		0	57.00×1.00	2000	114000	114000	0	76230	0	0	文康活動費。									1	257	122	0	0055	0	0	0	0004	劉寶鳳	1040429	BGT
3-9-29	0	03116		105	03116	1	130101004		0220	002			0	0		人	46	年	1		0		0	46.00×1.00	2000	92000	92000	0	60500	0	0	文康活動費。								依編列標準增列	0	257	122	0	0052				0004	蘇智明	1040501	BGT
3-10-28	0	03121		105	03121	1	130101004		0220	002			0	0	2203	人	38	年	1		0		0	38.00×1.00	2000	76000	76000	0	48400	0	0	文康活動費。								依編列基準核實增列	1	257	122	0	0053				0004	楊智筠	1040501	BGT
