pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	sysdat	usno
1-1-49	0	01101		105	01101	1	110202006		0218	001			0	0		年	1		0		0		0		500000	500000	500000	500000	500000	0	0	資訊軟體材料費。									0	256	310	0	0043				0012		1040513	BGT
1-1-49	0	01101		105	01101	1	110202006		0218	002			0	0		年	1		0		0		0		5380000	5380000	5380000	5380000	5380000	0	0	電腦主機及週邊設備維護保養。									0	256	310	0	0044				0013		1040513	BGT
1-1-49	0	01101		105	01101	1	110202006		0218	003			0	0		年	1		0		0		0		3800000	3800000	3800000	3800000	3800000	0	0	電腦資訊系統軟體維護。									0	256	310	0	0045				0013		1040513	BGT
1-1-49	0	01101		105	01101	1	110202006		0218	004			0	0		年	1		0		0		0		204000	204000	204000	204000	204000	0	0	電腦機房不斷電系統維護保養。									0	256	310	0	0046						1040513	BGT
2-1-34	0	02101		105	02101	1	120101002		0218	001			0	0		年	1		0		0		0	1.00	868400	868400	868400	868400	868400	0	0	電腦耗材費。									0	256	310	0	0101				0012	陳晉軒	1040421	BGT
2-1-35	0	02101		105	02101	1	120101002		0218	002			0	0		年	1		0		0		0	1.00	222704	222704	222704	222704	222704	0	0	個人電腦及周邊設備維護費。									0	256	310	0	0102				0013	陳晉軒	1040421	BGT
2-2-29	0	02102		105	02102	1	120101002		0218	001			0	0		年	1		0		0		0	1.00	165000	165000	165000	165000	165000	0	0	電腦耗材。									0	256	310	0	0028				0012	陳綺敏	1040427	BGT
2-2-30	0	02102		105	02102	1	120101002		0218	002			0	0		年	1		0		0		0	1.00	141557	141557	141557	141557	141557	0	0	個人電腦、周邊設備及硬體維修費。									0	256	310	0	0029				0013	陳綺敏	1040427	BGT
2-3-29	0	02103		105	02103	1	120101006		0218	001			0	0		年	1		0		0		0	1.00	250000	250000	250000	321480	321480	0	0	電腦及周邊設備用碳粉等相關耗材。								依編列基準每部電腦2400元*142人=340,800元，以實際需要覈實編列250,000元	0	256	310	0	0083				0012	陳翠宜	1040423	BGT
2-3-29	0	02103		105	02103	1	120101006		0218	002			0	0		年	1		0		0		0	1.00	200000	200000	200000	230000	230000	0	0	電腦設備硬體維護費。								依購置價格6%(購置總額5,290,786*6%=317,447元)，以實際需要覈實編列150,000元	0	256	310	0	0084				0013	陳翠宜	1040501	BGT
2-3-34	0	02103		105	02103	1	120201002		0218	001			0	0		年	1		0		0		0	1.00	645200	645200	645200	0	612940	0	0	公務預算系統軟體維護費。								依系統建置總價4,795,000元*14%=671,300元，覈實編列645,200元	0	256	310	0	0013	0	0	0	0015	范玉梅	1040425	BGT
2-3-34	0	02103		105	02103	1	120201002		0218	002			0	0		年	1		0		0		0	1.00	82500	82500	82500	0	78375	0	0	審議意見處理系統維護費。								依業務需要增列	0	256	310	0	0014	0	0	0	0015	范玉梅	1040427	BGT
2-3-39	0	02103		105	02103	1	120202002		0218	001			0	0		年	1		0		0		0	1.00	830200	830200	830200	0	788690	0	0	附屬單位預算系統軟體維護費。								係系統建置及擴充價格5,930,000*14%=830,200元	0	256	310	0	0012	0	0	0	0015	林韋伶	1040425	BGT
2-3-45	0	02103		105	02103	1	120203003		0218	001			0	0		年	1		0		0		0	1.00	91000	91000	91000	0	91000	0	0	總預算半年結算報告子系統軟體維護費。								系統建置價格650,000元*14%=91,000元	0	256	310	0	0018	0	0	0	0015	柳文鏗	1040425	BGT
2-3-45	0	02103		105	02103	1	120203003		0218	002			0	0		年	1		0		0		0	1.00	549159	549159	549159	0	496737	0	0	公務決算系統軟體維護費。								系統建置及擴充價格3,922,566元*14%=549,159元	0	256	310	0	0019	0	0	0	0015	柳文鏗	1040425	BGT
2-3-45	0	02103		105	02103	1	120203003		0218	003			0	0		年	1		0		0		0	1.00	1212400	1212400	1212400	0	570000	0	0	附屬單位會計及決算系統軟體維護費。								系統建置費8,660,000元*14%=1,212,400元	0	256	310	0	0020	0	0	0	0015	柳文鏗	1040425	BGT
2-3-45	0	02103		105	02103	1	120203004		0218	001			0	0		年	1		0		0		0	1.00	1300000	1300000	1300000	0	1235000	0	0	公務會計管理系統軟體維護費。								系統建置費10,661,482元*14%=1,492,607元，以實際需要編列1,300,000元	0	256	310	0	0027	0	0	0	0015	柳文鏗	1040423	BGT
2-4-48	0	02104		105	02104	1	120601002		0218	001			0	0		年	1		0		0		0	1.00	210600	210600	210600	210600	210600	0	0	電腦設備耗材。									0	256	310	0	0013				0012	陳俊男	1040420	BGT
2-4-49	0	02104		105	02104	1	120601002		0218	002			0	0		年	1		0		0		0		281300	281300	281300	281300	281300	0	0	區域、個人電腦及周邊設備維護費。									0	256	310	0	0014				0013	陳俊男	1040324	BGT
2-4-49	0	02104		105	02104	1	120601002		0218	003			0	0		年	1		0		0		0		776000	776000	776000	776000	776000	0	0	人事系統電腦主機(含資料庫)及周邊設備維護費。									0	256	310	0	0015				0013	陳俊男	1040324	BGT
2-5-20	0	02105		105	02105	1	120101005		0218	001			0	0		年	1		0		0		0	1.00	144000	144000	144000	156133	156133	0	0	電腦用碳粉等相關耗材。									0	256	310	0	0060				0012	梁郅興	1040424	BGT
2-5-20	0	02105		105	02105	1	120101005		0218	002			0	0		年	1		0		0		0	1.00	25000	25000	25000	33554	33554	0	0	電腦設備硬體維護費。									0	256	310	0	0061				0013	梁郅興	1040428	BGT
2-6-27	0	02106		105	02106	1	210101002		0218	001			0	0		年	1		0		0		0	1.00	137700	320000	137700	300000	300000	0	0	電腦耗材。								依業務需要覈實增列	0	256	310	0	0044				0012	李忠義	1040723	BGT
2-6-27	0	02106		105	02106	1	210101002		0218	002			0	0		年	1		0		0		0	1.00	450618	450618	450618	396842	396842	0	0	電腦設備硬體維護費。								覈實增列。	0	256	310	0	0045				0013	李忠義	1040427	BGT
2-7-44	0	02108		105	02108	1	120501003		0218	001			0	0		年	1		0		0		0	1.00	226800	226800	226800	216000	216000	0	0	電腦耗材。　　									0	256	310	0	0019				0012	劉瀚澤	1040429	BGT
2-7-44	0	02108		105	02108	1	120501003		0218	002			0	0		年	1		0		0		0		30448	30448	30448	30448	30448	0	0	電腦設備維護費。　									0	256	310	0	0020				0013	劉瀚澤	1040311	BGT
2-8-11	0	02111		105	02111	1	340101002		0218	001			0	0		年	1		0		0		0	1.00	44450	44450	44450	48885	48885	0	0	審議資訊設備維護費。								依實際需要覈實編列。	0	256	310	0	0027				0013	蔡立睿	1040430	BGT
2-8-11	0	02111		105	02111	1	340101002		0218	002			0	0		年	1		0		0		0	1.00	48600	48600	48600	48600	48600	0	0	電腦耗材。									0	256	310	0	0028				0012	蔡立睿	1040425	BGT
2-9-35	0	02112		105	02112	1	130101002		0218	001			0	0		年	1		0		0		0	1.00	89100	89100	89100	89100	89100	0	0	電腦耗材。								無增減。	0	256	310	0	0023					陳思穎	1040507	BGT
2-9-51	0	02112		105	02112	1	130301006		0218	001			0	0		年	1		0		0		0	1.00	120000	120000	120000	116400	116400	0	0	多媒體電腦維修費。								覈實增列。	0	256	310	0	0064					陳誼誠	1040509	BGT
2-10-24	0	02113		105	02113	1	220101002		0218	001			0	0		年	1		0		0		0	1.00	51300	51300	51300	67900	67900	0	0	電腦耗材。								1026x50台)	0	256	310	0	0042					鄒韻婷	1040503	BGT
2-10-24	0	02113		105	02113	1	220101002		0218	002			0	0		年	1		0		0		0	1.00	90170	90170	90170	90170	90170	0	0	電腦設備及硬體維護服務費。								依編列標準編列	0	256	310	0	0043					鄒韻婷	1040424	BGT
2-11-31	0	02121		105	02121	1	130101002		0218	001			0	0		年	1		0		0		0	1.00	280800	280800	280800	280800	280800	0	0	電腦耗材。									0	256	310	0	0040				0012	吳春進	1040327	BGT
2-11-31	0	02121		105	02121	1	130101002		0218	002			0	0		年	1		0		0		0	1.00	362903	362903	362903	330000	330000	0	0	電腦設備硬體維護費。									0	256	310	0	0041				0013	吳春進	1040430	BGT
2-11-49	0	02121		105	02121	1	132801005		0218	001			0	0		年	1		0		0		0	1.00	40000	40000	40000	40000	40000	0	0	戶役政資訊系統用耗材費。									0	256	310	0	0116				0012	吳春進	1040505	BGT
2-11-49	0	02121		105	02121	1	132801005		0218	002			0	0		年	1		0		0		0	1.00	43200	43200	43200	0	0	0	0	戶役政資訊系統維護費（新增）。									0	256	310	0	0117	0	0	0	0012	吳春進	1040505	BGT
2-12-32	0	02122		105	02122	1	130101002		0218	001			0	0		年	1		0		0		0	1.00	240720	240720	240720	388256	388256	0	0	電腦耗材。									0	256	310	0	0047				0012	陳裔倫	1040427	BGT
2-12-32	0	02122		105	02122	1	130101002		0218	002			0	0		年	1		0		0		0	1.00	365379	365379	365379	471891	471891	0	0	電腦設備維護費。									0	256	310	0	0048				0013	陳裔倫	1040427	BGT
2-13-29	0	02123		105	02123	1	130101002		0218	001			0	0		年	1		0		0		0	1.00	369000	369000	369000	393600	393600	0	0	電腦耗材。									0	256	310	0	0039					宋仁昌	1040429	BGT
2-13-29	0	02123		105	02123	1	130101002		0218	002			0	0		年	1		0		0		0	1.00	353299	353299	353299	383966	383966	0	0	電腦設備硬體維護費。									0	256	310	0	0040					宋仁昌	1040429	BGT
2-14-42	0	02124		105	02124	1	130101002		0218	001			0	0		年	1		0		0		0		309600	309600	309600	309600	309600	0	0	電腦耗材。									0	256	310	0	0046				0012	葉玲吟	1040421	BGT
2-14-42	0	02124		105	02124	1	130101002		0218	002			0	0		年	1		0		0		0		553900	553900	553900	553900	553900	0	0	電腦設備硬體維護費。									0	256	310	0	0047				0013	葉玲吟	1040421	BGT
2-14-58	0	02124		105	02124	1	132801005		0218	001			0	0		年	1		0		0		0		62000	62000	62000	62000	62000	0	0	戶役政系統耗材費。									0	256	310	0	0110				0012	鄭良城	1040421	BGT
2-14-58	0	02124		105	02124	1	132801005		0218	002			0	0		年	1		0		0		0		35500	35500	35500	35500	35500	0	0	戶役政資訊系統軟硬體設備維護費。									0	256	310	1	0111				0013	鄭良城	1040421	BGT
2-15-28	0	02125		105	02125	1	130101002		0218	001			0	0		年	1		0		0		0	1.00	355200	355200	355200	360000	360000	0	0	電腦耗材。								覈實減列	0	256	310	0	0044				0012	甘若文	1040502	BGT
2-15-28	0	02125		105	02125	1	130101002		0218	002			0	0		年	1		0		0		0	1.00	324136	324136	324136	319762	319762	0	0	電腦設備及軟硬體維護服務費。								因業務實際需要增列	0	256	310	0	0045				0013	甘若文	1040502	BGT
2-16-30	0	02126		105	02126	1	130101002		0218	001			0	0		年	1		0		0		0		230400	230400	230400	230400	230400	0	0	電腦耗材。									0	256	310	0	0044				0012		1040413	BGT
2-16-30	0	02126		105	02126	1	130101002		0218	002			0	0		年	1		0		0		0		332707	332707	332707	332707	332707	0	0	電腦設備硬體維護服務費。									0	256	310	0	0045				0013		1040413	BGT
2-16-45	0	02126		105	02126	1	132801005		0218	001			0	0		年	1		0		0		0		60000	60000	60000	60000	60000	0	0	戶役政系統耗材費。									0	256	310	0	0083				0012		1040413	BGT
2-16-45	0	02126		105	02126	1	132801005		0218	002			0	0		年	1		0		0		0		32000	32000	32000	32000	32000	0	0	役政資訊設備維護。									0	256	310	0	0084				0012		1040413	BGT
2-17-31	0	02127		105	02127	1	130101002		0218	001			0	0		年	1		0		0		0		280800	280800	280800	280800	280800	0	0	電腦耗材。									0	256	310	0	0041				0012	林潘明	1040409	BGT
2-17-32	0	02127		105	02127	1	130101002		0218	002			0	0		年	1		0		0		0		528512	528512	528512	528512	528512	0	0	電腦設備硬體維護費。									0	256	310	0	0042				0013	林潘明	1040409	BGT
2-18-36	0	02128		105	02128	1	130101020		0218	001			0	0		年	1		0		0		0	1.00	312000	312000	312000	313600	313600	0	0	電腦耗材(分批)。									0	256	310	0	0036				0012	盧建宏	1040423	BGT
2-18-36	0	02128		105	02128	1	130101020		0218	002			0	0		年	1		0		0		0	1.00	308755	308755	308755	308755	308755	0	0	電腦設備硬體維護費(分批)。									0	256	310	0	0037				0013	盧建宏	1040423	BGT
2-18-55	0	02128		105	02128	1	132801050		0218	001			0	0		年	1		0		0		0	1.00	93160	93160	93160	93160	93160	0	0	戶役政資訊系統用耗材費。(分批)								依業務需求核實減列	0	256	310	0	0113				0012	盧建宏	1040731	BGT
2-18-55	0	02128		105	02128	1	132801050		0218	002			0	0		年	1		0		0		0	1.00	66840	66840	66840	66840	66840	0	0	戶役政資訊軟硬體設備年度維修費用。								依業務需求核實增列	0	256	310	0	0114				0013	盧建宏	1040420	BGT
2-19-35	0	02129		105	02129	1	130101002		0218	001			0	0		年	1		0		0		0	1.00	207900	207900	207900	215000	215000	0	0	電腦周邊設備耗材。									0	256	310	0	0042				0012	林宗煇	1040504	BGT
2-19-35	0	02129		105	02129	1	130101002		0218	002			0	0		年	1		0		0		0	1.00	190786	190786	190786	184534	184534	0	0	電腦設備硬體維護費。									0	256	310	0	0043				0013	林宗煇	1040504	BGT
2-19-53	0	02129		105	02129	1	132801005		0218	001			0	0		年	1		0		0		0	1.00	31500	31500	31500	31500	31500	0	0	戶役政系統維護費。									0	256	310	1	0113				0013	謝宛娟	1040429	BGT
2-20-33	0	02130		105	02130	1	130101002		0218	001			0	0		年	1		0		0		0		348000	348000	348000	348000	348000	0	0	電腦耗材。										256	310	0	0044				0012	林均怡	1040121	BGT
