pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	sysdat	usno
2-12-54	0	02122		105	02122	2	137104000		0304	002			0	0		臺	8		0		0		0	8.00	14500	116000	116000	0	0	0	0	汰換汽油引擎3英吋防災抽水機。									0	345	380	1	0002	0	0	0		張為舜	1040729	BGT
2-12-54	0	02122		105	02122	2	137104000		0304	003			0	0		臺	4		0		0		0	4.00	35000	140000	140000	0	0	0	0	汰換汽油引擎4英吋防災抽水機。									0	345	380	1	0003	0	0	0		張為舜	1040729	BGT
2-15-51	0	02125		105	02125	2	137102028		0302	001			0	0		式	1		0		0		0	1.00	96500	96500	96500	0	0	0	0	配合華山市場辦公室裝修及遷移辦理無線電通訊設備搬遷工程。									0	303	380	0	0008					葉紀澤	1040426	BGT
2-15-51	0	02125		105	02125	2	137102029		0302	001			0	0		式	1		0		0		0	1.00	30000	30000	30000	0	0	0	0	配合華山市場辦公室裝修及遷移辦理衛星電話移機工程。									0	303	380	0	0009					葉紀澤	1040426	BGT
2-15-53	0	02125		105	02125	2	137104000		0307	006			0	0		臺	5		0		0		0	5.00	14500	72500	72500	0	0	0	0	本區災害防救用抽水機（區級災害應變中心維持）（新增）。								因業務實際需要增列	0	361	380	1	0010	0	0	0		葉紀澤	1040612	BGT
7-3-104	0	07103		105	07103	2	337501004	012	0303	001			0	0		式	1		0		0		0	1.00	2573299	2573299	2573299	0	7084071	0	0	本年度所需技術服務費。										923	380	0	0027	0	0	0		陳炳麟	1040428	BGT
7-3-104	0	07103		105	07103	2	337501004	012	0303	002			0	0		式	1		0		0		0	1.00	10000	10000	10000	0	20000	0	0	本年度所需作業費。										923	380	0	0028	0	0	0		陳炳麟	1040428	BGT
7-3-107	0	07103		105	07103	2	337501004	025	0303	001			0	0		式	1		0		0		0	1.00	23809524	23809524	23809524	0	30513176	0	0	施工費。										923	380	0	0034	0	0	0		陳炳麟	1040624	BGT
7-3-107	0	07103		105	07103	2	337501004	025	0303	005			0	0		式	1		0		0		0	1.00	1190476	1190476	1190476	0	1525659	0	0	委託設計服務費。										923	380	0	0035	0	0	0		陳炳麟	1040624	BGT
7-3-107	0	07103		105	07103	2	337501004	025	0303	006	'		0	0		式	1		0		0		0	1.00	750000	750000	750000	0	961165	0	0	按施工費提列工程管理費(3.15%)。										923	380	0	0036	0	0	0		陳炳麟	1040624	BGT
7-6-88	0	07106		105	07106	2	317501006	002	0303	001			0	0		式	1		0		0		0	1.00	35660000	35660000	35660000	35660000	35660000	0	0	施工費。									0	916	380	0	0002				0028	徐瑞億	1040306	BGT
7-6-88	0	07106		105	07106	2	317501006	002	0303	002			0	0		式	1		0		0		0		1858000	1858000	1858000	1858000	1858000	0	0	設計費。									0	916	380	0	0003				0028	徐瑞億	1040209	BGT
7-6-88	0	07106		105	07106	2	317501006	002	0303	003			0	0		式	1		0		0		0		1440500	1440500	1440500	1440500	1440500	0	0	監造費。									0	916	380	0	0004				0028	徐瑞億	1040209	BGT
7-6-88	0	07106		105	07106	2	317501006	002	0303	004			0	0		式	1		0		0		0	1.00	1041500	1041500	1041500	1041500	1041500	0	0	按施工費提列工程管理費(5,000,000*3.5%+20,000,000*3.0%+10,660,000*2.5%)。									0	916	380	0	0005				0028	徐瑞億	1040731	BGT
7-6-97	0	07106		105	07106	2	317604001	003	0303	001	'		0	0		式	1		0		0		0	1.00	8806000	8806000	8806000	0	8860000	0	0	施工費。									0	916	380	0	0008	0	0	0	0028	潘信元	1040323	BGT
7-6-97	0	07106		105	07106	2	317604001	003	0303	002			0	0		式	1		0		0		0	1.00	507356	507356	507356	0	495200	0	0	設計費。									0	916	380	0	0009	0	0	0	0028	潘信元	1040323	BGT
7-6-97	0	07106		105	07106	2	317604001	003	0303	003			0	0		式	1		0		0		0	1.00	397464	397464	397464	0	354000	0	0	監造費。									0	916	380	0	0010	0	0	0	0028	潘信元	1040323	BGT
7-6-97	0	07106		105	07106	2	317604001	003	0303	004			0	0		式	1		0		0		0	1.00	289180	289180	289180	0	290800	0	0	按施工費提列工程管理費(5,000,000元*3.5%+3,806,000元*3.0%)。									0	916	380	0	0011	0	0	0	0028	潘信元	1040323	BGT
7-6-98	0	07106		105	07106	2	317604001	006	0303	001			0	0		式	1		0		0		0	1.00	2300000	2300000	2300000	0	2300000	0	0	評估規劃費。										916	380	0	0016	0	0	0	0028	潘信元	1040323	BGT
12-1-166	0	12101		105	12101	2	457104000		0304	001			0	0		臺	2		0		0		0	2.00	25000	50000	50000	50000	50000	0	0	辦理市民急救訓練之自動體外心臟電擊去顫器（AED）之模擬機。								為強化公共場所職場工作人員及市民急救技能能力，藉由急救教學設備的充實，提升社區、職場及學校等急救教育訓練之成效。	0	347	380	0	0001					龔漢芸	1040502	BGT
16-1-120	0	16101		105	16101	2	137102111		0302	001			0	0		式	1		0		0		0	1.00	2000000	2000000	2000000	0	0	0	0	101遠端監控平臺修整。								遠端監控系統設於本市101大樓95樓作為遠端監視用途，因受高空氣候環境影響，加上使用年限已達7年，旋轉臺基座已鏽蝕，安全性日益不足，實有汰換之必要性。	0	307	380	0	0040	0	0	0		潘厚榮	1040428	BGT
16-1-125	0	16101		105	16101	2	137104200		0304	002			0	0		式	1		0		0		0	1.00	1146000	1146000	1146000	349300	0	0	0	購置本市及區級災害應變中心移動式無線擴音設備12組、防水GPS數位相機27臺及筆記型電腦45臺，所需總金額2,2								本項為104-106年度連續性計畫，依內政部104年2月3日內授消字第1040821229號函，本市災害防救深耕第2期計畫總經費修正為25,352,000元，其中資本門 6,331,000元，本府配合款 3,136,000元，，去年度編列第1年經費1,102,000元，經立法院刪減為938,000元，本年度續編第2年經費1,146,000元，其餘1,052,000元編列於以後年度。本年度編列購置移動式無線擴音設備、防水GPS數位相機及筆記型電腦共計經費2,256,000元，內政部補助1,110,000元，本府自籌配合款1,146,000元。	0	345	380	0	0018				0028	何以新	1040731	BGT
16-1-125	0	16101		105	16101	2	137104200		0304	003			0	0		式	1		0		0		0	1.00	2845500	2845500	2845500	1102000	0	0	0	汰換本市災害應變中心UPS不斷電系統。								本市災害應變中心暨第二災害應變中心UPS不斷電系統，經維護承商定期維護保養時發現備用蓄電池組電壓低於正常值、電池產生過熱現象，經檢測後確定已達電池使用年限建議必須分別更換電池組及整組系統。		345	380	0	0019				0028	蘇育王晉	1040505	BGT
16-1-125	0	16101		105	16101	2	137104200		0304	004			0	0		式	1		0		0		0	1.00	1800000	1800000	1800000	0	0	0	0	本市災害應變中心暨第二災害應變中心交換機系統升級。								升級第一、第二應變中心交換機系統以互相成為更完善之備援及提升通話品質，同時提升災害應變中心之交換機之效能及授權，使之具有多方通話之功能。		345	380	0	0020	0	0	0	0028	潘厚榮	1040428	BGT
16-1-125	0	16101		105	16101	2	137104200		0307	002			0	0		套	5		0		0		0	5.00	58000	522000	290000	6600000	0	0	0	A級防護衣。										363	380	0	0021				0028	陳永生	1040731	BGT
16-1-125	0	16101		105	16101	2	137104200		0307	003			0	0		套	4		0		0		0	4.00	40600	0	162400	0	0	0	0	A級防護衣4套，所需總金額232,000元，內政部消防署補助款69,600元，本府配合款編列如列數。										363	380	0	0022	0	0	0	0028	陳永生	1040731	BGT
16-1-125	0	16101		105	16101	2	137104200		0307	004			0	0		組	2		0		0		0	2.00	450000	900000	900000	900000	0	0	0	除污帳蓬組。								本局原有除污帳篷已多處修補，104年預計購置民權、大同分隊除污帳篷各1組，經評估須採購2組除污帳蓬供華山及信義以供汰舊換新。		363	380	0	0023				0028	陳永生	1040428	BGT
16-1-125	0	16101		105	16101	2	137104200		0307	005			0	0		式	1		0		0		0	1.00	10508000	9568000	10508000	280000	0	0	0	前進指揮所器材相關設備:								為因應大型災害事故發生，規劃購置前進指揮所相關設備器材供指揮幕僚作業人員使用。	0	363	380	0	0024					劉廣正	1040730	BGT
16-1-128	0	16101		105	16101	2	137104400		0304	002			0	0		式	1		0		0		0	1.00	3644900	0	3644900	0	0	0	0	行動醫療站(大量傷病患器材車)相關醫療器械：									0	347	380	0	0050	0	0	0		劉奎佑	1040730	BGT
16-1-128	0	16101		105	16101	2	137104400		0307	007			0	0		式	1		0		0		0	1.00	940000	0	940000	0	0	0	0	行動醫療站(大量傷病患器材車)相關設備：									0	363	380	0	0052	0	0	0		劉奎佑	1040730	BGT
16-1-131	0	16101		105	16101	2	138302000		0304	001			0	0		式	1		0		0		0	1.00	1110000	1110000	1110000	1033000	1033000	0	0	購置本市及區級災害應變中心移動式無線擴音設備12組、防水GPS數位相機27臺及筆記型電腦45臺，所需總金額2,2								本項為104-106年度連續性計畫，依內政部104年2月3日內授消字第1040821229號函，本市災害防救深耕第2期計畫總經費修正為25,352,000元，其中資本門6,331,000元，由內政部補助 3,195,000元，去年度編列第1年經費1,033,000元，經立法院刪減為938,000元，本年度續編第2年經費1,110,000元，其餘1,147,000元編列於以後年度。本年度編列購置移動式無線擴音設備、防水GPS數位相機及筆記型電腦共計2,256,000元，內政部補助1,110,000元，本府自籌配合款1,146,000元。		345	380	0	0001				0028	何以新	1040730	BGT
16-1-131	0	16101		105	16101	2	138302000		0307	001			0	0		套	4		0		0		0	4.00	17400	0	69600	0	0	0	0	A級防護衣4套，所需總金額232,000元，本府配合款162,400元，內政部消防署補助款編列如列數。										363	380	0	0002	0	0	0	0028	陳永生	1040730	BGT
