pageno	times	org1	pdept	bgtyy	org	item	srcid	obj	seq	acod	sdate	edate	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	note	icd	udept	acd	kort	man	sysdat	usno
1-1-20	0	01101		105	01101	1	060201		001	依預算法暨有關規定	1050101	1051231	月	12		0		0		0	12	5835	70020	70020	0	出售報廢財產廢舊物品等殘值收入。					總務組	1040409	
1-1-16	0	01101		105	01101	1	040202		002	依預算法暨有關規定	1050101	1051231	月	12		0		0		0	12	75000	900000	900000	0	使用交誼廳、禮堂、會議廳等場地使用費收入。					總務組	0014/09	
1-1-16	0	01101		105	01101	1	040202		003	依預算法暨有關規定	1050101	1051231	月	12		0		0		0	12	8000	96000	96000	0	男子理髮部、女子美容院租用本會場地使用費收入。					總務組	0014/09	
1-1-22	0	01101		105	01101	1	100202		001	依預算法暨有關規定	1050101	1051231	件	160		0		0		0	160	50	8000	8000	0	出售招標圖說工本費收入。					總務組	1040409	
1-1-16	0	01101		105	01101	1	040202		004	依預算法暨有關規定	1050101	1051231	月	12	臺	3		0		0	12x3	1836	66096	66096	0	地下1樓設置飲料及食品自動販賣機場地使用費收入。					總務組	1040409	
1-1-16	0	01101		105	01101	1	040202		005	依預算法暨有關規定	1050101	1051231	月	12		0		0		0	12	1400	16800	16800	0	使用秘書長職務宿舍繳回房租津貼併入數額。					總務組	0014/09	
1-1-18	0	01101		105	01101	1	040203		001	依預算法暨有關規定	1050101	1051231	月	12	件	250		0		0	12x250	2	6000	6000	0	圖書室提供影印服務收入。					資訊室	0014/09	
1-1-18	0	01101		105	01101	1	040203		002	依預算法暨有關規定	1050101	1051231	年	1	片	180		0		0	1x180	15	2700	2700	0	總務組提供影音資料複製收入。					總務組	1040409	BGT
4-1-34	0	04101		105	04101	1	011001		001	依菸酒稅法及財政收支劃分法。	1050101	1051231	年	1		0		0		0	1	909535000	909535000	909535000	0	依財政收支劃分法第8條規定，菸酒稅應以其總收入18％按人口比例分配直轄市及臺灣省各縣(市)，本年度預算數暫依104年度預算數編列，俟財政部核定數額確定後再配合調整。					王君生	1040318	
4-1-46	0	04101		105	04101	1	060102		001	依臺北市市有財產管理自治條例及臺北市市有土地出租租金計收基準有關規定辦理。	1050101	1051231	年	1		0		0		0	1	796747000	740000000	796747000	0	出租市有非公用土地及設定地上權之地租收入，以年租率2％或5％核算地租。另自用住宅或政府機關等租用市有土地，符合臺北市市有土地出租租金計收基準優惠計收規定者，依其優惠規定辦理。					劉永康、陳秋敏	1040713	
4-1-48	0	04101		105	04101	1	060103		001	依臺北市市有財產管理自治條例第65、66條規定辦理。	1050101	1051231	年	1		0		0		0	1	6000000	6000000	6000000	0	1.房屋現值×年租率(0.1)=年租金。¶2.非公用出租房屋總值約60,000,000元× ¶  0.1= 6,000,000元。					劉永康	1040721	
