pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	sysdat	usno
2-11-41	0	02121		105	02121	1	132801002		0204	001			0	0		月	12		0		0		0	12.00	2000	24000	24000	24000	24000	0	0	辦理緊急災害系統電話費(區級災害應變中心維持)。									0	209	380	0	0013				0027	王俊明	1040327	BGT
2-11-41	0	02121		105	02121	1	132801002		0204	002			0	0		月	12		0		0		0	12.00	1055	12660	12660	12660	12660	0	0	災害防救衛星電話通話費(區級災害應變中心維持)。									0	209	380	0	0014				0027	王俊明	1040327	BGT
2-11-41	0	02121		105	02121	1	132801002		0204	008			0	0		部	2	月	12		0		0	2.00×12.00	1400	33600	33600	33600	33600	0	0	災害防救用智慧型手機通話費(區級災害應變中心維持)。									0	209	380	0	0020				0027	王俊明	1040327	BGT
2-11-41	0	02121		105	02121	1	132801002		0206	001			0	0		年	1		0		0		0	1.00	20000	20000	20000	20000	20000	0	0	辦理防災演習租用車輛(災害防救演習)。									0	211	380	0	0021				0027	王俊明	1040327	BGT
2-11-41	0	02121		105	02121	1	132801002		0206	002			0	0		年	1		0		0		0	1.00	53688	53688	53688	53688	53688	0	0	辦理防災演習租用音響、帳棚及桌椅等費用(災害防救演習)。									0	212	380	0	0022				0027	王俊明	1040327	BGT
2-11-42	0	02121		105	02121	1	132801002		0214	004			0	0	1501	節	16		0		0		0	16.00	800	12800	12800	12800	12800	0	0	災害防救人員講師鐘點費(防災教育訓練暨宣導費用)。									1	242	380	0	0034				0027	王俊明	1040327	BGT
2-11-42	0	02121		105	02121	1	132801002		0215	001			0	0		年	1		0		0		0	1.00	57412	57412	57412	57412	57412	0	0	防災演習用文具紙張及相關物品等費用(災害防救演習)。									0	249	380	0	0035				0027	王俊明	1040327	BGT
2-11-44	0	02121		105	02121	1	132801002		0220	010			0	0		年	1		0		0		0	1.00	10000	10000	10000	10000	10000	0	0	防災宣導布條、宣導單張等文宣製作費用(防災教育訓練暨宣導費用)。									0	261	380	0	0053				0027	王俊明	1040327	BGT
2-11-44	0	02121		105	02121	1	132801002		0220	011			0	0		年	1		0		0		0	1.00	10000	10000	10000	10000	10000	0	0	防災演習教育訓練教材印製費(防災教育訓練暨宣導費用)。									0	261	380	0	0054				0027	王俊明	1040327	BGT
2-11-44	0	02121		105	02121	1	132801002		0220	012			0	0		年	1		0		0		0	1.00	18900	18900	18900	18900	18900	0	0	防災演習手冊及相關資料印刷等費用(災害防救演習)。									0	261	380	0	0055				0027	王俊明	1040327	BGT
2-11-44	0	02121		105	02121	1	132801002		0220	013			0	0		年	1		0		0		0	1.00	50000	50000	50000	50000	50000	0	0	防災公園開設演練及宣導費用(防災教育訓練暨宣導費用)。									0	272	380	0	0056				0027	王俊明	1040327	BGT
2-11-44	0	02121		105	02121	1	132801002		0220	020			0	0		年	1		0		0		0	1.00	660000	660000	660000	660000	660000	0	0	鄰里防災教育訓練、宣導及演習活動經費(防災教育訓練暨宣導費用)。									0	272	380	0	0063				0027	林麗君	1040327	BGT
2-11-45	0	02121		105	02121	1	132801002		0224	001			0	0		臺	9	年	1		0		0	9.00×1.00	1620	14580	14580	9720	9720	0	0	抽水機等災防設備養護費(區級災害應變中心維持)。									0	282	380	0	0067				0027	王俊明	1040505	BGT
2-11-45	0	02121		105	02121	1	132801002		0224	003			0	0		年	1		0		0		0	1.00	22300	22300	22300	22300	22300	0	0	災害應變中心緊急災害系統電話維護費(區級災害應變中心維持)。									0	282	380	0	0069				0027	王俊明	1040327	BGT
2-12-41	0	02122		105	02122	1	132801002		0204	005			0	0		月	12		0		0		0		2000	24000	24000	24000	24000	0	0	緊急災害系統電話費（區級災害應變中心維持）。									0	209	380	0	0018				0027	張為舜	1040304	BGT
2-12-41	0	02122		105	02122	1	132801002		0204	006			0	0		月	12		0		0		0		1055	12660	12660	12660	12660	0	0	災害防救衛星電話通話費及月租費（區級災害應變中心維持）。									0	209	380	0	0019				0027	張為舜	1040304	BGT
2-12-41	0	02122		105	02122	1	132801002		0204	007			0	0		支	2	月	12		0		0		1400	33600	33600	33600	33600	0	0	災害防救用智慧型手機（含租用網路費）系統通訊費（區級災害應變中心維持）。									0	209	380	1	0020				0027	張為舜	1040304	BGT
2-12-41	0	02122		105	02122	1	132801002		0206	001			0	0		年	1		0		0		0		52000	52000	52000	52000	52000	0	0	防救災演習租用車輛、音響、帳棚及桌椅等費用（災害防救演習）。									0	212	380	0	0021				0027	張為舜	1040304	BGT
2-12-41	0	02122		105	02122	1	132801002		0211	002			0	0	1801	人次	600		0		0		0		80	48000	48000	48000	48000	0	0	辦理防救災演習業務外勤誤餐費（災害防救演習）。									1	231	380	0	0024				0027	張為舜	1040304	BGT
2-12-41	0	02122		105	02122	1	132801002		0214	001			0	0	1501	節	16		0		0		0		800	12800	12800	12800	12800	0	0	聘請專業講師為本區災害應變中心編組及里鄰自治幹部進行教育訓練（防災教育訓練暨宣導費用）。									1	242	380	0	0026				0027	張為舜	1040304	BGT
2-12-42	0	02122		105	02122	1	132801002		0215	004			0	0		年	1		0		0		0		50000	50000	50000	50000	50000	0	0	辦理防救災演習用相關物品及文具紙張等費用（災害防救演習）。									0	250	380	0	0030				0027	張為舜	1040304	BGT
2-12-42	0	02122		105	02122	1	132801002		0215	008			0	0		臺	2		0		0		0	2.00	6000	12000	12000	0	0	0	0	汰換汙水沉水泵浦防災抽水機(區級災害應變中心維持)（新增）。									0	251	380	1	0033	0	0	0	0027	張為舜	1040729	BGT
2-12-43	0	02122		105	02122	1	132801002		0220	018			0	0		年	1		0		0		0		10000	10000	10000	10000	10000	0	0	防救災宣導布條、宣導單張等文宣製作費用（防災教育訓練暨宣導費用）。									0	272	380	0	0051				0027	張為舜	1040304	BGT
2-12-43	0	02122		105	02122	1	132801002		0220	019			0	0		年	1		0		0		0		10000	10000	10000	10000	10000	0	0	防救災人員教育訓練教材印製費（防災教育訓練暨宣導費用）。									0	261	380	0	0052				0027	張為舜	1040304	BGT
2-12-43	0	02122		105	02122	1	132801002		0220	020			0	0		年	1		0		0		0		50000	50000	50000	50000	50000	0	0	避難場所開設演練及宣導費用（防災教育訓練暨宣導費用）。									0	272	380	0	0053				0027	張為舜	1040304	BGT
2-12-43	0	02122		105	02122	1	132801002		0220	021			0	0		里	41		0		0		0		20000	820000	820000	820000	820000	0	0	鄰里防災教育訓練、宣導及活動經費（防災教育訓練暨宣導費用）。									0	272	380	0	0054				0027	張為舜	1040304	BGT
2-12-44	0	02122		105	02122	1	132801002		0224	002			0	0		年	1		0		0		0		22300	22300	22300	22300	22300	0	0	緊急通訊系統設備養護費（區級災害應變中心維持）。									0	282	380	0	0057				0027	張為舜	1040304	BGT
2-12-47	0	02122		105	02122	1	132801004		0224	002			0	0		臺	9	年	1		0		0		1620	14580	14580	14580	14580	0	0	抽水機等災防設備養護費（區級災害應變中心維持）。									0	282	380	0	0092				0027	張為舜	1040304	BGT
2-13-38	0	02123		105	02123	1	132801002		0204	001			0	0		月	12		0		0		0	12.00	2000	24000	24000	24000	24000	0	0	辦理緊急災害系統電話費(區級災害應變中心維持)。									0	209	380	0	0015					黃慈蓉	1040408	BGT
2-13-38	0	02123		105	02123	1	132801002		0204	002			0	0		部	1	月	12		0		0	1.00×12.00	500	6000	6000	6000	6000	0	0	辦理一呼百應系統電話費(區級災害應變中心維持)。									0	209	380	0	0016					黃慈蓉	1040408	BGT
2-13-38	0	02123		105	02123	1	132801002		0204	003			0	0		部	1	月	12		0		0	1.00×12.00	1055	12660	12660	12660	12660	0	0	災害防救衛星電話通話費(區級災害應變中心維持)。									0	209	380	0	0017					黃慈蓉	1040504	BGT
2-13-38	0	02123		105	02123	1	132801002		0204	009			0	0		部	2	月	12		0		0	2.00×12.00	1400	33600	33600	33600	33600	0	0	災害防救用智慧型手機(含租用網路費)系統通訊費(區級災害應變中心維持)。									0	209	380	0	0021					黃慈蓉	1040408	BGT
2-13-38	0	02123		105	02123	1	132801002		0206	001			0	0		式	1		0		0		0	1.00	52000	52000	52000	52000	52000	0	0	辦理防災演習租用車輛、音響、帳棚及桌椅等費用(災害防救演習)。									0	211	380	0	0022					黃慈蓉	1040408	BGT
2-13-38	0	02123		105	02123	1	132801002		0211	001			0	0	1801	人次	600		0		0		0	600.00	80	48000	48000	48000	48000	0	0	防災演習業務外勤誤餐費(災害防救演習)。									1	231	380	0	0025					黃慈蓉	1040408	BGT
2-13-39	0	02123		105	02123	1	132801002		0211	004			0	0	1801	人次	2		0		0		0	2.00	80	160	160	160	160	0	0	參加災害防救人員外勤誤餐費(區級災害應變中心維持)。									1	231	380	0	0028					黃慈蓉	1040408	BGT
2-13-39	0	02123		105	02123	1	132801002		0214	001			0	0		節	16		0		0		0	16.00	800	12800	12800	12800	12800	0	0	災害應變中心編組及里鄰自治幹部教育訓練(防災教育訓練暨宣導費用)。									0	242	380	0	0030					黃慈蓉	1040408	BGT
2-13-39	0	02123		105	02123	1	132801002		0215	001			0	0		年	1		0		0		0	1.00	30000	30000	30000	30000	30000	0	0	防災演習用文具紙張及相關物品等費用(災害防救演習)。									0	250	380	0	0031					黃慈蓉	1040408	BGT
2-13-39	0	02123		105	02123	1	132801002		0215	006			0	0		年	1		0		0		0	1.00	2000	2000	2000	2000	2000	0	0	辦理災害防救業務相關物品等費用(區級災害應變中心維持)。									0	250	380	0	0036					黃慈蓉	1040408	BGT
2-13-39	0	02123		105	02123	1	132801002		0220	001			0	0		年	1		0		0		0	1.00	20000	20000	20000	20000	20000	0	0	防災演習手冊及相關資料印製等費用(災害防救演習)。									0	261	380	0	0037					黃慈蓉	1040408	BGT
2-13-40	0	02123		105	02123	1	132801002		0220	005			0	0		年	1		0		0		0	1.00	10000	10000	10000	10000	10000	0	0	防災宣導布條、宣導單等文宣製作費用(防災教育訓練暨宣導費用)。									0	261	380	0	0041					黃慈蓉	1040408	BGT
2-13-40	0	02123		105	02123	1	132801002		0220	008			0	0		年	1		0		0		0	1.00	10000	10000	10000	10000	10000	0	0	災害防救人員教育訓練教材印製費(防災教育訓練暨宣導費用)。									0	261	380	0	0044					黃慈蓉	1040408	BGT
2-13-40	0	02123		105	02123	1	132801002		0220	009			0	0		年	1		0		0		0	1.00	50000	50000	50000	50000	50000	0	0	避難場所開設演練及宣導等各項費用(防災教育訓練暨宣導費用)。									0	261	380	0	0045					黃慈蓉	1040408	BGT
2-13-41	0	02123		105	02123	1	132801002		0220	025			0	0		里	53	年	1		0		0	53.00×1.00	20000	1060000	1060000	1060000	1060000	0	0	鄰里防災教育訓練、宣導及活動經費(防災教育訓練暨宣導費用)。									0	272	380	0	0057					林智凱	1040408	BGT
2-13-41	0	02123		105	02123	1	132801002		0224	002			0	0		年	1		0		0		0	1.00	22300	22300	22300	22300	22300	0	0	緊急通訊系統等設備養護費用(區級災害應變中心維持)。									0	281	380	0	0061					黃慈蓉	1040408	BGT
2-14-51	0	02124		105	02124	1	132801002		0204	005			0	0		月	12		0		0		0	12.00	2000	24000	24000	24000	24000	0	0	緊急災害系統電話費。(區級災害應變中心維持)									0	209	380	0	0019				0027	劉勳駿	1040421	BGT
2-14-51	0	02124		105	02124	1	132801002		0204	006			0	0		年	1		0		0		0	1.00	12660	12660	12660	12660	12660	0	0	災害防救衛星電話通話費。(區級災害應變中心維持)									0	209	380	0	0020				0027	劉勳駿	1040421	BGT
2-14-51	0	02124		105	02124	1	132801002		0204	008			0	0		支	2	月	12		0		0	2.00×12.00	1400	33600	33600	33600	33600	0	0	災害防救用智慧型手機(含租用網路費)系統通訊費。(區級災害應變中心維持)									0	209	380	1	0022				0027	劉勳駿	1040421	BGT
