pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	sysdat	usno
1-1-33	0	01101		105	01101	1	110101006		0220	028			0	0		臺	21	月	12		0		0		13500	3402000	3402000	3402000	3402000	0	0	高速影印機使用費。									0	261	122	0	0117				0008		1040515	BGT
1-1-33	0	01101		105	01101	1	110101006		0220	029			0	0		臺	1	月	12		0		0	1.00×12.00	50000	600000	600000	600000	600000	0	0	彩色影印機使用費。									0	261	122	0	0118				0008		1040526	BGT
2-1-35	0	02101		105	02101	1	120101002		0220	004			0	0		臺	20	月	12	張	2088		0		0.7	350784	350784	350784	350784	0	0	影印機使用費。　　　　　　　									0	261	122	0	0106				0008	旋巧潔	1040326	BGT
2-2-30	0	02102		105	02102	1	120101002		0220	004			0	0		臺	3	月	12	張	7143		0	3.00×12.00×7143.00	0.7	180004	180004	180004	180004	0	0	影印機使用費。									0	261	122	0	0032				0008	陳綺敏	1040419	BGT
2-3-25	0	02103		105	02103	1	120101002		0220	007			0	0	2001	臺	1	月	12	張	12800		0	1.00×12.00×12800.00	0.7	107520	107520	107520	107520	0	0	影印機使用費。									1	261	122	0	0044				0008	藍己秀	1040521	BGT
2-3-27	0	02103		105	02103	1	120101003		0220	003			0	0	2001	臺	1	月	12	張	1000		0	1.00×12.00×1000.00	0.7	8400	8400	8400	8400	0	0	影印機使用費。									1	261	122	0	0060				0008	郭銀蓉	1040521	BGT
2-3-28	0	02103		105	02103	1	120101004		0220	005			0	0	2001	臺	1	月	12	張	8700		0	1.00×12.00×8700.00	0.7	73080	73080	73080	73080	0	0	影印機使用費。									1	261	122	0	0071				0008	林承澤	1040521	BGT
2-3-29	0	02103		105	02103	1	120101005		0220	002			0	0	2001	臺	1	月	12	張	2000		0	1.00×12.00×2000.00	0.7	16800	16800	16800	16800	0	0	影印機使用費。									1	261	122	0	0079				0008	張盛國	1040521	BGT
2-3-29	0	02103		105	02103	1	120101006		0220	001			0	0	2001	臺	1	月	12	張	2200		0	1.00×12.00×2200.00	0.7	18480	18480	18480	18480	0	0	影印機使用費。									1	261	122	1	0085				0008	陳翠宜	1040521	BGT
2-3-34	0	02103		105	02103	1	120201002		0220	006			0	0	2001	臺	1	月	12	張	14000		0	1.00×12.00×14000.00	0.7	117600	117600	117600	117600	0	0	影印機使用費。									1	261	122	0	0020				0008	范玉梅	1040521	BGT
2-3-39	0	02103		105	02103	1	120202002		0220	004			0	0	2001	臺	1	月	12	張	7800		0	1.00×12.00×7800.00	0.7	65520	65520	65520	65520	0	0	影印機使用費。									1	261	122	0	0016				0008	林韋伶	1040521	BGT
2-3-44	0	02103		105	02103	1	120203002		0220	004			0	0	2001	臺	1	月	12	張	7800		0	1.00×12.00×7800.00	0.7	65520	65520	65520	65520	0	0	影印機使用費。									1	261	122	0	0011				0008	柳文鏗	1040521	BGT
2-3-49	0	02103		105	02103	1	120301002		0220	003			0	0	2001	臺	1	月	12	張	9600		0	1.00×12.00×9600.00	0.7	80640	80640	80640	80640	0	0	影印機使用費。									1	261	122	0	0017				0008	范汝欣	1040521	BGT
2-3-54	0	02103		105	02103	1	120302002		0220	008			0	0	2001	臺	1	月	12	張	3800		0	1.00×12.00×3800.00	0.7	31920	31920	31920	31920	0	0	影印機使用費。									1	261	122	0	0024				0008	周怡芳	1040521	BGT
2-4-24	0	02104		105	02104	1	120101002		0220	003			0	0		臺	3	月	12	張	9500		0	3.00×12.00×9500.00	0.7	239400	239400	239400	239400	0	0	影印機使用費。									0	261	122	0	0040				0008	蘇玉棻	1040420	BGT
2-5-18	0	02105		105	02105	1	120101002		0220	002			0	0	2001	臺	1	月	12	張	14400		0	1.00×12.00×14400.00	0.7	120960	120960	120960	120960	0	0	影印機使用費。									1	261	122	0	0040				0008	何佳蕙	1040401	BGT
2-6-39	0	02106		105	02106	1	212601004		0220	011			0	0	2001	臺	6	月	12	張	7500		0	6.00×12.00×7500.00	0.7	378000	378000	378000	378000	0	0	影印機使用費。									1	261	122	0	0082				0008	周麗君	1040423	BGT
2-7-24	0	02108		105	02108	1	120101002		0220	001			0	0		臺	4	月	12	張	10000		0		0.7	336000	336000	336000	336000	0	0	影印機使用費。　　　　　　　　　　　　　　　　　　　　　　　									0	261	122	0	0041				0008	張淑卿	1040311	BGT
2-8-17	0	02111		105	02111	1	340201002		0220	007			0	0		臺	1	月	12	張	3572		0		0.7	30005	30005	30005	30005	0	0	影印機使用費。										261	122	0	0026				0008	陳墀信	1040402	BGT
2-9-41	0	02112		105	02112	1	130201002		0220	004			0	0		臺	2	月	12	張	20833		0	2.00×12.00×20833.00	0.7	349994	349994	349994	349994	0	0	影印機使用費。								無增減。	0	261	122	0	0026					陳思穎	1040507	BGT
2-9-42	0	02112		105	02112	1	130201004		0220	002			0	0		臺	1	月	12	張	4000		0	1.00×12.00×4000.00	0.7	33600	33600	33600	33600	0	0	影印機使用費。								 無增減。	0	261	122	0	0037					陳思穎	1040507	BGT
2-9-52	0	02112		105	02112	1	130301006		0220	003			0	0		臺	1	月	12	張	4000		0	1.00×12.00×4000.00	0.7	33600	33600	33600	33600	0	0	影印機使用費。								無增減。	0	261	122	0	0067					陳誼誠	1040509	BGT
2-10-25	0	02113		105	02113	1	220101002		0220	008			0	0		臺	3	月	12	張	11000		0	3.00×12.00×11000.00	0.7	277200	277200	238064	238064	0	0	影印機使用費。								核實增列(數量由9,447增為11,000)	0	261	122	0	0051					宋天祺	1040507	BGT
2-11-44	0	02121		105	02121	1	132801002		0220	015			0	0		臺	2	月	12	張	17005		0	2.00×12.00×17005.00	0.7	285684	285684	285684	285684	0	0	影印機使用費。									0	261	122	0	0058				0008	簡聿悊	1040327	BGT
2-12-32	0	02122		105	02122	1	130101002		0220	008			0	0	2001	臺	6	月	12	張	8076		0		0.7	407030	407030	407030	407030	0	0	影印機使用費。									1	261	122	0	0055				0008	莊月桃	1040303	BGT
2-13-30	0	02123		105	02123	1	130101002		0220	009			0	0	2001	臺	5	月	12	張	8000		0	5.00×12.00×8000.00	0.7	336000	336000	336000	336000	0	0	影印機使用費。									1	261	122	0	0046					何積忠	1040428	BGT
2-14-42	0	02124		105	02124	1	130101002		0220	010			0	0		臺	1	月	12	張	13065		0	1.00×12.00×13065.00	0.7	134400	109746	134400	134400	0	0	影印機使用費。									0	261	122	0	0057				0008	章庭瑜	1040724	BGT
2-14-54	0	02124		105	02124	1	132801002		0220	024			0	0		臺	1	月	12	張	13295		0		0.7	111678	111678	111678	111678	0	0	影印機使用費。									0	261	122	0	0056				0008	呂鳳琪	1040421	BGT
2-14-56	0	02124		105	02124	1	132801003		0220	006			0	0		臺	1	月	12	張	9600		0	1.00×12.00×9600.00	0.7	80640	80640	0	0	0	0	社會業務、健保業務用影印機使用費。								整併	0	261	122	0	0085	0	0	0	0008	洪春霞	1040506	BGT
2-14-58	0	02124		105	02124	1	132801004		0220	006			0	0		臺	1	月	12	張	4000		0		0.7	33600	33600	33600	33600	0	0	影印機使用費。									0	261	122	0	0101				0008	朱良斌	1040421	BGT
2-14-59	0	02124		105	02124	1	132801005		0220	003			0	0		臺	1	月	12	張	4000		0		0.7	33600	33600	33600	33600	0	0	影印機使用費。									0	261	122	0	0114				0008	鄭良城	1040421	BGT
2-15-28	0	02125		105	02125	1	130101002		0220	013			0	0	2001	臺	1	月	12	張	8228		0		0.7	69115	69115	69115	69115	0	0	影印機使用費。									1	261	122	1	0053				0008	孫玉英	1040404	BGT
2-15-41	0	02125		105	02125	1	132801002		0220	017			0	0	2001	臺	1	月	12	張	8228		0		0.7	69115	69115	69115	69115	0	0	影印機使用費。									1	261	122	0	0055				0008	涂中英	1040404	BGT
2-15-43	0	02125		105	02125	1	132801003		0220	002			0	0	2001	臺	1	月	12	張	8228		0		0.7	69115	69115	69115	69115	0	0	影印機使用費。									1	261	122	0	0084				0008	黃文麗	1040404	BGT
2-15-46	0	02125		105	02125	1	132801005		0220	003			0	0	2001	臺	1	月	12	張	8228		0		0.7	69115	69115	69115	69115	0	0	影印機使用費。　　　　　									1	261	122	0	0108				0008	張炳進	1040404	BGT
2-15-46	0	02125		105	02125	1	132801008		0220	004			0	0	2001	臺	1	月	12	張	8228		0		0.7	69115	69115	69115	69115	0	0	影印機使用費。									1	261	122	0	0115				0008	陳素月	1040404	BGT
2-16-30	0	02126		105	02126	1	130101002		0220	011			0	0		臺	5	月	12	張	6956		0		0.7	292152	292152	292152	292152	0	0	影印機使用費。									0	272	122	0	0054				0008		1040413	BGT
2-17-32	0	02127		105	02127	1	130101002		0220	008			0	0		臺	1	月	12	張	7200		0		0.7	60480	60480	60480	60480	0	0	影印機使用費。									0	261	122	0	0050				0008	林潘明	1040409	BGT
2-17-47	0	02127		105	02127	1	132801002		0220	014			0	0		臺	1	月	12	張	4800		0		0.7	40320	40320	40320	40320	0	0	影印機使用費。									0	261	122	0	0054				0008	陳雅	1040409	BGT
2-17-49	0	02127		105	02127	1	132801003		0220	002			0	0		臺	1	月	12	張	5200		0		0.7	43680	43680	43680	43680	0	0	影印機使用費。									0	261	122	0	0083				0008	劉若華	1040409	BGT
2-17-51	0	02127		105	02127	1	132801004		0220	006			0	0		臺	1	月	12	張	8000		0		0.7	67200	67200	67200	67200	0	0	影印機使用費。									0	261	122	0	0100				0008	周瑞祥	1040409	BGT
2-17-51	0	02127		105	02127	1	132801005		0220	003			0	0		臺	1	月	12	張	7200		0		0.7	60480	60480	60480	60480	0	0	影印機使用費。									0	261	122	0	0110				0008	張麗華	1040409	BGT
