pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	sysdat	usno
1-1-25	0	01101		105	01101	1	110101002		0201	001			0	0		人	94	月	12		0		0	94.00×12.00	360	406080	406080	512640	512640	0	0	編制內人員一般經常費。									0	201	122	0	0008				0001		1040520	BGT
1-1-25	0	01101		105	01101	1	110101002		0201	002			0	0		人	26	月	12		0		0	26.00×12.00	120	37440	37440	49920	49920	0	0	約聘僱人員、駐衛警一般經常費。									0	201	122	0	0009				0001		1040519	BGT
1-1-25	0	01101		105	01101	1	110101002		0201	003			0	0		人	46	月	12		0		0	46.00×12.00	50	27600	27600	44160	44160	0	0	技工、駕駛、工友一般經常費。									0	201	122	0	0010				0001		1040519	BGT
1-1-25	0	01101		105	01101	1	110101002		0201	004			0	0		人	43	月	12		0		0	43.00×12.00	50	25800	25800	41280	41280	0	0	臨時工一般經常費。									0	201	122	0	0011				0001		1040519	BGT
2-1-29	0	02101		105	02101	1	120101002		0201	001			0	0	1601	人	151	月	12		0		0	151.00×12.00	360	652320	652320	806340	806340	0	0	職員151人，按每人每月360元編列。								依標準單價編列	1	201	122	0	0025				0001	黃淑娟	1040506	BGT
2-1-29	0	02101		105	02101	1	120101002		0201	002			0	0	1602	人	23	月	12		0		0	23.00×12.00	120	33120	33120	40320	40320	0	0	約聘僱23人，按每人每月120元編列。								105年度增列聘用企劃師2人	1	201	122	0	0026				0001	黃淑娟	1040506	BGT
2-1-29	0	02101		105	02101	1	120101002		0201	003			0	0	1603	人	39	月	12		0		0	39.00×12.00	50	23400	23400	39360	39360	0	0	駕駛、技工、工友共39人，每人每月50元編列。									1	201	122	0	0027				0001	黃淑娟	1040721	BGT
2-2-28	0	02102		105	02102	1	120101002		0201	001			0	0	1601	人	54	月	12		0		0	54.00×12.00	360	233280	233280	288360	288360	0	0	職員54人，按每人每月360元編列。									1	201	122	0	0013				0001	陳綺敏	1040430	BGT
2-2-28	0	02102		105	02102	1	120101002		0201	002			0	0	1602	人	70	月	12		0		0	70.00×12.00	120	100800	100800	134400	134400	0	0	駐警70人，按每人每月120元編列。									1	201	122	0	0014				0001	陳綺敏	1040430	BGT
2-2-28	0	02102		105	02102	1	120101002		0201	003			0	0	1603	人	13	月	12		0		0	13.00×12.00	50	7800	7800	12480	12480	0	0	技工、工友、駕駛共13人，按每人每月50元編列。									1	201	122	0	0015				0001	陳綺敏	1040430	BGT
2-3-23	0	02103		105	02103	1	120101002		0201	001			0	0	1601	人	146	月	12		0		0	146.00×12.00	360	630720	630720	779640	779640	0	0	職員146人，按每人每月360元編列。								依共同編列基準覈實減列	1	201	122	0	0014				0001	藍己秀	1040428	BGT
