times	borg	recid	yearno	orgno	itemno	dno	workid	obj	seqno	statcd	workname	budget	lastbudget	unit	quantity	unitprice	price	newitem	pageno	notes	src	bybase
1	02112	9	105	02112	1	133902001		0220	001	272	　　　一般事務費	200000	0	年	1	200,000	200000	0	2-9-13	辦理補助中低收入戶原住民建購、修繕住宅行政費。	0200090801	一般
1	02112	14	105	02112	1	133902001		0406	001	419	　　　社會福利津貼及濟助	500000	0	年	1	500,000	500000	0	2-9-13	補助中低收入戶原住民建購、修繕住宅。	0200090801	一般
1	02112	22	105	02112	1	133902002		0215	001	249	　　　物品及材料	10000	0	年	1	10,000	10000	0	2-9-13	辦理105年度原住民學生課後扶植計畫行政費。	0200090801	一般
1	02112	27	105	02112	1	133902002		0401	001	402	　　　對國內團體之捐助	570000	0	年	1	570,000	570000	0	2-9-13	補助辦理105年度原住民學生課後扶植計畫。	0200090801	一般
1	02112	37	105	02112	1	133902003		0220	001	272	　　　一般事務費	770000	0	年	1	770,000	770000	0	2-9-13	辦理沉浸式族語學習體驗、教會族語扎根及族語復振計畫等相關經費。	0200090801	一般
1	02112	47	105	02112	1	133902006		0220	001	272	　　　一般事務費	30000	0	年	1	30,000	30000	0	2-9-14	辦理承租國宅暨生活品質促進計畫行政費。	0200090801	一般
1	02112	50	105	02112	1	133902006		0232	001	292	　　　臨時人員酬金	570000	0	年	1	570,000	570000	0	2-9-14	原住民住宅輔導工作臨時人員1名酬金。	0200090801	一般
1	02112	59	105	02112	1	133902007		0214	001	242	　　　按日按件計資酬金	750000	0	節	937.50	800	750000	0	2-9-14	原住民族部落大學講師鐘點費。	0200090801	一般
1	02112	61	105	02112	1	133902007		0232	001	292	　　　臨時人員酬金	600000	0	節	1	600,000	600000	0	2-9-14	原住民族部落大學專任人員2名酬金。	0200090801	一般
1	02112	71	105	02112	1	133902008		0220	001	259	　　　　	0	0	年	1	256,000	256000	0	2-9-14	增進原住民風險管理能力，辦理法律諮詢服務。	0200090801	一般
1	02112	74	105	02112	1	133902008		0220	002	272	　　　　	0	0	年	1	50,000	50000	0	2-9-15	辦理原住民銀髮族健康講座及保健服務。	0200090801	一般
1	02112	79	105	02112	1	133902008		0220	004	272	　　　　	0	0	年	1	463,000	463000	0	2-9-15	扶植原住民拓展經濟事業、推動原住民專案貸款及舉辦各項貸款宣導、金融知識教育或理財宣導活動。	0200090801	一般
1	02112	83	105	02112	1	133902008		0220	005	272	　　　　	0	0	年	1	540,000	540000	0	2-9-15	辦理原住民家庭、親職及社會教育推廣活動等相關經費。	0200090801	一般
1	02112	86	105	02112	1	133902008		0232	001	292	　　　臨時人員酬金	423600	0	年	1	423,600	423600	0	2-9-15	進用凱達格蘭文化館策展規劃人員1名酬金。	0200090801	一般
1	02112	92	105	02112	1	133902008		0406	001	417	　　　　	0	0	年	1	670,000	670000	0	2-9-15	補助年滿3歲至入國小前之幼兒就托公私立案托兒所或幼兒（稚）園托育補助費。	0200090801	一般
1	02112	95	105	02112	1	133902008		0406	002	426	　　　　	0	0	年	1	190,000	190000	0	2-9-15	補助原住民急難救助。	0200090801	一般
1	02112	97	105	02112	1	133902008		0406	003	419	　　　　	0	0	年	1	110,000	110000	0	2-9-15	補助原住民弱勢家戶資訊服務計畫。	0200090801	一般
1	02121	6	105	02121	1	130101002		0107	004	125	　　　　	0	0	人、月、段	1x7x2	-630	-8820	0	2-11-9	員工上下班交通費。	0200110101	人事
1	02121	8	105	02121	1	130101002		0107	005	125	　　　　	0	0	人、月、段	3x7x1	-630	-13230	0	2-11-9	員工上下班交通費。	0200110101	人事
1	02121	3	105	02121	1	132801000		0104	002	112	　　　技工及工友待遇	-987130	0	年	1	-987,130	-987130	0	2-11-11	職工-4人人事費(詳人事費分析表)。	0200110201	人事
1	02121	5	105	02121	1	132801000		0109	002	138	　　　退休離職儲金	-91728	0	年	1	-91,728	-91728	0	2-11-11	職工退休離職儲金(詳人事費分析表)。	0200110201	人事
1	02121	8	105	02121	1	132801000		0110	003	139	　　　　	0	0	年	1	-45,507	-45507	0	2-11-11	職員(工)健保費(詳人事費分析表)。	0200110201	人事
1	02121	10	105	02121	1	132801000		0110	004	144	　　　　	0	0	年	1	-67,970	-67970	0	2-11-11	職工勞保費(詳人事費分析表)。	0200110201	人事
1	02112	76	105	02112	1	133902008		0220	003	259	　　　　	0	0	年	1	136,000	136000	0	2-9-15	輔導原住民參加職業技能訓練與就業服務，提升專業技能及就業競爭力。	0200090801	一般
1	02122	6	105	02122	1	130101002		0107	001	125	　　　　	0	317520	人、月、段	-1x7x1	630	-4410	0	2-12-7	員工上下班交通費。	0200120101	人事
1	02122	8	105	02122	1	130101002		0107	002	125	　　　　	0	1496880	人、月、段	-3x7x2	630	-26460	0	2-12-7	員工上下班交通費。	0200120101	人事
1	02122	5	105	02122	1	132801001		0104	001	112	　　　技工及工友待遇	-1005248	0	年	1	-1,005,248	-1005248	0	2-12-9	職工-4人人事費(詳人事費分析表)。	0200120201	人事
1	02122	7	105	02122	1	132801001		0109	001	138	　　　退休離職儲金	-58464	0	年	1	-58,464	-58464	0	2-12-9	職工退休離職儲金(詳人事費分析表)。	0200120201	人事
1	02122	10	105	02122	1	132801001		0110	001	139	　　　　	0	0	年	1	-44,156	-44156	0	2-12-9	職員(工)健保費(詳人事費分析表)。	0200120201	人事
1	02122	12	105	02122	1	132801001		0110	002	144	　　　　	0	0	年	1	-69,860	-69860	0	2-12-9	職工勞保費(詳人事費分析表)。	0200120201	人事
1	02123	5	105	02123	1	130101002		0107	001	125	　　　其他給與	-17640	0	人、月、段	-4x7x1	630	-17640	0	2-13-7	員工上下班交通費。	0200130101	人事
1	02123	5	105	02123	1	132801001		0104	001	112	　　　技工及工友待遇	-963900	0	年	1	-963,900	-963900	0	2-13-9	職工-4人人事費(詳人事費分析表)。	0200130201	人事
1	02123	7	105	02123	1	132801001		0109	001	138	　　　退休離職儲金	-72800	0	年	1	-72,800	-72800	0	2-13-9	職工退休離職儲金(詳人事費分析表)。	0200130201	人事
1	02123	10	105	02123	1	132801001		0110	001	139	　　　　	0	0	年	1	-33,075	-33075	0	2-13-9	職員(工)健保費(詳人事費分析表)。	0200130201	人事
1	02123	12	105	02123	1	132801001		0110	002	144	　　　　	0	0	年	1	-65,247	-65247	0	2-13-9	職工勞保費(詳人事費分析表)。	0200130201	人事
1	02124	5	105	02124	1	132801001		0104	001	112	　　　技工及工友待遇	-896100	0	年	1	-896,100	-896100	0	2-14-7	職工5人人事費(詳人事費分析表)。	0200140201	人事
1	02124	7	105	02124	1	132801001		0109	001	138	　　　退休離職儲金	-64960	0	年	1	-64,960	-64960	0	2-14-7	職工退休離職儲金(詳人事費分析表)。	0200140201	人事
1	02124	10	105	02124	1	132801001		0110	001	139	　　　　	0	0	年	1	-38,752	-38752	0	2-14-7	職員(工)健保費(詳人事費分析表)。	0200140201	人事
1	02124	12	105	02124	1	132801001		0110	002	144	　　　　	0	0	年	1	-58,212	-58212	0	2-14-7	職工勞保費(詳人事費分析表)。	0200140201	人事
1	02125	5	105	02125	1	130101002		0107	001	125	　　　其他給與	-8820	340200	人、月、段	-2x7x1	630	-8820	0	2-15-7	員工上下班交通費。	0200150101	人事
1	02125	5	105	02125	1	132801001		0104	001	112	　　　技工及工友待遇	-240700	519200	年	1	-240,700	-240700	0	2-15-9	職工-2人人事費(詳人事費分析表)。	0200150201	人事
1	02125	7	105	02125	1	132801001		0109	001	138	　　　退休離職儲金	-18480	34160	年	1	-18,480	-18480	0	2-15-9	職工退休離職儲金(詳人事費分析表)。	0200150201	人事
1	02125	10	105	02125	1	132801001		0110	001	139	　　　　	0	2586243	年	1	-11,025	-11025	0	2-15-9	職員(工)健保費(詳人事費分析表)。	0200150201	人事
1	02125	12	105	02125	1	132801001		0110	002	144	　　　　	0	30615	年	1	-16,562	-16562	0	2-15-9	職工勞保費(詳人事費分析表)。	0200150201	人事
1	02126	5	105	02126	1	130101001		0104	001	112	　　　技工及工友待遇	-241792	0	年	1	-241,792	-241792	0	2-16-7	職工-1人人事費(詳人事費分析表)。	0200160101	人事
1	02126	7	105	02126	1	130101001		0109	001	138	　　　退休離職儲金	-17920	0	年	1	-17,920	-17920	0	2-16-7	職工退休離職儲金(詳人事費分析表)。	0200160101	人事
1	02126	10	105	02126	1	130101001		0110	001	139	　　　　	0	0	年	1	-10,689	-10689	0	2-16-7	職員(工)健保費(詳人事費分析表)。	0200160101	人事
1	02126	12	105	02126	1	130101001		0110	002	144	　　　　	0	0	年	1	-16,058	-16058	0	2-16-7	職工勞保費(詳人事費分析表)。	0200160101	人事
1	02126	18	105	02126	1	130101002		0107	001	125	　　　其他給與	-4410	0	人、月、段	1x7x1	-630	-4410	0	2-16-7	員工上下班交通費。	0200160101	人事
1	02128	5	105	02128	1	130101020		0107	001	125	　　　其他給與	-13230	0	人、月、段	-3x7x1	630	-13230	0	2-18-11	員工上下班交通費。	0200180101	人事
1	02128	5	105	02128	1	132801010		0104	001	112	　　　技工及工友待遇	-721338	0	年	1	-721,338	-721338	0	2-18-13	職工-3人人事費(詳人事費分析表)。	0200180201	人事
1	02128	7	105	02128	1	132801010		0109	001	138	　　　退休離職儲金	-34285	0	年	1	-34,285	-34285	0	2-18-13	職工退休離職儲金(詳人事費分析表)。	0200180201	人事
1	02128	10	105	02128	1	132801010		0110	001	139	　　　　	0	0	年	1	-32,166	-32166	0	2-18-13	職員(工)健保費(詳人事費分析表)。	0200180201	人事
1	02128	12	105	02128	1	132801010		0110	002	144	　　　　	0	0	年	1	-50,604	-50604	0	2-18-13	職工勞保費(詳人事費分析表)。	0200180201	人事
1	02128	8	105	02128	1	133902021		0214	001	240	　　　按日按件計資酬金	20000	0	人次	10	2,000	20000	0	2-18-15	社區營造推動之建置運作相關出席費及審查費。	0200180301	新續
1	02128	11	105	02128	1	133902021		0216	001	254	　　　委辦費	400000	0	式	1	400,000	400000	0	2-18-15	復興景美文化軸帶尋找新人文渡口計畫經費明細如下：			1.人事費用60,000元。			2.辦理研習講座、參訪活動等費用340,000元。	0200180301	新續
1	02128	17	105	02128	1	133902021		0220	001	272	　　　一般事務費	7000	0	年	1	7,000	7000	0	2-18-15	社區營造推動之建置運作文具用品及雜費等。	0200180301	新續
1	02129	8	105	02129	1	130101002		0107	001	125	　　　其他給與	-17640	0	人、月、段	-4x7x1	630	-17640	0	2-19-11	員工上下班交通費。	0200190101	人事
1	02129	8	105	02129	1	132801001		0104	001	112	　　　技工及工友待遇	-956732	0	年	1	-956,732	-956732	0	2-19-13	職工-4人人事費(詳人事費分析表)。	0200190201	人事
1	02129	10	105	02129	1	132801001		0109	001	138	　　　退休離職儲金	-50960	0	年	1	-50,960	-50960	0	2-19-13	職工退休離職儲金(詳人事費分析表)。	0200190201	人事
1	02129	13	105	02129	1	132801001		0110	001	139	　　　　	0	0	年	1	-41,538	-41538	0	2-19-13	職員(工)健保費(詳人事費分析表)。	0200190201	人事
1	07104	10	105	07104	1	510101002		0107	001	125	　　　　	0	0	人、月、段	22x7x1	630	97020	0	7-4-9	員工上下班交通費。	0700040101	人事
1	07104	12	105	07104	1	510101002		0107	002	125	　　　　	0	0	人、月、段	4x7x2	630	35280	0	7-4-9	員工上下班交通費。	0700040101	人事
1	07104	9	105	07104	1	510201001		0104	001	112	　　　技工及工友待遇	7221502	0	年	1	7,221,502	7221502	0	7-4-11	職工36人人事費(詳人事費分析表)。	0700040201	人事
1	07104	11	105	07104	1	510201001		0109	001	138	　　　退休離職儲金	571019	0	年	1	571,019	571019	0	7-4-11	職工退休離職儲金(詳人事費分析表)。	0700040201	人事
1	07104	14	105	07104	1	510201001		0110	001	139	　　　　	0	0	年	1	378,744	378744	0	7-4-11	職員(工)健保費(詳人事費分析表)。	0700040201	人事
1	07104	16	105	07104	1	510201001		0110	002	144	　　　　	0	0	年	1	503,486	503486	0	7-4-11	職工勞保費(詳人事費分析表)。	0700040201	人事
1	07104	9	105	07104	1	513901001		0216	001	254	　　　委辦費	1500000	0	式	1	1,500,000	1500000	0	7-4-13	辦理臺北市士林官邸公園營運移轉案。	0700040801	一般
