pageno	times	org1	pdept	bgtyy	org	item	srcid	obj	seq	acod	sdate	edate	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	note	icd	udept	acd	kort	man	sysdat	usno
3-1-33	0	03101		103	03101	1	040207		001	本府85年5月21日專案核准民生社區中心技藝研習班收費基準。	1030101	1031231	年	1		0		0		0	1	1344000	1344000	1344000	1344000	技藝研習班學費收入：¶800元×30人×28班×2期=1,344,000元。					蔡長山	1020311	
3-5-22	0	03112		103	03112	1	040203		004	依據臺北市印鑑登記及印鑑證明收費標準辦理。	1030101	1031231	張	42000		0		0		0	42000	20	840000	840000	840000	印鑑證明工本費收入。					吳課長維祿	1020320	
3-5-22	0	03112		103	03112	1	040203		005	依據戶籍法第69條規定辦理。	1030101	1031231	張	1200		0		0		0	1200	7	8400	8400	8400	列印戶籍名冊資料工本費收入。					吳課長維祿	1020320	
3-5-22	0	03112		103	03112	1	040203		006	依據戶籍法第69條規定辦理。	1030101	1031231	張	160		0		0		0	160	10	1600	1600	1600	戶口統計資料工本費收入。					吳課長維祿	1020320	
3-5-26	0	03112		103	03112	1	060201		001	臺北市市有財產報廢處理原則辦理。	1030101	1031231	年	1		0		0		0	1	2000	2000	2000	2000	出售報廢財產及物品等殘值收入。					蔡課長美慧	1020320	
3-5-18	0	03112		103	03112	1	040104		001	依據歸化取得我國國籍者基本語言能力及國民權利義務基本常識認定標準辦理。	1030101	1031231	人次	5		0		0		0	5	500	2500	2500	2500	國籍歸化測試工本費收入。					袁美華	1020320	
3-5-14	0	03112		103	03112	1	040102		006	依據歸化取得我國國籍者基本語言能力及國民權利義務基本常識認定標準辦理。	1030101	1031231	張	4		0		0		0	4	50	200	200	200	國籍歸化測試補(換)發成績單工本費收入。					袁美華	1020320	
3-5-20	0	03112		103	03112	1	040202		001	依據臺北市市有財產管理自治條例第66條規定辦理。	1030101	1031231	張	5000		0		0		0	5000	1	5000	5000	5000	便民影印服務收入。					蔡課長美慧	1020320	
3-5-24	0	03112		103	03112	1	040207		001	戶政事務所代收自然人憑證IC卡行政管理費使用要點。	1030101	1031231	張	5000		0		0		0	5000	27	135000	135000	135000	自然人憑證IC卡行政管理費收入(收支併列)。					吳課長維祿	1020320	
3-5-14	0	03112		103	03112	1	040102		007	依據戶籍法第69條規定辦理。	1030101	1031231	張	550		0		0		0	550	100	55000	55000	55000	中、英文結(離)婚證明書工本費收入。					袁美華	1020320	
3-6-12	0	03113		103	03113	1	030101		001	依據戶籍法第76、77、78、79、80條規定辦理。	1030101	1031231	年	1		0		0		0	1	180000	180000	180000	180000	逾期申報及不實申請各項戶籍登記罰鍰收入。					成家玉	1020321	
3-6-14	0	03113		103	03113	1	040102		001	依據戶籍法第69條規定辦理。	1030101	1031231	張	11530		0		0		0	11530	30	345900	345900	345900	戶口名簿工本費收入。					李桃英	1020322	
3-6-14	0	03113		103	03113	1	040102		002	依據臺北市門牌編釘及門牌證明書收費標準辦理。	1030101	1031231	面	1100		0		0		0	1100	64	70400	70400	70400	門牌工本費收入。					陳建州	1020322	
3-6-14	0	03113		103	03113	1	040102		003	依據臺北市門牌編釘及門牌證明書收費標準辦理。	1030101	1031231	張	1600		0		0		0	1600	20	32000	32000	32000	門牌證明工本費收入。					陳建州	1020322	
3-6-14	0	03113		103	03113	1	040102		004	依據戶籍法第69條規定辦理。	1030101	1031231	件	29544		0		0		0	29544	50	1477200	1477200	1477200	國民身分證初、換核發工本費收入。					江婉均	1020322	
3-6-14	0	03113		103	03113	1	040102		005	依據戶籍法第69條規定辦理。	1030101	1031231	件	7520		0		0		0	7520	200	1504000	1504000	1504000	國民身分證補發工本費收入。					江婉均	1020322	
3-6-16	0	03113		103	03113	1	040103		001	依據臺北市印鑑登記及印鑑證明收費標準辦理。	1030101	1031231	件	10595		0		0		0	10595	20	211900	211900	211900	印鑑登記、變更及註銷工本費收入。					陳素欽	1020322	
3-6-20	0	03113		103	03113	1	040202		001	依據臺北市市有公用房地提供使用辦法規定辦理。	1030101	1031231	月	12		0		0		0	12	4122	49464	49464	49464	設置便民證件自動照相機，場地出借使用費收入。					莊惠蘭	1020402	
3-6-22	0	03113		103	03113	1	040203		001	依據戶籍法第69條規定辦理。	1030101	1031231	件	750		0		0		0	750	15	11250	11250	11250	戶籍登記資料閱覽費收入。					徐榮見	1020322	
3-6-22	0	03113		103	03113	1	040203		002	依據戶籍法第69條規定辦理。	1030101	1031231	張	420000		0		0		0	420000	15	6300000	6300000	6300000	中文戶籍謄本工本費收入。					徐榮見	1020322	
3-7-24	0	03114		103	03114	1	040207		001	戶政事務所代收自然人憑證IC卡行政管理費使用要點。	1030101	1031231	張	6000		0		0		0	6000	27	162000	162000	162000	自然人憑證IC卡行政管理費收入(收支並列)。					潘美慧	1020321	
3-9-20	0	03116		103	03116	1	040203		001	依據戶籍法第69條規定辦理。	1030101	1031231	件	10		0		0		0	10	15	150	150	150	戶籍登記資料閱覽費收入。					楊妍盈	1020320	
3-9-20	0	03116		103	03116	1	040203		002	依據戶籍法第69條規定辦理。	1030101	1031231	張	182968		0		0		0	182968	15	2744520	2744520	2744520	中文戶籍謄本工本費收入。					楊妍盈	1020502	
3-9-14	0	03116		103	03116	1	040102		001	依據戶籍法第69條規定辦理。	1030101	1031231	件	13700		0		0		0	13700	50	685000	685000	685000	國民身分證初、換核發工本費收入。					楊妍盈	1020320	
3-12-22	0	03123		103	03123	1	040203		004	依據戶籍法第69條規定辦理。	1030101	1031231	張	600		0		0		0	600	7	4200	4200	4200	列印戶籍名冊資料工本費收入。					鄧壽星	1020321	
3-12-22	0	03123		103	03123	1	040203		005	依據戶籍法第69條規定辦理。	1030101	1031231	        張	850		0		0		0	850	100	85000	85000	85000	英文戶籍謄本工本費收入。					鄧壽星	1020321	
3-12-14	0	03123		103	03123	1	040102		006	依據歸化取得我國國籍者基本語言能力及國民權利義務基本常識認定標準辦理。	1030101	1031231	張	1		0		0		0	1	50	50	50	50	國籍歸化測試補(換)發成績單工本費收入。					蘇聖雅	1020321	
3-12-18	0	03123		103	03123	1	040104		001	依據歸化取得我國國籍者基本語言能力及國民權利義務基本常識認定標準辦理。	1030101	1031231	人次	12		0		0		0	12	500	6000	6000	6000	國籍歸化測試工本費收入。					蘇聖雅	1020321	
3-12-20	0	03123		103	03123	1	040202		003	依據臺北市市有公用房地提供使用辦法規定辦理。	1030101	1031231	月	12		0		0		0	12	5000	60000	60000	60000	設置便民證件自動照相機，場地出借使用費收入。					郭世煌	1020321	
3-12-24	0	03123		103	03123	1	040207		001	戶政事務所代收自然人憑證IC卡行政管理費使用要點。	1030101	1031231	張	7800		0		0		0	7800	27	210600	210600	210600	自然人憑證IC卡行政管理費收入(收支併列)。					鄧壽星	1020321	
3-12-14	0	03123		103	03123	1	040102		007	依據戶籍法第69條規定辦理。	1030101	1031231	張	800		0		0		0	800	100	80000	80000	80000	中、英文結(離)婚證明書工本費收入。					鄧壽星	1020321	
3-12-22	0	03123		103	03123	1	040203		006	依據戶籍法第69條規定辦理。	1030101	1031231	張	5400		0		0		0	5400	10	54000	54000	54000	戶籍檔案原始資料影本工本費收入。					鄧壽星	1020321	
3-13-12	0	03124		103	03124	1	030101		001	依據戶籍法第76、77、78、79、80條規定辦理。	1030101	1031231	年	1		0		0		0	1	80000	80000	80000	80000	逾期申報及不實申請各項戶籍登記罰鍰收入。					藍英哲	1020319	
