times	borg	recid	yearno	orgno	itemno	dno	src0	src1	src2	src3	seqno	srcna	inbasis	inperiod	unit	quantity	unitprice	price	pageno	note	src
0	02102	2	103	02102	1	040202	4	3	1	1	001		依據臺北市市政大樓及市民廣場場地收費基準	103.01.01-103.12.31	月	12	23500	282000	2-2-16	(1)市政大樓沈葆楨廳場地：預計每月出    　  租1次，每次4小時5,000元¶　　5,000元*1=5,000元。¶(2)東門廣場：預計每月出租1次，每次　　　4小時2,500元¶　　2,500元*1次=2,500元。¶(3)街舞區：預計每月出租1次，每次4小　　時3,500元¶　　3,500元*1次=3,500元。¶(4)好望角步道區：預計每月出租1次，　　　每次4小時2,500元¶　　2,500元*1次=2,500元。 ¶(5)新仁愛路段：預計每月假日出租1次　　 ，每次4小時5,000元¶　　5,000元*1次=5,000元。¶(6)小型集會廣場：預計每月假日出租1次，每次4小時3,000元¶　　3,000元*1次=3,000元。¶(7)流水噴泉區：預計每月假日出租1次，每次4小時2,000元¶　　2,000元*1次=2,000元。¶每月共計23,500元。	0400030101
0	02102	30	103	02102	1	100202	10	3	1	1	004		依據各項標案招標文件之規定辦理	103.01.01-103.12.31	月	12	800	9600	2-2-26	發售各項標案招標文件標單費收入。	1000030101
0	02103	11	103	02103	1	040202	4	4	1	1	004		依「臺北市政府所屬各機關學校職務宿舍設置管理要點」第10點規定辦理。	103.01.01-103.12.31	人、月	1x12	460	5520	2-3-16	員工住宿公有房舍使用費。	0400040101
0	02103	2	103	02103	1	060201	6	4	1	1	001		依臺北市政府98.11.10府授財產字第09832898200號函「臺北市市有財產報廢處理原則」辦理。	103.01.01-103.12.31	年	1	10000	10000	2-3-18	出售廢舊物品、變賣報廢電腦設備等殘值收入繳庫。	0600040101
0	02103	2	103	02103	1	100202	10	4	1	1	003		依政府採購法第29條第1項及政府採購法施行細則第28條之1規定辦理。	103.01.01-103.12.31	年	1	6000	6000	2-3-20	出售採購招標文件工本費收入。	1000040101
0	02103	7	103	02103	1	100202	10	4	1	1	004		依行政院96.9.12院授人給字第0960063509號函修正「軍公教人員兼職費及講座鐘點費支給規定」辦理。	103.01.01-103.12.31	月	12	12000	144000	2-3-20	員工兼職費超過規定標準部分繳庫數。	1000040101
0	02103	13	103	02103	1	100202	10	4	1	1	005		依臺北市政府96.11.15府授研四字第09633843500號函「臺北市政府所屬各機關政府出版品管理要點」規定辦理。	103.01.01-103.12.31	本	10	350	3500	2-3-20	出售主計法規彙編收入。	1000040101
0	03103	2	103	03103	1	040207	4	27	2	2	001		依據臺北市市立殯葬設施及服務收費基準表辦理。	103.01.01-103.12.31	次	280	1000	280000	3-3-36	遺體市內接運服務收入。	0400270202
0	03103	6	103	03103	1	040207	4	27	2	2	002		依據臺北市市立殯葬設施及服務收費基準表辦理。	103.01.01-103.12.31	具	8480	1250	10600000	3-3-36	遺體洗身、化妝、著裝、大殮4項服務(設籍本市者)收入。	0400270202
0	03103	10	103	03103	1	040207	4	27	2	2	003		依據臺北市市立殯葬設施及服務收費基準表辦理。	103.01.01-103.12.31	具	4240	2500	10600000	3-3-36	遺體洗身、化妝、著裝、大殮4項服務(外縣市者)收入。	0400270202
