times	borg	recid	yearno	orgno	itemno	dno	src0	src1	src2	src3	seqno	srcna	inbasis	inperiod	unit	quantity	unitprice	price	pageno	note	src
1	02121	2	102	02121	1	080102	8	5	1	1	001		依文化部102年2月8日文源字第10230038251號函暨臺北市政府102年3月14日府授都新字第10230417400號函辦理	102.01.01-102.12.31	年	1	600000	600000	2-11-12	依文化部「直轄市及縣(市)政府推動新故鄉社區營造第二期計畫補助作業要點」。	0800050101
1	06103	2	102	06103	1	080102	8	24	1	1	001		依據行政院農業委員會101年9月25日農授糧字第1010125088號函辦理。	102.01.01-102.12.31	式	1	65003000	65003000	6-3-10	行政院農業委員會農糧署補助臺北花卉批發市場遷建計畫收入。	0800240101
1	07106	2	102	07106	1	080102	8	27	1	1	001		依據行政院農業委員會101年10月12日農授水保字第1011862664號函辦理。	102.01.01-102.12.31	式	1	1800000	1800000	7-6-12	追加行政院農業委員會核發100年度山坡地保育利用管理工作績效考核績優機關獎金收入如列數。	0800270101
1	07106	7	102	07106	1	080102	8	27	1	1	002		依據交通部觀光局101年8月31日觀技字第1014000961號函辦理。	102.01.01-102.12.31	式	1	25000000	25000000	7-6-12	追加交通部觀光局補助辦理整備觀光遊憩設施建設計畫收入如列數。	0800270101
1	08101	2	102	08101	1	080102	8	28	1	1	002		依據中央對直轄市及縣市政府補助辦法辦理及內政部102年6月14日台內營字第1020806137號函辦理。	102.01.01-102.12.31	年	1	2702000	2702000	8-1-12	內政部營建署「102年度市區道路人本環境建設計畫」補助辦理「臺北市12公尺以下道路人本環境推動計畫」收入。	0800280101
1	08101	8	102	08101	1	080102	8	28	1	1	003		依據中央對直轄市及縣市政府補助辦法辦理及行政院環境保護署102年5月20日環署空字第1020041497號函辦理。	102.01.01-102.12.31	年	1	2400000	2400000	8-1-12	行政院環境保護署補助辦理「公共自行車永續經營研究」收入。	0800280101
1	08105	2	102	08105	1	080102	8	30	1	1	001		依據中央對直轄市及縣(市)政府補助辦法辦理及交通部101年7月2日交路字第1015009479號函辦理。	101.12.01-102.12.31	年	1	1890000	1890000	8-4-15	交通部公路總局「101年度公路公共運輸發展計畫」補助南港轉運站規劃設計及開發模式評估計畫補助款收入。	0800300101
1	08105	8	102	08105	1	080102	8	30	1	1	002		依據中央對直轄市及縣(市)政府補助辦法辦理及交通部101年7月2日交路字第1015009479號函辦理。	102.01.01-102.12.31	年	1	9314485	9314485	8-4-15	交通部公路總局「101年度公路公共運輸發展計畫」補助強化臺鐵車站計程車轉乘服務(空間及設施)計畫補助款收入。	0800300101
1	08105	14	102	08105	1	080102	8	30	1	1	003		依據中央對直轄市及縣(市)政府補助辦法辦理及交通部公路總局101年7月25日路監運字第1011005358號函辦理。	101.11.28-102.12.31	年	1	4921782	4921782	8-4-15	交通部公路總局「101年度公路公共運輸發展計畫」補助公路汽車客運動態資訊管理系統後續車上設備建置案補助款收入。	0800300101
1	08105	20	102	08105	1	080102	8	30	1	1	004		依據中央對直轄市及縣(市)政府補助辦法辦理及交通部101年11月8日交路字第1015016540號函辦理。	101.12.01-102.12.31	年	1	935000	935000	8-4-15	交通部公路總局「101年度公路公共運輸發展計畫」補助本市聯營公車試辦公車動態資訊輔助乘客OD調查程式開發計畫補助款收入。	0800300101
