pageno	times	org1	pdept	bgtyy	org	item	srcid	obj	seq	acod	sdate	edate	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	note	icd	udept	acd	kort	man	sysdat	usno
	1	02112		102	02112	1	080102		001	行政院原住民族委員會101年9月28日原民衛字第1010052758號函核定	1020101	1021231	年	1		0		0		0	1	3000000	0	3000000	3000000	101年度補助地方政府輔導原住民族三生(生產、生活、生態)計畫收入。					李菊妹	1020702	BGT
	1	02112		102	02112	1	080102		002	行政院原住民族委員會101年12月7日原民衛字第1010065651號函核定	1020101	1021231	年	1		0		0		0	1	1351453	0	1351453	1351453	家庭暨婦女服務中心實施計畫收入。					李菊妹	1020603	BGT
	1	02112		102	02112	1	080102		003	行政院原住民族委員會102年2月6日原民經字第1020006066號函核定	1020101	1021231	年	1		0		0		0	1	1000000	0	1000000	1000000	輔助都市原住民承租國宅家庭暨生活品質促進計畫收入。					易君強	1020528	BGT
	1	02112		102	02112	1	080102		004	教育部102年1月21日臺社(一)字第1020002937號函及行政院原住民族委員會102年1月9日原民教字第1020000740號	1020101	1021231	年	1		0		0		0	1	2150000	0	2150000	2150000	原住民族部落社區大學實施計畫收入(教育部補助550,000元及行政院原住民族委員會補助1,600,000元)。					陳思穎	1020528	BGT
	1	02112		102	02112	1	080102		005	行政院原住民族委員會102年2月22日原民企字第1020008592號函核定	1020101	1021231	年	1		0		0		0	1	7158000	0	7158000	7158000	都市原住民族發展計畫102年度執行計畫收入。					陳子晴	1020528	BGT
	1	02112		102	02112	1	080102		006	行政院原住民族委員會101年12月10日原民教字第1010065019號函核定	1020101	1021231	年	1		0		0		0	1	300000	0	300000	300000	101年度評鑑績優原住民族部落大學獎勵金收入。					陳思穎	1020528	BGT
	1	02112		102	02112	1	080102		007	行政院原住民族委員會102年3月1日原民衛字第1020008998號函核定	1020101	1021231	年	1		0		0		0	1	95000	0	95000	95000	辦理就業服務相關業務之業務收入。					李菊妹	1020528	BGT
	1	02112		102	02112	1	080102		008	行政院原住民族委員會102年2月8日原民經字第1020005864號函核定	1020101	1021231	年	1		0		0		0	1	1350000	0	1350000	1350000	中低收入戶原住民建購、修繕住宅補助計畫暨原住民住宅改善相關業務行政業務費收入。					易君強	1020528	BGT
	1	02112		102	02112	1	080102		009	行政院原住民族委員會102年4月12日原民經字第1020020663號函核定	1020101	1021231	年	1		0		0		0	1	1485000	0	1485000	1485000	原住民族經濟產業發展計畫收入。					陳思穎	1020603	BGT
	1	02112		102	02112	1	080102		010	行政院原住民族委員會文化園區管理局101年6月26日原民園展字第1010003118號函核定	1020101	1021231	年	1		0		0		0	1	472800	0	472800	472800	101年度全國原住民文化館文化產業特色推動人員在地計畫收入。					陳思穎	1020528	BGT
	1	02112		102	02112	1	080102		011	行政院原住民族委員會文化園區管理局102年2月19日原民園展字第1020000771號函核定	1020101	1021231	年	1		0		0		0	1	482400	0	482400	482400	僱用原住民文物（化）館駐館人員計畫收入。					陳思穎	1020702	BGT
	1	02112		102	02112	1	080102		012	行政院原住民族委員會文化園區管理局102年1月25日原民園展字第1020000503號函核定	1020101	1021231	年	1		0		0		0	1	200000	0	200000	200000	原住民文物(化)館改善計畫收入。					陳思穎	1020528	BGT
	1	02112		102	02112	1	080102		013	行政院原住民族委員會102年6月6日原民衛字第1020030895號函核定	1020101	1021231	年	1		0		0		0	1	43000	0	43000	43000	102年度國民年金權益宣導活動計畫收入。					陳思穎	1020812	BGT
2-11-12	1	02121		102	02121	1	080102		001	依文化部102年2月8日文源字第10230038251號函暨臺北市政府102年3月14日府授都新字第10230417400號函辦理	1020101	1021231	年	1		0		0		0	1	600000	0	600000	600000	依文化部「直轄市及縣(市)政府推動新故鄉社區營造第二期計畫補助作業要點」。					楊琇娟	1020809	BGT
2-11-12	1	02121		102	02121	1	080102		002	依前行政院衛生署中央健康保險局101年8月16日健保承字第1010070526號函辦理	1020101	1021231	年	1		0		0		0	1	448500	0	448500	448500	依「中央對直轄市及縣(市)政府補助辦法」規定，補助標準以各區公所在保人數計算。					楊琇娟	1020814	BGT
2-11-14	1	02121		102	02121	1	100202		001	依台灣電力股份有限公司102年3月11日北區字第1028020863號函辦理	1020101	1021231	年	1		0		0		0	1	5040000	0	5040000	5040000	台灣電力股份有限公司核發102年度輸變電協助金（施工中）-中崙D/S新建工程地方建設收入。					楊淑淨	1020604	BGT
2-11-14	1	02121		102	02121	1	100202		002	依台灣電力股份有限公司102年3月11日北區字第1028020863號函辦理	1020101	1021231	年	1		0		0		0	1	2160000	0	2160000	2160000	台灣電力股份有限公司核發102年度輸變電協助金（施工中）-中崙D/S新建工程地方建設收入。					楊淑淨	1020604	BGT
2-12-10	1	02122		102	02122	1	080102		001	依前行政院衛生署中央健康保險局101年8月16日健保承字第1010070526號函辦理。	1020101	1021231	年	1		0		0		0	1	448500	0	448500	448500	依「中央對直轄市及縣(市)政府補助辦法」規定，補助標準以各區公所在保人數計算。					陳筱梅	1030104	BGT
2-13-10	1	02123		102	02123	1	080102		001	依前行政院衛生署中央健康保險局101年8月16日健保承字第1010070526號函辦理	1020101	1021231	年	1		0		0		0	1	448500	0	448500	448500	依「中央對直轄市及縣(市)政府補助辦法」規定，補助標準以各區公所在保人數計算。					李詩媛	1020815	BGT
2-13-12	1	02123		102	02123	1	100202		001	「促進電力開發協助基金執行要點」及「促進電力開發協助基金申撥注意事項」。	1020101	1021231	年	1		0		0		0	1	2000000	0	2000000	2000000	台灣電力股份有限公司協助臺北市政府101年度輸變電協助金(施工中)-大安E/S新建工程辦理地方建設收入。						1020603	BGT
2-13-12	1	02123		102	02123	1	100202		002	「促進電力開發協助基金執行要點」及「促進電力開發協助基金申撥注意事項」。	1020101	1021231	年	1		0		0		0	1	10000000	0	10000000	10000000	台灣電力股份有限公司協助臺北市大安區公所101年度輸變電協助金(施工中)-大安E/S新建工程辦理地方建設收入。						1020603	BGT
2-14-10	1	02124		102	02124	1	080102		001	依前行政院衛生署中央健康保險局101年8月16日健保承字第1010070526號函辦理。	1020101	1021231	年	1		0		0		0	1	448500	0	448500	448500	依「中央對直轄市及縣〈市〉政府補助辦理」規定，補助標準以各區公所在保人數計算。					徐智晟	1020814	BGT
2-15-10	1	02125		102	02125	1	080102		001	依前行政院衛生署中央健康保險局101年8月16日健保承字第1010070526號函辦	1020101	1021231	年	1		0		0		0	1	448500	0	448500	448500	依「中央對直轄市及縣(市)政府補助辦法」規定，補助標準以各區公所在保人數計算。					黃文麗	1020814	BGT
2-16-10	1	02126		102	02126	1	080102		001	依前行政院衛生署中央健康保險局101年8月16日健保承字第1010070526號函辦理	1020101	1021231	年	1		0		0		0	1	448500	0	448500	448500	依「中央對直轄市及縣(市)政府補助辦法」規定，補助標準以各區公所在保人數計算。					石碧惠	1020814	BGT
2-17-10	1	02127		102	02127	1	080102		001	依前行政院衛生署中央健康保險局101年8月16日健保承字第1010070526號函辦理。	1020101	1021231	年	1		0		0		0	1	448500	0	448500	448500	依「中央對直轄市及縣(市)政府補助辦法」規定，補助標準以各區公所在保人數計算。					劉若華	1020814	BGT
2-18-10	1	02128		102	02128	1	080102		001	依前行政院衛生署中央健康保險局101年8月16健保承字第1010070526號函	1020101	1021231	年	1		0		0		0	1	448500	0	448500	448500	依「中央對直轄市及縣(市)政府補助辦法」規定，補助標準以各區公所在保人數計算。					高真	1020814	BGT
2-18-12	1	02128		102	02128	1	100202		001	台灣電力股份有限公司「促進電力開發協助金執行要點」及「促進電力開發協助金申撥、查核作業注意事項」。	1020101	1021231	年	1		0		0		0	1	780000	0	780000	780000	台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉-萬隆P/S新建工程地方建設收入。					高真	1020531	BGT
2-18-12	1	02128		102	02128	1	100202		002	台灣電力股份有限公司「促進電力開發協助金執行要點」及「促進電力開發協助金申撥、查核作業注意事項」。	1020101	1021231	年	1		0		0		0	1	3900000	0	3900000	3900000	台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉-萬隆P/S新建工程地方建設收入。					朱碧卿	1020531	BGT
2-19-10	1	02129		102	02129	1	080102		001	依前行政院衛生署中央健康保險局101年8月16日健保承字第1010070526號函辦理	1020101	1021231	年	1		0		0		0	1	448500	0	448500	448500	依「中央對直轄市及縣(市)政府補助辦法」規定，補助標準以各區公所在保人數計算。					余淑文	1020814	BGT
2-20-10	1	02130		102	02130	1	080102		001	依前行政院衛生署中央健康保險局101年8月16日健保承字第1010070526號函辦理	1020101	1021231	年	1		0		0		0	1	448500	0	448500	448500	依「中央對直轄市及縣(市)政府補助辦法」規定，補助標準以各區公所在保人數計算					許舒萍	1020814	BGT
2-21-10	1	02131		102	02131	1	080102		001	依據前行政院衛生署中央健康保險局101年8月16日健保承字第1010070526號函辦理	1020101	1021231	年	1		0		0		0	1	448500	0	448500	448500	依「中央對直轄市及縣(市)政府補助辦法」規定，補助標準以各公所在保人數計算。					潘靜嫻	1020817	BGT
2-22-10	1	02132		102	02132	1	080102		001	依前行政院衛生署中央健康保險局101年8月16日健保承字第1010070526號函辦理	1020101	1021231	年	1		0		0		0	1	448500	0	448500	448500	依中央對直轄市及縣(市)政府補助辦法規定，補助標準以各區公所在保人數計算。					許瓊文	1020814	BGT
2-22-12	1	02132		102	02132	1	100202		001	「台灣電力股份有限公司促進電力開發協助金執行要點」及「促進電力開發協助金申撥、查核作業注意事項」。	1020101	1021231	年	1		0		0		0	1	2400000	0	2400000	2400000	台灣電力股份有限公司核發102年度輸變電協助金(運轉中)-仙渡超高壓變電所回饋地方建設收入。					呂美慧	1020522	BGT
2-22-12	1	02132		102	02132	1	100202		002	「台灣電力股份有限公司促進電力開發協助金執行要點」及「促進電力開發協助金申撥、查核作業注意事項」。	1020101	1021231	年	1		0		0		0	1	480000	0	480000	480000	依民政局北市民治第10231777500號函，辦理台灣電力股份有限公司核發102年度輸變電協助金(運轉中)-仙渡超高壓變電所回饋地方建設收入。					呂美慧	1020604	BGT
3-1-10	1	03101		102	03101	1	080102		001	交通部觀光局102.7.16觀旅字第1020024694號函。	1020101	1021231	式	1		0		0		0	1	2997837	0	2997837	2997837	交通部觀光局補助辦理「2013臺北燈節」收入。					劉維敏	1020723	BGT
3-1-10	1	03101		102	03101	1	080102		002	內政部入出國及移民署102.3.5移署移輔世字第1020039487號函。	1020101	1021231	式	1		0		0		0	1	540000	0	540000	540000	內政部入出國及移民署補助辦理「外籍配偶生活適應輔導」收入。					張愛玉	1020514	BGT
3-1-12	1	03101		102	03101	1	090101		001	台灣中油股份有限公司工業關係處101.12.21關處發字第10110577650號書函。	1020101	1021231	式	1		0		0		0	1	300000	0	300000	300000	台灣中油股份有限公司捐助辦理「2013臺北燈節」收入。					劉維敏	1020529	BGT
3-4-8	1	03111		102	03111	1	100202		001	台灣電力股份有限公司促進電力開發協助金執行要點及台電公司促進電力開發之申撥作業、查核作業注意事項。	1020101	1021231	年	1		0		0		0	1	1440000	0	1440000	1440000	台灣電力股份有限公司輸變電協助金補助本所辦理4樓天花板、地板、鐵捲門汰換及3樓會議室整修收入。						1020604	BGT
4-1-16	1	04101		102	04101	1	010901		001	依中央統籌分配稅款分配辦法第12條規定辦理。	1020101	1021231	年	1		0		0		0	1	247728704	0	247728704	247728704	行政院核定補助本府辦理「擴大設置LED路燈專案計畫」，以中央特別統籌分配稅款撥付本府辦理。						1020607	BGT
4-1-16	1	04101		102	04101	1	010901		002	依中央統籌分配稅款分配辦法第12條規定辦理。	1020101	1021231	年	1		0		0		0	1	18978000	0	18978000	18978000	行政院主計總處101年10月25日函核定以中央特別統籌分配稅款撥付本府101年度因應社會福利津貼調整所需經費，較該總處101年6月28日核定數額調整增加部分。						1020805	BGT
4-1-16	1	04101		102	04101	1	010901		003	依中央統籌分配稅款分配辦法第12條規定辦理。	1020101	1021231	年	1		0		0		0	1	539658000	0	539658000	539658000	行政院核定為協助本府102年度因應社會福利津貼調整所需，以中央特別統籌分配稅款撥付本府辦理。						1020607	BGT
4-1-18	1	04101		102	04101	1	080101		001	依行政院101年9月12日院授主預補字第1010101983Q號函辦理。	1020101	1021231	年	1		0		0		0	1	88441946	0	88441946	88441946	102年度中央補助本府之教師專案退休補助經費，依本府教育局102年5月24日北市教人字第10236487701號函及同年7月30日北市教人字第10237930700號函預估退休人數及所需經費預算，按補助比率50%編列。						1020803	BGT
