org1	pdept	bgtyy	org	item	srcid	workid	workna	workbr	pworkid	plancd	chap	chappna	chapnote	sysdat	usno
03101		103	03101	1	220401006									1020206	BGT
03101		103	03101	1	220401006	002	辦理各項慶典	辦理各項慶典						1020724	BGT
03101		103	03101	1	220401006	001	臺北燈節	臺北燈節						1020315	BGT
03101		103	03101	1	130601002	001	生育獎勵金	生育獎勵金			03010501	001		1020409	BGT
03101		103	03101	1	130601004	001	同志公民業務	同志公民業務			04010102	001		1020410	BGT
03101		103	03101	1	130601005	001	辦理新移民生活適應輔導	辦理新移民生活適應輔導			04010105	001		1020716	BGT
03102		103	03102	1	220202002	001	孔廟祭典暨文化推廣業務	孔廟祭典暨文化推廣業務			09010203	001		1020515	BGT
03103		103	03103	2	227102052	A01	總工程經費如下：	總工程經費如下：		2			總工程經費修正為3億7,149萬3,441元。	1030103	BGT
03103		103	03103	2	227102052	052	墓區整理遷置工程(景美第11、南港第6及北投第3公墓)	墓區整理遷置工程(景美第11、南港第6及北投		2	05010603	001	原總工程經費3億2,249萬3,441元，修正為3億7,149萬3,441元。	1030103	BGT
03103		103	03103	2	227102054	A01	總工程經費如下：	總工程經費如下：						1030103	BGT
03103		103	03103	2	227102054	052	景美第1公墓墓區除草、勘估及造冊	景美第1公墓墓區除草、勘估及造冊			05010603	003		1030103	BGT
03103		103	03103	2	227102055	A01	總工程經費如下：	總工程經費如下：		3				1020717	BGT
03103		103	03103	2	227102055	052	第二殯儀館周邊墳墓遷置工程(大安9公墓部分地區)	第二殯儀館周邊墳墓遷置工程(大安9公墓部分		1	05010603	002		1020814	BGT
06101		103	06101	1	320201003	001	補助臺北市產業發展基金	補助臺北市產業發展基金			01010502	001		1020515	BGT
06101		103	06101	1	320201003	002	臺北市綠色產業推動計畫	臺北市綠色產業推動計畫			07010301	001		1020805	BGT
06101		103	06101	1	320201004	002	地方產業創新研發計畫(臺北市地方型SBIR)				01010301	001		1020715	BGT
06101		103	06101	1	320202002	001	辦理本市科技產業園區調查				01010104	001		1020805	BGT
06101		103	06101	1	320202002	003	辦理「臺北生技獎」之評選及成果展示	辦理「臺北生技獎」之評選及成果展示			01010401	001		1020715	BGT
06101		103	06101	1	320202002	004	辦理或參與生技月等國內外生物技術產業交流活動	辦理或參與生技月等國內外生物技術產業交流			01010401	002		1020515	BGT
06101		103	06101	1	320202002	005	對國內績優生技廠商暨學術研究單位提供國外生技大展參展經費補助	對國內績優生技廠商暨學術研究單位提供國外			01010401	003		1020515	BGT
