pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	sysdat	usno
1-1-29	0	01101		103	01101	1	110101006		0113	001			0	0		人	7	日	251		0		0	7.00×251.00	300	527100	527100	527100	529200	0	0	職員、駐衛警、技工、工友、臨時工平日值勤費。									0	151	112	0	0052				0006		1020521	BGT
2-2-44	0	02102		103	02102	1	120203002		0113	001			0	0	1705	人	37	日	89		0		0	37.00×89.00	500	1646500	1646500	1646500	1646500	0	0	駐衛警值日夜費(例假日)。									1	151	112	0	0008				0006	林芳儀	1020417	BGT
2-2-44	0	02102		103	02102	1	120203002		0113	002			0	0	1704	人	37	日	166		0		0	37.00×166.00	300	1842600	1842600	1842600	1842600	0	0	駐衛警值日夜費(平日)。									1	151	112	0	0009				0006	林芳儀	1020417	BGT
2-6-38	0	02106		103	02106	1	212601004		0113	001			0	0		人	4	天	64		0		0	4.00×64.00	300	76800	76800	76800	76800	0	0	訓練行政事務技工、工友住班費。									0	151	113	0	0053				0006	周麗君	1020418	BGT
3-2-15	0	03102		103	03102	1	220101004		0113	001			0	0	1705	人	1	日	114		0		0	1.00×114.00	500	57000	57000	57000	56500	0	0	員工例假日古蹟維護巡查值日夜費。									1	151	112	0	0046				0006	王福慶	1020510	BGT
3-3-57	0	03103		103	03103	1	220101004		0113	001			0	0	1704	人	1	日	251		0		0	1.00×251.00	300	75300	75300	75300	75600	0	0	職員值班費(平日)。								103年度平日天數251天	1	151	112	0	0102				0006	蕭書婷	1020510	BGT
3-3-57	0	03103		103	03103	1	220101004		0113	002			0	0	1705	人	1	日	114		0		0	1.00×114.00	500	57000	57000	57000	56500	0	0	職員值班費(例假日)。								103年度例假日天數114天	1	151	112	0	0103				0006	蕭書婷	1020510	BGT
3-3-62	0	03103		103	03103	1	220201002		0113	001			0	0	1704	人	2	日	251		0		0	2.00×251.00	300	150600	150600	150600	151200	0	0	職員值班費(平日)。								103年度平日天數251天	1	151	112	0	0012				0006	蕭書婷	1020510	BGT
3-3-62	0	03103		103	03103	1	220201002		0113	002			0	0	1705	人	2	日	114		0		0	2.00×114.00	500	114000	114000	114000	113000	0	0	職員值班費(例假日)。								103年度例假日天數114天	1	151	112	0	0013				0006	蕭書婷	1020510	BGT
3-3-62	0	03103		103	03103	1	220201002		0113	003			0	0	1704	人	8	日	251		0		0	8.00×251.00	300	602400	602400	602400	604800	0	0	技工、工友值班費(平日)。								103年度平日天數251天	1	151	112	0	0014				0006	蕭書婷	1020510	BGT
3-3-62	0	03103		103	03103	1	220201002		0113	004			0	0	1705	人	8	日	114		0		0	8.00×114.00	500	456000	456000	456000	452000	0	0	技工、工友值班費(例假日)。								103年度例假日天數114天	1	151	112	0	0015				0006	蕭書婷	1020510	BGT
3-3-76	0	03103		103	03103	1	220401002		0113	001			0	0	1704	人	1	日	251		0		0	1.00×251.00	300	75300	75300	75300	75600	0	0	技工、工友值班費(平日)。								103年度平日天數251天	1	151	112	0	0010				0006	蕭書婷	1020510	BGT
3-3-76	0	03103		103	03103	1	220401002		0113	002			0	0	1705	人	1	日	114		0		0	1.00×114.00	500	57000	57000	57000	56500	0	0	技工、工友值班費(例假日)。								103年度例假日天數114天	1	151	112	0	0011				0006	蕭書婷	1020514	BGT
6-1-125	0	06101		103	06101	1	310401016		0113	001			0	0	1704	人	5	日	16		0		0	5.00×16.00	300	24000	24000	24000	24000	0	0	苗圃工作人員平日值日夜費。									1	151	112	1	0067				0006	廖玉琬	1020325	BGT
6-1-125	0	06101		103	06101	1	310401016		0113	002			0	0	1705	人	5	日	11		0		0	5.00×11.00	500	27500	27500	27500	27500	0	0	苗圃工作人員例假日值日夜費。									1	151	112	0	0068				0006	廖玉琬	1020408	BGT
7-2-58	0	07102		103	07102	1	310201002		0113	001			0	0		人	90	天	10		0		0	90.00×10.00	100	90000	90000	90000	80000	0	0	替代役役男值勤夜點費。								役男人數增加	0	152	112	0	0017				0006	鍾國豐	1020804	BGT
7-2-58	0	07102		103	07102	1	310201002		0113	002			0	0		人	7	天	365		0		0	7.00×365.00	100	255500	255500	255500	255500	0	0	抽水站第一分區管理中心技工值勤夜點費。								核實編列	0	152	112	0	0018				0006	鍾國豐	1020804	BGT
7-2-58	0	07102		103	07102	1	310201002		0113	003			0	0	1705	人	4	日	67		0		0	4.00×67.00	500	134000	134000	134000	66000	0	0	防汛期值日人員例假日值日夜費(含中秋、端午節加倍發放部分)。								依值勤日數及人數編列	1	151	112	0	0019				0006	鍾國豐	1020804	BGT
7-2-58	0	07102		103	07102	1	310201002		0113	004			0	0	1704	人	4	日	149		0		0	4.00×149.00	300	178800	178800	178800	90000	0	0	防汛期值日人員平日值日夜費。								依值勤日數及人數編列	1	151	112	0	0020				0006	鍾國豐	1020804	BGT
7-2-68	0	07102		103	07102	1	310201003		0113	001			0	0	1705	人	1	日	67		0		0	1.00×67.00	500	33500	33500	33500	33000	0	0	防汛期值日人員例假日值日夜費(含中秋、端午節加倍發放部分)。								依值日天數編列	1	151	112	0	0156				0006	張凱堯	1020804	BGT
7-2-68	0	07102		103	07102	1	310201003		0113	002			0	0	1704	人	1	日	149		0		0	1.00×149.00	300	44700	44700	44700	45000	0	0	防汛期值日人員平日值日夜費。								核實編列	1	151	112	0	0157				0006	張凱堯	1020804	BGT
7-2-71	0	07102		103	07102	1	310201004		0113	001			0	0	1705	人	1	日	114		0		0	1.00×114.00	500	57000	57000	57000	56500	0	0	河川巡防隊隊員例假日值日夜費(含中秋 、端午節加倍發放部分)。								依值日天數編列	1	151	112	0	0191				0006	許文章	1020804	BGT
7-2-71	0	07102		103	07102	1	310201004		0113	002			0	0	1704	人	1	日	251		0		0	1.00×251.00	300	75300	75300	75300	75600	0	0	河川巡防隊隊員平日值日夜費。								核實減列	1	151	112	0	0192				0006	許文章	1020804	BGT
7-3-61	0	07103		103	07103	1	330201002		0113	001			0	0	1705	人	10	日	114		0		0	10.00×114.00	500	570000	570000	570000	565000	0	0	技工例假日值班費。								以全年度114天編列。	1	151	112	0	0017				0006	林昆虎	1020715	BGT
7-3-61	0	07103		103	07103	1	330201002		0113	002			0	0	1704	人	10	日	251		0		0	10.00×251.00	300	753000	753000	753000	756000	0	0	技工週一至週五值班費。								以全年度251天編列。	1	151	112	0	0018				0006	林昆虎	1020715	BGT
7-3-61	0	07103		103	07103	1	330201002		0113	003			0	0		人	33	天	52		0		0	33.00×52.00	100	171600	171600	171600	171600	0	0	夜點費。									0	152	112	0	0019				0006	林昆虎	1020715	BGT
7-3-66	0	07103		103	07103	1	330201003		0113	001			0	0	1704	人	6	日	251		0		0	6.00×251.00	300	451800	451800	451800	453600	0	0	技工週一至週五值班費。								以全年度251天編列。	1	151	112	0	0074				0006	林昆虎	1020715	BGT
7-3-66	0	07103		103	07103	1	330201003		0113	002			0	0	1705	人	6	日	114		0		0	6.00×114.00	500	342000	342000	342000	339000	0	0	技工例假日值班費。								以全年度114天編列。	1	151	112	0	0075				0006	林昆虎	1020715	BGT
7-4-105	0	07104		103	07104	1	330401002		0113	001			0	0		人	1	天	365		0		0	1.00×365.00	100	36500	36500	36500	36500	0	0	路燈維護夜點費。									0	152	112	0	0012				0006	呂政一	1020819	BGT
7-4-78	0	07104		103	07104	1	510101004		0113	001			0	0	1704	人	1	日	251		0		0	1.00×251.00	300	75300	75300	75300	75600	0	0	平日值日夜費。									1	151	112	0	0104				0006	溫凱雯	1020814	BGT
7-4-78	0	07104		103	07104	1	510101004		0113	002			0	0	1705	人	1	日	114		0		0	1.00×114.00	500	57000	57000	57000	56500	0	0	例假日值日夜費。									1	151	112	0	0105				0006	溫凱雯	1020501	BGT
7-4-78	0	07104		103	07104	1	510101004		0113	003			0	0	1705	人	1	日	6		0		0	1.00×6.00	500	3000	3000	3000	3000	0	0	三節加倍發給值日夜費。									1	151	112	0	0106				0006	溫凱雯	1020327	BGT
