pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	scode	man	sysdat	usno
1-1-26	0	01101		103	01101	1	110101004		0219	001			0	0		人	172	年	1		0		0	172.00×1.00	1210	208120	208120	208120	210540	0	0	員工文康活動經費。									0	257	122	0	0026				0004		1020521	BGT
1-1-27	0	01101		103	01101	1	110101004		0219	006			0	0		人	12	年	1		0		0	12.00×1.00	1210	14520	14520	14520	21780	0	0	退休人員文康活動經費。									0	257	122	0	0031				0004		1020521	BGT
1-1-27	0	01101		103	01101	1	110101004		0219	007			0	0		人	43	年	1		0		0		1210	52030	52030	52030	52030	0	0	臨時工文康活動經費。									0	257	122	0	0032				0004		1020521	BGT
2-1-45	0	02101		103	02101	1	120101007		0219	001			0	0	2203	人	242	年	1		0		0	242.00×1.00	1210	292820	292820	292820	309760	0	0	文康活動費(含退休人員28人)。　　　　								員工依103年度預算員額編列214人，退休人員169人，依市府規定以每6人編列1人計算，得編列28人。	1	257	122	0	0224				0004	王錦搖	1021230	BGT
2-2-31	0	02102		103	02102	1	120101004		0219	001			0	0		人	150	年	1		0		0	150.00×1.00	1210	181500	181500	181500	181500	0	0	文康活動經費(含本中心員工137人、退休人員13人)。									0	257	122	0	0042					潘慧琳	1020416	BGT
2-3-28	0	02103		103	02103	1	120101004		0219	001			0	0		人	163	年	1		0		0	163.00×1.00	1210	197230	197230	197230	199650	0	0	文康活動費(含本處員工157人及退休人員6人)。								依編列基準覈實減列	0	257	122	0	0069				0004	林承澤	1020510	BGT
2-4-22	0	02104		103	02104	1	120101004		0219	001			0	0	2203	人	95	年	1		0		0	95.00×1.00	1210	114950	114950	114950	114950	0	0	員工文康活動費。								退休人員文康活動分開編列。	1	257	122	0	0064				0004	林昌明	1020328	BGT
2-4-22	0	02104		103	02104	1	120101004		0219	002			0	0		人	7	年	1		0		0	7.00×1.00	1210	8470	8470	8470	10890	0	0	退休員工文康活動費﹝本處退休人員37人，編列7人)。								員工文康活動分開編列，依標準編列。	0	257	122	0	0065	0	0	0	0004	林昌明	1020515	BGT
2-5-22	0	02105		103	02105	1	120101004		0219	001			0	0	2203	人	69	年	1		0		0	69.00×1.00	1210	83490	83490	83490	84700	0	0	文康活動費(含本處員工63人、約聘僱3人及退休人員3人)。									1	257	122	0	0054				0004	楊雅評	1020410	BGT
2-6-30	0	02106		103	02106	1	210101004		0219	001			0	0		人	79	年	1		0		0	79.00×1.00	1210	95590	95590	95590	99220	0	0	文康活動費(含本處員工76人及退休人員3人)。								退休人員共16人，每6人編1位。	0	257	122	0	0094				0004	楊欽宇	1021231	BGT
2-7-28	0	02108		103	02108	1	120101004		0219	001			0	0	2203	人	97	年	1		0		0	97.00×1.00	1210	117370	117370	117370	116160	0	0	文康活動費(含本會員工92人及退休人員5人)。								退休人員26人	1	257	122	0	0060				0004	邱郁琇	1020613	BGT
2-8-13	0	02111		103	02111	1	340101004		0219	001			0	0		人	17	年	1		0		0	17.00×1.00	1210	20570	20570	20570	21780	0	0	文康活動費(含本會員工15人及退休人員2人)。								覈實減列。	0	257	122	0	0043				0004	陳彥均	1020507	BGT
2-9-33	0	02112		103	02112	1	130101004		0219	001			0	0	2203	人	46	年	1		0		0	46.00×1.00	1210	55660	55660	55660	55660	0	0	文康活動費(含本會員工44人及退休人員2人)。									1	257	122	0	0042				0004	羅幸娟	1020515	BGT
2-10-27	0	02113		103	02113	1	220101004		0219	001			0	0	2203	人	32	年	1		0		0	32.00×1.00	1210	38720	38720	38720	36300	0	0	文康活動費（含本會員工30人及退休人員2人）。								覈實增列	1	257	122	0	0085				0004	李祟實	1020430	BGT
2-11-31	0	02121		103	02121	1	130101004		0219	001			0	0		人	155	年	1		0		0	155.00×1.00	1210	193600	187550	187550	193600	0	0	文康活動費(含本所員工136人及退休人員19人)。									0	257	122	0	0066				0004	黃勝君	1021230	BGT
