pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	sysdat	usno
1-1-58	0	01101		101	01101	2	117104000		0306	006			0	0		臺	1		0		0		0	1.00	360000	360000	360000	360000	0	0	0										0	355	310	1	0001				1000520	BGT
1-1-58	0	01101		101	01101	2	117104000		0306	007			0	0		臺	2		0		0		0	2.00	230000	460000	460000	460000	0	0	0										0	355	310	1	0002				1000520	BGT
2-3-59	0	02103		101	02103	2	127104000		0306	005			0	0	0308	部	1		0		0		0	1.00	166900	166900	166900	166900	163646	0	0									依實際需要核實編列	1	355	310	0	0004				1000706	BGT
2-3-59	0	02103		101	02103	2	127104000		0306	007			0	0	0308	部	1		0		0		0	1.00	166900	166900	166900	166900	0	0	0									依實際需要核實編列	1	355	310	0	0005	0	0	0	1000505	BGT
2-3-59	0	02103		101	02103	2	127104000		0306	008			0	0	0314	部	2		0		0		0	2.00	72400	333800	144800	144800	0	0	0									依實際需要核實編列	1	355	310	0	0006	0	0	0	1000706	BGT
2-4-52	0	02104		101	02104	2	127104000		0306	005			0	0		式	1		0		0		0	1.00	1511060	1750000	1511060	1511060	818230	0	0									覈實增列經費。		355	310	0	0004				1001229	BGT
2-4-52	0	02104		101	02104	2	127104000		0306	006			0	0		式	1		0		0		0	1.00	1050000	1050000	1050000	1050000	3699974	0	0									覈實減列經費。		355	310	0	0005				1000719	BGT
2-6-43	0	02106		101	02106	2	217104000		0306	002			0	0	0314	部	2		0		0		0	2.00	72400	144800	144800	144800	0	0	0										0	355	310	0	0002				1000422	BGT
2-9-28	0	02109		101	02109	2	127104000		0306	004			0	0	0314	部	1		0		0		0	1.00	67382	72400	67382	67382	75160	0	0									依物品設備基準表核實減編列	0	355	310	0	0004				1001229	BGT
2-16-53	0	02123		101	02123	2	137104000		0306	004			0	0		部	1		0		0		0	1.00	72400	163646	72400	72400	163646	0	0										0	357	310	0	0005				1000722	BGT
2-25-56	0	02132		101	02132	2	137104000		0306	004			0	0		年	1		0		0		0	1.00	72400	333800	72400	72400	0	0	0										0	355	310	0	0009	0	0	0	1000721	BGT
3-1-112	0	03101		101	03101	2	137104000		0306	002			0	0	0314	臺	12		0		0		0	12.00	72400	1001400	868800	868800	490938	0	0										1	355	310	0	0002				1000719	BGT
3-3-87	0	03103		101	03103	2	227104000		0306	004			0	0		部	1		0		0		0	1.00	166900	166900	166900	166900	0	0	0									業務需要覈實新增	0	355	310	0	0004				1000508	BGT
4-2-100	0	04102		101	04102	2	140205002		0306	008			0	0		部	1		0		0		0	1.00	333700	333700	333700	333700	0	0	0									94年購置之高階伺服器IBM X255(全球資訊網)，因效能不足不符系統使用需求且已屆汰換年限，汰換該設備，以強化系統服務品質		355	310	0	0042				1000316	BGT
4-2-100	0	04102		101	04102	2	140205002		0306	009			0	0		部	3		0		0		0	3.00	166900	500700	500700	500700	0	0	0									94年購置之3部中階伺服器HP ProLiant DL380G4  2U(行政知識庫資料庫伺服器、土地增值稅應用伺服器、土地增值稅資料庫伺服器)，因效能不足已不符系統使用需求且屆汰換年限，汰換該設備，以強化系統服務品質		355	310	0	0043	0	0	0	1000316	BGT
4-2-100	0	04102		101	04102	2	140205002		0306	010			0	0		部	1		0		0		0	1.00	72400	72400	72400	72400	0	0	0									94年購置之低階伺服器HP ProLiant DL360G4  1U(牌照稅傳檔主機)，因效能不足已不符系統使用需求且屆汰換年限，汰換該設備，以強化系統服務品質		355	310	0	0044	0	0	0	1000316	BGT
5-5-76	0	05115		101	05115	2	227104000		0306	006			0	0		臺	1		0		0		0	1.00	166900	166900	166900	166900	0	0	0									待專案核可	0	355	310	0	0005				1000512	BGT
6-1-128	0	06101		101	06101	2	317104000		0306	006			0	0		部	2		0		0		0	2.00	166900	333800	333800	333800	0	0	0										0	355	310	0	0004	0	0	0	1000324	BGT
6-2-80	0	06102		101	06102	2	317104002		0306	012			0	0	0314	部	1		0		0		0	1.00	72400	72400	72400	72400	0	0	0										1	355	310	0	0003	0	0	0	1000822	BGT
6-3-59	0	06103		101	06103	2	317104000		0306	004			0	0		部	1		0		0		0	1.00	72400	166900	72400	72400	0	0	0									依標準編列。101年汰換中階伺服器。	0	355	310	0	0004				1000719	BGT
7-3-86	0	07103		101	07103	2	337104000		0306	004			0	0		部	1		0		0		0	1.00	165000	330000	165000	165000	163646	0	0									核實增列。	0	355	310	0	0018				1000712	BGT
7-5-105	0	07105		101	07105	2	527104000		0306	005			0	0		部	2		0		0		0	2.00	286780	573560	573560	573560	0	0	0										0	355	310	0	0003	0	0	0	1000502	BGT
8-1-76	0	08101		101	08101	2	337104000		0306	003			0	0	0308	式	1		0		0		0	1.00	166900	166900	166900	166900	155463	0	0									依本府編列基準編列	0	355	310	0	0003				1000304	BGT
8-5-118	0	08105		101	08105	2	337104000		0306	007			0	0		式	1		0		0		0	1.00	1399173	1399173	1399173	1399173	1399173	0	0											355	310	1	0006				1000411	BGT
9-1-190	0	09101		101	09101	2	437104000		0306	005			0	0		部	2		0		0		0	2.00	166900	333800	333800	333800	0	0	0										0	355	310	0	0004	0	0	0	1000425	BGT
9-4-30	0	09104		101	09104	2	437104000		0306	006			0	0		部	1		0		0		0	1.00	72400	166900	72400	72400	0	0	0									依標準編列	0	355	310	0	0006	0	0	0	1000801	BGT
10-1-94	0	10101		101	10101	2	437104000		0306	004			0	0	0308	部	1		0		0		0	1.00	166900	333700	166900	166900	158737	0	0									因業務需要	1	355	310	0	0004				1000802	BGT
10-3-48	0	10103		101	10103	2	447104002		0306	004			0	0		部	3		0		0		0	3.00	166900	1001400	500700	500700	0	0	0									現有5部皆逾使用年限(88、91及92年各購置1部，94年購置2部)，機器老舊造成教學(含E-learning)及行政業務上重大不便，為提升處理效能、保障系統安全、資安控管需求，需使用雙處理器伺服器及效能較高硬碟，穩定的設備。	0	355	310	0	0005	0	0	0	1000713	BGT
10-5-43	0	10105		101	10105	2	437104000		0306	005			0	0		部	2		0		0		0	2.00	166900	350000	333800	333800	0	0	0									勞工安全衛生教育訓練資訊服務平台建置	0	355	310	0	0006	0	0	0	1001219	BGT
12-1-178	0	12101		101	12101	2	457104000		0306	004			0	0		部	4		0		0		0	4.00	166900	834500	667600	667600	490938	0	0										0	355	310	0	0022				1000725	BGT
13-1-234	0	13101		101	13101	2	527104000		0306	007			0	0		部	1		0		0		0	1.00	72400	333700	72400	72400	0	0	0									汰換94年度購置伺服器（本局網站資訊系統-局內部資訊系統及其他主題網站資料）。	0	355	310	0	0014	0	0	0	1000706	BGT
13-1-234	0	13101		101	13101	2	527104000		0306	008			0	0		部	1		0		0		0	1.00	72400	236600	72400	72400	0	0	0									汰換93年度購置伺服器（儲存歷年會計各項資料，提供同仁線上使用預算、決算系統）。	0	355	310	0	0015	0	0	0	1000706	BGT
14-1-75	0	14101		101	14101	2	347104000		0306	007			0	0		部	1		0		0		0	1.00	166900	166900	166900	166900	163646	0	0									核實增列	0	355	310	1	0004				1000729	BGT
14-1-75	0	14101		101	14101	2	347104000		0306	011	'		0	0		部	1		0		0		0	1.00	72400	72400	72400	72400	0	0	0									核實增列	0	355	310	1	0006	0	0	0	1000407	BGT
15-4-66	0	15104		101	15104	2	227104000		0306	004			0	0		部	2		0		0		0	2.00	120000	240000	240000	240000	0	0	0										0	357	310	1	0004				1000822	BGT
16-1-158	0	16101		101	16101	2	137104700		0306	007			0	0	0308	部	2		0		0		0	2.00	166900	333800	333800	333800	0	0	0									專案	1	355	310	0	0053				1000504	BGT
17-1-59	0	17101		101	17101	2	327104007		0306	002			0	0	0308	部	1		0		0		0	1.00	166900	166900	166900	166900	327292	0	0										1	355	310	0	0015				1000505	BGT
17-1-59	0	17101		101	17101	2	327104007		0306	003			0	0	0314	部	1		0		0		0	1.00	72400	72400	72400	72400	0	0	0										1	355	310	0	0016	0	0	0	1000505	BGT
18-1-117	0	18111		101	18111	2	347104000		0306	004			0	0	0309	部	1		0		0		0	1.00	333700	667400	333700	333700	0	0	0									擬增購1部高階伺服器，做為本局臺北旅遊網DB主機及AP備援主機。	0	355	310	1	0004				1000804	BGT
19-3-42	0	19111		101	19111	2	137104000		0306	002	'		0	0	0308	部	3		0		0		0	3.00	166900	500700	500700	500700	0	0	0									依業務需要核實編列	1	355	310	1	0002	0	0	0	1000513	BGT
19-4-45	0	19112		101	19112	2	137104000		0306	005			0	0		部	2		0		0		0	2.00	166900	333800	333800	333800	0	0	0									業務需要	0	355	310	1	0005				1000506	BGT
19-5-43	0	19113		101	19113	2	137104000		0306	007			0	0		部	2		0		0		0	2.00	166900	333800	333800	333800	0	0	0										0	355	310	1	0007	0	0	0	1000513	BGT
19-7-44	0	19115		101	19115	2	137104000		0306	003			0	0		部	1		0		0		0	1.00	162527	162527	162527	162527	163646	0	0										0	357	310	1	0003				1000502	BGT
19-8-43	0	19116		101	19116	2	137104000		0306	003			0	0		部	1		0		0		0	1.00	166900	166900	166900	166900	163646	0	0										0	355	310	1	0004				1000503	BGT
20-1-74	0	20101		101	20101	2	137104000		0306	004			0	0		部	1		0		0		0	1.00	166900	166900	166900	166900	163646	0	0									汰換90年應用伺服器。	0	355	310	0	0004				1000426	BGT
