pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	sysdat	usno
1-1-26	0	01101		101	01101	1	110101006		0108	001			0	0		人	35	小時	246		0		0	35.00×246.00	185	1269100	1592850	1592850	1592850	0	0	職員、駐衛警加班費。									0	130	111	0	0047				1000614	BGT
1-1-26	0	01101		101	01101	1	110101006		0108	002			0	0		人	30	小時	300		0		0	30.00×300.00	120	972000	1080000	1080000	1080000	0	0	技工、工友、臨時工加班費。									0	130	111	0	0048				1000614	BGT
2-1-27	0	02101		101	02101	1	120101002		0108	001			0	0		人	1	小時	132		0		0		185	24420	24420	24420	24420	0	0	實地勘查市政建設施工現場加班費。									0	130	111	0	0018				1000324	BGT
2-1-27	0	02101		101	02101	1	120101002		0108	002			0	0		人	2	小時	264		0		0		185	97680	97680	97680	97680	0	0	安全維護工作人員加班費。　									0	130	111	0	0019				1000324	BGT
2-1-27	0	02101		101	02101	1	120101002		0108	003			0	0		人	2	小時	228		0		0		120	54720	54720	54720	54720	0	0	本處經管宿舍借住人查訪核對及環境清潔逾時加班費。　　									0	130	111	0	0020				1000324	BGT
2-1-27	0	02101		101	02101	1	120101002		0108	004			0	0		人	12	小時	264		0		0		120	380160	380160	380160	380160	0	0	技工、工友工作逾時加班費。　　　　　									0	130	111	0	0021				1000324	BGT
2-1-27	0	02101		101	02101	1	120101002		0108	005			0	0		人	18	小時	300		0		0		120	648000	648000	648000	648000	0	0	駕駛工作逾時加班費。　　　　　　　　									0	130	111	0	0022				1000324	BGT
2-1-27	0	02101		101	02101	1	120101002		0108	006			0	0		人	1	小時	1680		0		0		120	201600	201600	201600	201600	0	0	市長座車駕駛工作逾時加班費。　　　　									0	130	111	0	0023				1000324	BGT
2-1-27	0	02101		101	02101	1	120101002		0108	007			0	0		人	3	小時	1440		0		0		120	518400	518400	518400	518400	0	0	副市長及秘書長座車駕駛工作逾時加班費。									0	130	111	0	0024				1000324	BGT
2-1-27	0	02101		101	02101	1	120101002		0108	008			0	0		人	2	小時	1200		0		0		120	288000	288000	288000	288000	0	0	副秘書長座車駕駛工作逾時加班費。　　									0	130	111	0	0025				1000324	BGT
2-1-37	0	02101		101	02101	1	120101003		0108	001			0	0		人	6	小時	60		0		0		185	66600	66600	66600	66600	0	0	文書處理人員工作逾時加班費。									0	130	111	0	0158				1000324	BGT
2-1-37	0	02101		101	02101	1	120101003		0108	002			0	0		人	2	小時	24		0		0		120	5760	5760	5760	5760	0	0	傳達人員工作逾時加班費。									0	130	111	0	0159				1000324	BGT
2-1-37	0	02101		101	02101	1	120101003		0108	003			0	0		人	6	小時	60		0		0		185	66600	66600	66600	66600	0	0	檔案管理人員工作逾時加班費。									0	130	111	0	0160				1000324	BGT
2-1-39	0	02101		101	02101	1	120101004		0108	001			0	0		人	5	小時	132		0		0		185	122100	122100	122100	122100	0	0	各種會議工作人員逾時加班費。									0	130	111	0	0184				1000324	BGT
2-1-39	0	02101		101	02101	1	120101004		0108	002			0	0		人	9	小時	80		0		0		185	133200	133200	133200	133200	0	0	議會定期大會市政總詢質、本府書面答詢作業核稿、校對、繕打等加班費。									0	130	111	0	0185				1000324	BGT
2-1-41	0	02101		101	02101	1	120101005		0108	001			0	0		人	6	小時	30		0		0		185	33300	33300	33300	33300	0	0	本處參與市災害應變中心幕僚協調組工作及本處緊急應變小組辦公室執勤等加班費。									0	130	111	0	0213				1000324	BGT
2-1-41	0	02101		101	02101	1	120101005		0108	002			0	0		人	3	小時	16		0		0		185	8880	8880	8880	8880	0	0	年度各種計畫編撰、打字、影印等工作人員逾時加班費。									0	130	111	0	0214				1000324	BGT
2-1-41	0	02101		101	02101	1	120101005		0108	003			0	0		人	5	小時	34		0		0	5.00×34.00	185	31450	31450	31450	31450	0	0	專案工作、陳訴案件查處、研考業務等加班費。									0	130	111	0	0215				1000704	BGT
2-1-43	0	02101		101	02101	1	120101006		0108	001			0	0		人	4	小時	48		0		0		185	35520	35520	35520	35520	0	0	籌編年度預(概)算、決算及趕辦會計月報等工作逾時加班費。									0	130	111	0	0228				1000324	BGT
2-1-43	0	02101		101	02101	1	120101007		0108	001			0	0		人	5	小時	48		0		0		185	44400	44400	44400	44400	0	0	辦理年度業務績效查證、年終考績、月退休金、三節慰問金之發給事宜及辦理各項活動等逾時加班費。　　　　　									0	130	111	0	0232				1000324	BGT
2-1-44	0	02101		101	02101	1	120101008		0108	001			0	0		人	3	小時	24		0		0		185	13320	13320	13320	13320	0	0	辦理政風案件人員逾時加班費。									0	130	111	0	0238				1000324	BGT
2-1-48	0	02101		101	02101	1	120201002		0108	001			0	0		人	18	小時	222		0		0		185	739260	739260	739260	739260	0	0	職員處理公務逾時加班費。									0	130	111	0	0010				1000324	BGT
2-1-52	0	02101		101	02101	1	120301002		0108	001			0	0		人	9	小時	48		0		0		185	79920	79920	79920	79920	0	0	臨時交辦事項及為民服務工作逾時加班費。									0	130	111	0	0005				1000324	BGT
2-1-56	0	02101		101	02101	1	123401002		0108	001			0	0		人	12	小時	34		0		0	12.00×34.00	185	75480	75480	75480	75480	0	0	趕辦業務、接待外賓工作人員逾時加班費。									0	130	111	0	0009				1000324	BGT
2-1-57	0	02101		101	02101	1	123401003		0108	001			0	0		人	4	小時	84		0		0	4.00×84.00	185	62160	62160	62160	62160	0	0	姊妹市訪賓接待工作人員逾時加班費。									0	130	111	0	0018				1001220	BGT
2-1-62	0	02101		101	02101	1	220501002		0108	001			0	0		人	8	小時	345		0		0	8.00×345.00	185	510600	510600	510600	510600	0	0	配合本府重大活動採訪報導趕辦業務加班費。										130	111	0	0010				1001124	BGT
2-1-62	0	02101		101	02101	1	220501002		0108	002			0	0		人	4	小時	310		0		0	4.00×310.00	185	229400	229400	229400	229400	0	0	配合市長行程、拍攝市政照片與影片等加班費。										130	111	0	0011				1001124	BGT
2-2-29	0	02102		101	02102	1	120101002		0108	001			0	0	1702	人	1	小時	600		0		0		120	72000	72000	72000	72000	0	0	駕駛超時加班費。									1	130	111	0	0011				1000216	BGT
2-2-29	0	02102		101	02102	1	120101002		0108	002			0	0	1701	人	8	小時	50		0		0		185	74000	74000	74000	74000	0	0	職員超時工作加班費。									1	130	111	0	0012				1000216	BGT
2-2-31	0	02102		101	02102	1	120101003		0108	001			0	0	1701	人	2	小時	40		0		0		185	14800	14800	14800	14800	0	0	籌編年度概、預算及編製決算加班費。									1	130	111	0	0038				1000216	BGT
2-2-32	0	02102		101	02102	1	120101004		0108	001			0	0	1701	人	2	小時	40		0		0		185	14800	14800	14800	14800	0	0	辦理年度業務績效查證及年終考績、緊急業務等加班費。									1	130	111	0	0041				1000216	BGT
2-2-35	0	02102		101	02102	1	120201002		0108	001			0	0	1701	人	7	小時	216		0		0		185	279720	279720	279720	279720	0	0	超時工作加班費。									1	130	111	0	0008				1000222	BGT
2-2-36	0	02102		101	02102	1	120201003		0108	001			0	0	1701	人	6	小時	192		0		0		185	213120	213120	213120	213120	0	0	超時工作加班費。									1	130	111	0	0018				1000222	BGT
2-2-40	0	02102		101	02102	1	120202002		0108	001			0	0	1701	人	14	小時	181		0		0		185	468790	468790	468790	468790	0	0	工作逾時加班費。									1	130	111	0	0008				1000222	BGT
2-2-45	0	02102		101	02102	1	120203002		0108	001			0	0	1701	人	8	小時	102		0		0		185	150960	150960	150960	150960	0	0	安全防護工作人員加班費。									1	130	111	0	0005				1000222	BGT
2-2-45	0	02102		101	02102	1	120203002		0108	002			0	0	1701	人	10	小時	144		0		0		185	266400	266400	266400	266400	0	0	駐衛警平日逾時值勤加班費。									1	130	111	0	0006				1000222	BGT
2-2-45	0	02102		101	02102	1	120203002		0108	003			0	0	1701	人	5	小時	147		0		0		185	135975	135975	135975	135975	0	0	慶典冬防春節期間特別加班費。									1	130	111	0	0007				1000222	BGT
2-3-23	0	02103		101	02103	1	120101002		0108	001			0	0	1701	人	10	小時	96		0		0		185	177600	177600	177600	177600	0	0	辦理事務及文書檔案管理加班費。									1	130	111	0	0012				1000505	BGT
2-3-23	0	02103		101	02103	1	120101002		0108	002			0	0	1701	人	3	小時	120		0		0		185	66600	66600	66600	66600	0	0	研考、視察及秘書業務撰稿打字繕校等加班費。									1	130	111	0	0013				1000505	BGT
