pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	sysdat	usno
1-1-29	0	01101		101	01101	1	110101006		0210	001			0	0		輛	1	月	12	公升	143		0	1.00×12.00×143.00	33.4	0	57314	57314	146016	0	0	小客車(議長座車)汽油費。										229	122	0	0084			1	1000827	
1-1-29	0	01101		101	01101	1	110101006		0210	002			0	0		輛	1	月	12	公升	143		0	1.00×12.00×143.00	33.4	0	57314	57314	146016	0	0	小客車(副議長座車)汽油費。										229	122	0	0085			1	1000827	
1-1-29	0	01101		101	01101	1	110101006		0210	003			0	0		輛	1	月	12	公升	143		0	1×12×143	31.9	0	54740	54740	50965	0	0	小客車(秘書長座車)汽油費。										229	122		0086			1		
1-1-29	0	01101		101	01101	1	110101006		0210	004			0	0		輛	1	月	12	公升	143		0	1×12×143	31.9	0	54740	54740	50965	0	0	小客車(副秘書長座車)汽油費。										229	122		0087			1		
1-1-29	0	01101		101	01101	1	110101006		0210	005			0	0		輛	6	月	12	公升	25		0	6×12×25	31.9	0	57420	57420	53460	0	0	重型公務機車汽油費。										229	122		0088			1		
1-1-29	0	01101		101	01101	1	110101006		0210	006			0	0		輛	8	月	12	公升	143		0	8×12×143	31.9	0	437920	437920	407720	0	0	客貨兩用車汽油費。										229	122		0089			1		
1-1-29	0	01101		101	01101	1	110101006		0210	007			0	0		輛	1	月	12	公升	143		0	1×12×143	31.9	0	54740	54740	50965	0	0	大客車汽油費。										229	122		0090			1		
2-1-32	0	02101		101	02101	1	120101002		0210	002			0	0		輛	1	月	12	公升	71		0	1×12×71	31.9	0	27179	27179	25304	0	0	小客車(市長座車)汽油費。										229	122		0091			1		
2-1-32	0	02101		101	02101	1	120101002		0210	003			0	0		輛	3	月	12	公升	71		0	3×12×71	31.9	0	81537	81537	50608	0	0	小客車(副市長座車)汽油費。										229	122		0092			1		
2-1-32	0	02101		101	02101	1	120101002		0210	004			0	0		輛	1	月	12	公升	71		0	1×12×71	31.9	0	27179	27179	25304	0	0	小客車(秘書長座車)汽油費。										229	122		0093			1		
2-1-32	0	02101		101	02101	1	120101002		0210	005			0	0		輛	2	月	12	公升	71		0	2×12×71	31.9	0	54358	54358	25304	0	0	小客車(副秘書長座車)汽油費。										229	122		0094			1		
2-1-32	0	02101		101	02101	1	120101002		0210	006			0	0		輛	1	月	12	公升	95		0	1×12×95	31.9	0	36366	36366	33858	0	0	小客車(副秘書長座車)汽油費。										229	122		0095			1		
2-1-32	0	02101		101	02101	1	120101002		0210	007			0	0		輛	7	月	12	公升	143		0	7×12×143	31.9	0	383180	383180	356755	0	0	小客車(技監、參事、顧問座車)汽油費。										229	122		0096			1		
2-1-32	0	02101		101	02101	1	120101002		0210	008			0	0		輛	2	月	12	公升	71		0	2×12×71	31.9	0	54358	54358	101930	0	0	小客車汽油費。										229	122		0097			1		
2-1-32	0	02101		101	02101	1	120101002		0210	009			0	0		輛	1	月	12	公升	143		0	1×12×143	31.9	0	54740	54740	50965	0	0	小客車汽油費。										229	122		0098			1		
2-1-33	0	02101		101	02101	1	120101002		0210	010			0	0		輛	3	月	12	公升	25		0	3.00×12.00×25.00	31.9	0	28710	28710	26730	0	0	重型公務機車汽油費。										229	122	0	0099			1	1000801	
2-1-33	0	02101		101	02101	1	120101002		0210	011			0	0		輛	3	月	12	公升	143		0	3.00×12.00×143.00	31.9	0	164220	164220	152895	0	0	客貨兩用車汽油費。										229	122	0	0100			1	1000801	
2-1-33	0	02101		101	02101	1	120101002		0210	012			0	0		輛	1	月	12	公升	143		0	1.00×12.00×143.00	29.2	0	50107	50107	45817	0	0	大客車柴油費。										229	122	0	0101			1	1000801	
2-1-33	0	02101		101	02101	1	120101002		0210	013			0	0		輛	1	月	12	公升	81		0	1.00×12.00×81.00	20.2	0	19634	19634	18857	0	0	小客車(市長座車)液化石油氣費。										229	122	0	0102			1	1000801	
2-1-33	0	02101		101	02101	1	120101002		0210	014			0	0		輛	3	月	12	公升	81		0	3.00×12.00×81.00	20.2	0	58902	58902	37714	0	0	小客車(副市長座車)液化石油氣費。										229	122	0	0103			1	1000801	
2-1-33	0	02101		101	02101	1	120101002		0210	015			0	0		輛	1	月	12	公升	81		0	1.00×12.00×81.00	20.2	0	19634	19634	18857	0	0	小客車(秘書長座車)液化石油氣費。										229	122	0	0104			1	1000801	
2-1-33	0	02101		101	02101	1	120101002		0210	016			0	0		輛	2	月	12	公升	81		0	2×12×81	20.2	0	39268	39268	18857	0	0	小客車(副秘書長座車)液化石油氣費。										229	122		0105			1		
2-1-33	0	02101		101	02101	1	120101002		0210	017			0	0		輛	2	月	12	公升	81		0	2.00×12.00×81.00	20.2	0	39268	39268	0	0	0	小客車液化石油氣費。										229	122	0	0106			1	1000801	
2-2-30	0	02102		101	02102	1	120101002		0210	001			0	0		輛	1	月	12	公升	71		0	1.00×12.00×71.00	31.9	25304	27179	27179	25304	0	0	小客車（主任座車）汽油費。								核實增列	0	229	122	0	0023				1000801	BGT
