pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	sysdat	usno
1-1-49	0	01101		101	01101	1	110202006		0230	004			0	0		式	1		0		0		0	1.00	500000	500000	500000	500000	2500000	0	0	議事資訊服務功能擴充（新增）。									0	289	310	1	0054				1000707	BGT
2-1-53	0	02101		101	02101	1	120301002		0230	001			0	0		年	1		0		0		0	1.00	24000	24000	24000	24000	24000	0	0	法學資料查詢使用費。									0	289	310	0	0027				1000408	BGT
2-2-31	0	02102		101	02102	1	120101002		0230	001			0	0		年	1		0		0		0	1.00	80000	80000	80000	80000	100000	0	0	電腦軟體維護、資料庫建置及處理、網頁建構、系統管理等資訊服務費。									0	289	310	0	0037				1000502	BGT
2-3-35	0	02103		101	02103	1	120201002		0230	001			0	0		年	1		0		0		0	1.00	585200	616000	585200	585200	616000	0	0	公務預算系統軟體維護服務費。									0	289	310	0	0021				1001229	BGT
2-3-35	0	02103		101	02103	1	120201002		0230	003			0	0		年	1		0		0		0	1.00	142500	150000	142500	142500	150000	0	0	審議意見處理系統維護費。									0	289	310	0	0022				1001229	BGT
2-3-40	0	02103		101	02103	1	120202002		0230	001			0	0		年	1		0		0		0	1.00	551950	581000	551950	551950	581000	0	0	附屬單位預算系統軟體維護服務費。									0	289	310	0	0017				1001229	BGT
2-3-46	0	02103		101	02103	1	120203003		0230	001			0	0		年	1		0		0		0	1.00	86450	91000	86450	86450	91000	0	0	本市地方總預算半年結算報告子系統軟體維護服務費。									0	289	310	0	0029				1001229	BGT
2-3-46	0	02103		101	02103	1	120203003		0230	002			0	0		年	1		0		0		0	1.00	438900	462000	438900	438900	462000	0	0	本市地方公務決算系統軟體維護服務費。									0	289	310	0	0030				1001229	BGT
2-3-46	0	02103		101	02103	1	120203003		0230	003			0	0		年	1		0		0		0	1.00	104500	110000	104500	104500	0	0	0	臺北市附屬單位決算、半年結算系統軟體維護服務費（新增）。								依實際需要核實新增	0	289	310	1	0031	0	0	0	1001229	BGT
2-3-47	0	02103		101	02103	1	120203004		0230	001			0	0		年	1		0		0		0	1.00	1417977	1492607	1417977	1417977	1492607	0	0	本市地方公務會計管理系統軟體維護服務費。									0	289	310	0	0032				1001229	BGT
2-3-47	0	02103		101	02103	1	120203004		0230	002			0	0		年	1		0		0		0	1.00	934800	984000	934800	934800	1020000	0	0	本市地方公務會計管理系統諮詢、駐點及管理等服務費。								核實減列	0	289	310	0	0033				1001229	BGT
2-4-50	0	02104		101	02104	1	120601002		0230	001			0	0		年	1		0		0		0	1.00	200000	200000	200000	200000	200000	0	0	資訊網站維護費。									0	289	310	0	0021				1000719	BGT
2-4-50	0	02104		101	02104	1	120601002		0230	002			0	0		年	1		0		0		0	1.00	2390000	2390000	2390000	2390000	2173000	0	0	本府各機關所用人事系統維護費。								覈實增列經費。	0	289	310	0	0022				1000719	BGT
2-4-50	0	02104		101	02104	1	120601002		0230	004			0	0		年	1		0		0		0	1.00	1390000	1390000	1390000	1390000	1390000	0	0	線上差勤系統應用推動服務。										289	310	0	0023				1000719	BGT
2-4-50	0	02104		101	02104	1	120601002		0230	005			0	0		年	1		0		0		0	1.00	6010000	6010000	6010000	6010000	8640000	0	0	本府各機關學校新版人事資訊系統開發及應用推動服務費。								覈實減列經費。		289	310	1	0024				1000719	BGT
2-5-35	0	02105		101	02105	1	120401005		0230	001			0	0		年	1		0		0		0		1600000	1600000	1600000	1600000	1600000	0	0	網路申報公職人員財產申報系統主機使用及應用系統維護費。									0	289	310	0	0023				1000331	BGT
2-6-37	0	02106		101	02106	1	212601003		0230	002			0	0		式	1		0		0		0		864000	864000	864000	864000	864000	0	0	臺北e大學習論壇委託資訊服務計畫。									0	289	310	0	0053				1000422	BGT
2-7-35	0	02107		101	02107	1	120201002		0230	001			0	0		年	1		0		0		0	1.00	3000000	3000000	3000000	3000000	3000000	0	0	資通訊科技發展應用資料庫檢索及諮詢服務費。									0	289	310	0	0029				1001230	BGT
2-7-35	0	02107		101	02107	1	120201002		0230	002			0	0		年	1		0		0		0		1600000	1600000	1600000	1600000	1600000	0	0	智慧城市建設推廣費。									0	289	310	0	0030				1000505	BGT
2-7-35	0	02107		101	02107	1	120201002		0230	003			0	0		年	1		0		0		0		2800000	2800000	2800000	2800000	2800000	0	0	資訊月展示活動委託服務。									0	289	310	0	0031				1000505	BGT
2-7-35	0	02107		101	02107	1	120201002		0230	004			0	0		次	1		0		0		0	1.00	1425000	1500000	1425000	1425000	0	0	0	辦理軟體創新應用競賽活動（新增）。								依業務實際需要新增。	0	289	310	1	0032	0	0	0	1001230	BGT
2-7-39	0	02107		101	02107	1	120202002		0230	001			0	0		年	1		0		0		0	1.00	16254500	17110000	16254500	16254500	17110000	0	0	市政網站服務系統服務費。									0	289	310	0	0011				1001230	BGT
2-7-39	0	02107		101	02107	1	120202002		0230	002			0	0		年	1		0		0		0	1.00	3600000	3600000	3600000	3600000	3910000	0	0	市民e點通網站維護暨功能擴增服務費。								核實減列。	0	289	310	0	0012				1000505	BGT
2-7-39	0	02107		101	02107	1	120202002		0230	003			0	0		通	1254000		0		0		0	1254000.00	0.84	1108800	1053360	1053360	1108800	0	0	市政便民服務簡訊通訊費。									0	289	310	0	0013				1001230	BGT
2-7-39	0	02107		101	02107	1	120202002		0230	004			0	0		年	1		0		0		0	1.00	2850000	3000000	2850000	2850000	3000000	0	0	本府地理資訊系統作業推動服務費。								依實際需要核實增列。	0	289	310	0	0014				1001230	BGT
2-7-39	0	02107		101	02107	1	120202002		0230	005			0	0		年	1		0		0		0	1.00	2565000	2700000	2565000	2565000	2700000	0	0	單一申訴系統維護暨功能擴增服務費。									0	289	310	0	0015				1001230	BGT
2-7-39	0	02107		101	02107	1	120202002		0230	007			0	0		年	1		0		0		0	1.00	2850000	3000000	2850000	2850000	1980000	0	0	多媒體影音平台維護暨功能擴增服務費。								依實際需要增列。	0	289	310	0	0016				1001230	BGT
2-7-39	0	02107		101	02107	1	120202002		0230	008			0	0		年	1		0		0		0	1.00	8900000	8900000	8900000	8900000	8900000	0	0	服務整合性網站暨無線入口平台維護暨功能擴增服務費。									0	289	310	0	0017				1000505	BGT
2-7-39	0	02107		101	02107	1	120202002		0230	010			0	0		年	1		0		0		0	1.00	2280000	2400000	2280000	2280000	1800000	0	0	本府數位學習平台功能擴增服務費。								依實際需要增列。	0	289	310	0	0018				1001230	BGT
2-7-39	0	02107		101	02107	1	120202002		0230	011			0	0		年	1		0		0		0	1.00	3895000	4100000	3895000	3895000	2300000	0	0	本府地理資訊系統圖資共用性平台維護暨功能擴增服務費。								依實際需要增列。	0	289	310	0	0019				1001230	BGT
2-7-39	0	02107		101	02107	1	120202002		0230	012			0	0		年	1		0		0		0	1.00	5035000	5300000	5035000	5035000	4100000	0	0	城市導覽服務系統維護暨功能擴增服務費。								依實際需要增列。	0	289	310	0	0020				1001230	BGT
2-7-40	0	02107		101	02107	1	120202002		0230	013			0	0		年	1		0		0		0	1.00	9025000	9500000	9025000	9025000	0	0	0	智慧城市科技應用與生活服務整合平台功能擴增服務費（新增）。								依實際需要新增。	0	289	310	1	0021	0	0	0	1001230	BGT
2-7-44	0	02107		101	02107	1	120203002		0230	001			0	0		年	1		0		0		0	1.00	1350000	1350000	1350000	1350000	1350000	0	0	報社電子報及知識庫檢索費。									0	289	310	0	0013				1000505	BGT
2-7-44	0	02107		101	02107	1	120203002		0230	002			0	0		年	1		0		0		0	1.00	2936535	3091090	2936535	2936535	3091090	0	0	電子公務處理系統維護暨功能擴增服務費(包含電子公務處理系統、節能填報資訊系統、勞動檢查資訊系統、資訊									0	289	310	0	0014				1001230	BGT
2-7-44	0	02107		101	02107	1	120203002		0230	003			0	0		年	1		0		0		0	1.00	7410000	7800000	7410000	7410000	7334500	0	0	公文處理系統推動、維護暨功能擴增服務費。								依實際需要核實增列。	0	289	310	0	0015				1001230	BGT
2-7-45	0	02107		101	02107	1	120203002		0230	004			0	0		年	1		0		0		0	1.00	6245689	6574410	6245689	6245689	6574410	0	0	行政管理資訊系統推動、維護暨功能擴增服務費(包含薪資發放管理系統、1999派工系統、流程處理平台系統、市									0	289	310	0	0016				1001230	BGT
2-7-45	0	02107		101	02107	1	120203002		0230	005			0	0		年	1		0		0		0	1.00	840000	840000	840000	840000	745000	0	0	行政管理知識網維護服務費。								依實際需要核實增列。	0	289	310	0	0017				1000505	BGT
2-7-45	0	02107		101	02107	1	120203002		0230	006			0	0		年	1		0		0		0	1.00	500000	500000	500000	500000	500000	0	0	公文製作系統維護服務費。									0	289	310	0	0018				1000505	BGT
2-7-45	0	02107		101	02107	1	120203002		0230	007			0	0		年	1		0		0		0	1.00	1282500	1350000	1282500	1282500	520000	0	0	公文線上簽核子系統維護暨功能擴增服務費。								依實際需要核實增列。	0	289	310	0	0019				1001230	BGT
2-7-45	0	02107		101	02107	1	120203002		0230	008			0	0		年	1		0		0		0	1.00	1100000	1100000	1100000	1100000	1650000	0	0	話務系統維護服務費。								核實減列。	0	289	310	0	0020				1000505	BGT
2-7-45	0	02107		101	02107	1	120203002		0230	009			0	0		年	1		0		0		0	1.00	450000	450000	450000	450000	450000	0	0	公務訊息平台系統維護暨擴增服務費。									0	289	310	0	0021				1000513	BGT
2-7-45	0	02107		101	02107	1	120203002		0230	010			0	0		年	1		0		0		0	1.00	2090000	2200000	2090000	2090000	0	0	0	行動推播訊息平台系統功能擴增服務費（新增）。								依實際需要新增。	0	289	310	1	0022	0	0	0	1001230	BGT
2-7-45	0	02107		101	02107	1	120203002		0230	011			0	0		年	1		0		0		0	1.00	415802	437686	415802	415802	0	0	0	資料倉儲暨預警管理系統維護服務費（新增）。								依實際需要新增。	0	289	310	1	0023	0	0	0	1001230	BGT
2-7-49	0	02107		101	02107	1	120204002		0230	003			0	0		年	1		0		0		0	1.00	11000000	11000000	11000000	11000000	11000000	0	0	資訊安全防護管理服務費。								依實際需要核實增列。	0	289	310	0	0022				1000511	BGT
2-7-49	0	02107		101	02107	1	120204002		0230	004			0	0		年	1		0		0		0	1.00	24624000	25920000	24624000	24624000	25000000	0	0	機房、設備、網路與資安維運服務費。								依實際需要核實增列。	0	289	310	0	0023				1001230	BGT
2-7-49	0	02107		101	02107	1	120204002		0230	005			0	0		年	1		0		0		0	1.00	2280000	2400000	2280000	2280000	2400000	0	0	電子認證系統推動、維護及功能擴增服務費。									0	289	310	0	0024				1001230	BGT
2-7-49	0	02107		101	02107	1	120204002		0230	006			0	0		年	1		0		0		0	1.00	7125000	7500000	7125000	7125000	7600000	0	0	備援管理服務費。								核實減列。	0	289	310	0	0025				1001230	BGT
2-7-49	0	02107		101	02107	1	120204002		0230	007			0	0		年	1		0		0		0	1.00	1064000	1120000	1064000	1064000	953827	0	0	網路電話系統維護費。								依實際需要核實增列。	0	289	310	0	0026				1001230	BGT
