pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	sysdat	usno
2-1-40	0	02101		101	02101	1	120101004		0220	009			0	0		項	1		0		0		0		600000	600000	600000	600000	600000	0	0	編印臺北市年鑑印刷費。									0	261	340	0	0202				1000324	BGT
2-1-40	0	02101		101	02101	1	120101004		0220	010			0	0		版	17000		0		0		0		200	3400000	3400000	3400000	3400000	0	0	編印市府公報印刷費。									0	261	340	0	0203				1000324	BGT
2-3-26	0	02103		101	02103	1	120101002		0220	006			0	0		本	800		0		0		0	800.00	270	216000	216000	216000	216000	0	0	主計處年報印製費。									0	261	340	0	0050				1000506	BGT
2-3-26	0	02103		101	02103	1	120101002		0220	007			0	0		本	700		0		0		0	700.00	260	182000	182000	182000	182000	0	0	相關法規等印刷費。									0	261	340	0	0051				1000505	BGT
2-3-51	0	02103		101	02103	1	120301002		0220	003			0	0		本	500		0		0		0		290	145000	145000	145000	145000	0	0	統計年報印刷。									0	261	340	0	0017				1000505	BGT
2-3-51	0	02103		101	02103	1	120301002		0220	004			0	0		本	700		0		0		0		140	98000	98000	98000	98000	0	0	統計摘要印刷(中、英文版)。									0	261	340	0	0018				1000505	BGT
2-6-37	0	02106		101	02106	1	212601003		0220	001			0	0		期	4	本	2500		0		0		50	500000	500000	500000	500000	0	0	「樂活樂學」等刊物印刷費。									0	261	340	0	0045				1000422	BGT
2-8-42	0	02108		101	02108	1	120401004		0220	003			0	0		本	520		0		0		0	520.00	175	91000	91000	91000	84000	0	0	印製申請案件處理時限表。								核實增列	0	261	340	0	0025				1000412	BGT
2-8-45	0	02108		101	02108	1	120501002		0220	003			0	0		本	320		0		0		0		200	64000	64000	64000	64000	0	0	印製研考工作手冊(含光碟片)。　　　									0	261	340	0	0013				1000323	BGT
2-9-24	0	02109		101	02109	1	120201002		0220	002			0	0		本	2000		0		0		0		450	900000	900000	900000	900000	0	0	印製臺北市政府訴願決定書彙編選輯等。									0	261	340	0	0029				1000329	BGT
2-10-36	0	02110		101	02110	1	120201002		0220	006			0	0		本	2000		0		0		0	2000.00	250	500000	500000	500000	500000	0	0	臺北市常用法規彙編。									0	261	340	0	0030				1000517	BGT
2-10-40	0	02110		101	02110	1	120301000		0220	005			0	0		本	1000		0		0		0	1000.00	90	90000	90000	90000	0	0	0	國家賠償專書印製費（新增）。								依業務需求核實編列	0	261	340	1	0021				1000510	BGT
