pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	sysdat	usno
1-1-32	0	01101		101	01101	1	110101006		0220	028			0	0		臺	17	月	12		0		0	17.00×12.00	13500	2754000	2754000	2754000	2430000	0	0	高速影印機使用費。									0	261	122	0	0130				1000523	BGT
1-1-32	0	01101		101	01101	1	110101006		0220	029			0	0		臺	4	月	12		0		0		5400	259200	259200	259200	259200	0	0	中速影印機使用費。									0	261	122	0	0131				1000518	BGT
1-1-32	0	01101		101	01101	1	110101006		0220	031			0	0		臺	1	月	12		0		0		50000	600000	600000	600000	600000	0	0	彩色影印機使用費。									0	261	122	0	0132				1000518	BGT
2-1-34	0	02101		101	02101	1	120101002		0220	005			0	0		臺	20	月	12	張	2088		0		0.7	350784	350784	350784	350784	0	0	影印機使用費。　　　　　　　									0	261	122	0	0122				1000324	BGT
2-2-31	0	02102		101	02102	1	120101002		0220	004			0	0		臺	3	月	12	張	7143		0		0.7	180004	180004	180004	180004	0	0	影印機使用費。									0	261	122	0	0034				1000216	BGT
2-3-26	0	02103		101	02103	1	120101002		0220	008			0	0		臺	1	月	12	張	12800		0		0.7	107520	107520	107520	107520	0	0	影印機使用費。									0	261	122	0	0052				1000505	BGT
2-3-27	0	02103		101	02103	1	120101003		0220	003			0	0		臺	1	月	12	張	1000		0		0.7	8400	8400	8400	8400	0	0	影印機使用費。									0	261	122	0	0069				1000505	BGT
2-3-28	0	02103		101	02103	1	120101004		0220	005			0	0		臺	1	月	12	張	8700		0		0.7	73080	73080	73080	73080	0	0	影印機使用費。									0	261	122	0	0081				1000505	BGT
2-3-29	0	02103		101	02103	1	120101005		0220	002			0	0		臺	1	月	12	張	2000		0		0.7	16800	16800	16800	16800	0	0	影印機使用費。									0	261	122	0	0088				1000505	BGT
2-3-30	0	02103		101	02103	1	120101006		0220	001			0	0		臺	1	月	12	張	2200		0		0.7	18480	18480	18480	18480	0	0	影印機使用費。									0	261	122	1	0094				1000505	BGT
2-3-35	0	02103		101	02103	1	120201002		0220	006			0	0		臺	1	月	12	張	14000		0		0.7	117600	117600	117600	117600	0	0	影印機使用費。									0	261	122	0	0019				1000505	BGT
2-3-40	0	02103		101	02103	1	120202002		0220	004			0	0		臺	1	月	12	張	7800		0		0.7	65520	65520	65520	65520	0	0	影印機使用費。									0	261	122	0	0016				1000505	BGT
2-3-45	0	02103		101	02103	1	120203002		0220	004			0	0		臺	1	月	12	張	7800		0		0.7	65520	65520	65520	65520	0	0	影印機使用費。									0	261	122	0	0014				1000505	BGT
2-3-51	0	02103		101	02103	1	120301002		0220	005			0	0		臺	1	月	12	張	9600		0		0.7	80640	80640	80640	80640	0	0	影印機使用費。									0	261	122	0	0019				1000505	BGT
