times	borg	recid	yearno	orgno	itemno	dno	src0	src1	src2	src3	seqno	srcna	inbasis	inperiod	unit	quantity	unitprice	price	pageno	note	src
0	02102	53	101	02102	1	040202	4	3	1	1	006		依據臺北市市有公用房地提供使用設置活動式臨時攤位特別約定事項同意書	101.01.01-101.12.31	日、家	252x26	650	4258800	2-2-17	市政大樓地下二樓附屬服務設施「市府生活廣場」活動式臨時攤位計26家攤位，每日使用費650元，全年以252個上班日計算，全年合計4,258,800元。	0400030101
0	02102	2	101	02102	1	060102	6	3	1	1	001		依據臺北市市有公用房地提供使用行政契約書辦理	101.01.01-101.12.31	月	12	573988	6887856	2-2-19	台北富邦銀行公庫部及市府分行使用本大樓土地，每月使用費：計算公式：(公告地價*基地使用面積(m2)*5%) / 12¶(1)公庫部（地下一樓）：¶　　226,000*218.62*5%/12=205,867元。¶(2)市府分行（一樓及地下一樓）依市場¶   租金行情計收為368,121元。¶每月共計573,988元。	0600030101
0	02102	11	101	02102	1	060102	6	3	1	1	002		依據臺北市市有公用房地提供使用行政契約書辦理	101.01.01-101.12.31	月	12	85158	1021896	2-2-19	臺北郵局第49支局使用本大樓土地，每月使用費：計算公式：(公告地價*基地使用面積(m2)*5%) / 12¶(216,000*94.62*5%)/12=85,158元。	0600030101
0	02102	17	101	02102	1	060102	6	3	1	1	003		依據臺北市市有公用房地提供使用行政契約書辦理	101.01.01-101.12.31	月	12	17986	215832	2-2-19	財團法人中華血液基金會臺北捐血中心使用本大樓土地，每月使用費：計算公式：(公告地價*基地使用面積(m2)*5%) / 12¶按比例分計地租17,986元。	0600030101
0	02102	22	101	02102	1	060102	6	3	1	1	004		依據臺北市市有公用房地提供使用行政契約書辦理	101.01.01-101.12.31	月	12	27300	327600	2-2-19	本大樓二樓餐飲部採公開招標方式辦理，按比例分計每月土地使用費為27,300元。	0600030101
0	02102	26	101	02102	1	060102	6	3	1	1	005		依據臺北市市有公用房地提供使用行政契約書辦理	101.01.01-101.12.31	月	12	1989	23868	2-2-19	中國人壽使用本大樓土地，參酌市場行情，按比例計算每月使用費1,989元。	0600030101
0	02102	30	101	02102	1	060102	6	3	1	1	006		依據臺北市市有公用房地提供使用行政契約書辦理	101.01.01-101.12.31	月	12	250380	3004560	2-2-19	全家超商使用本大樓土地採公開招標方式辦理，按比例計算每月使用費250,380元。	0600030101
0	02102	34	101	02102	1	060102	6	3	1	1	007		依據臺北市市有公用房地提供使用行政契約書辦理	101.01.01-101.12.31	月	12	586572	7038864	2-2-20	地下二樓固定展售攤位及一樓影印部採公開招標方式辦理，按比例分計土地使用費為586,572元。	0600030101
0	02102	2	101	02102	1	060103	6	3	1	2	001		依據臺北市市有公用房地提供使用行政契約書辦理	101.01.01-101.12.31	月	12	161792	1941504	2-2-22	台北富邦銀行公庫部及市府分行使用本大樓房屋，每月使用費：計算公式：(評定現值*建物使用面積(m2)*10%) / 樓地板面積(m2) / 12¶(1)公庫部（地下一樓）　(1,838,134,900*744*10%/196,615.5)/12=57,963元。¶(2)市府分行（一樓及地下一樓)依市場租金行情計收為103,829元。¶每月共計161,792元。	0600030102
0	02102	12	101	02102	1	060103	6	3	1	2	002		依據臺北市市有公用房地提供使用行政契約書辦理	101.01.01-101.12.31	月	12	24496	293952	2-2-22	臺北郵局第49支局使用本大樓房屋，每月使用費：計算公式：(評定現值*建物使用面積(m2)*10%) / 樓地板面積(m2) / 12¶(1,794,884,600*322*10%/196,615.5)/12=24,496 元。	0600030102
