pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	sysdat	usno
1-1-26	0	01101		101	01101	1	110101006		0107	001			0	0		人	66	月	12	段	1		0		630	498960	498960	498960	498960	0	0	員工上下班交通費。									0	125	113	0	0044				1000518	BGT
1-1-26	0	01101		101	01101	1	110101006		0107	002			0	0		人	61	月	12	段	2		0		630	922320	922320	922320	922320	0	0	員工上下班交通費。									0	125	113	0	0045				1000518	BGT
1-1-26	0	01101		101	01101	1	110101006		0107	003			0	0		人	43	月	12	段	3		0		630	975240	975240	975240	975240	0	0	員工上下班交通費。									0	125	113	0	0046				1000518	BGT
2-1-26	0	02101		101	02101	1	120101002		0107	001			0	0	1901	人	47	月	12	段	1		0	47.00×12.00×1.00	630	355320	355320	355320	393750	0	0	員工上下班交通費。								減列災防中心移撥消防局20人交通費。	1	125	113	0	0013				1001227	BGT
2-1-26	0	02101		101	02101	1	120101002		0107	002			0	0	1901	人	84	月	12	段	2		0	84.00×12.00×2.00	630	1270080	1270080	1270080	1338120	0	0	員工上下班交通費。								依本處員額以209人計，扣除已配置座車上下班者15人，交通費請領員額編列194人。	1	125	113	0	0014				1001227	BGT
2-1-27	0	02101		101	02101	1	120101002		0107	003			0	0	1901	人	63	月	12	段	3		0	63.00×12.00×3.00	630	1428840	1428840	1428840	1521450	0	0	員工上下班交通費。									1	125	113	0	0015				1001227	BGT
2-1-27	0	02101		101	02101	1	120101002		0107	004			0	0		人	6	月	12	段	2		0		630	90720	90720	90720	90720	0	0	替代役役男上下班交通費。									0	125	113	1	0016				1000324	BGT
2-1-27	0	02101		101	02101	1	120101002		0107	005			0	0		人	1	月	12	段	1		0	1.00×12.00×1.00	630	7560	7560	7560	7560	0	0	替代役役男上下班交通費。										125	113	0	0017				1000408	BGT
2-2-29	0	02102		101	02102	1	120101002		0107	001			0	0	1901	人	14	月	12	段	1		0		630	105840	105840	105840	105840	0	0	員工上下班交通費。									1	125	113	0	0008				1000216	BGT
2-2-29	0	02102		101	02102	1	120101002		0107	002			0	0	1901	人	44	月	12	段	2		0		630	665280	665280	665280	665280	0	0	員工上下班交通費。									1	125	113	0	0009				1000216	BGT
