pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	sysdat	usno
1-1-34	0	01101		101	01101	1	110101007		0223	024			0	0		年	1		0		0		0		5660000	5660000	5660000	5660000	5660000	0	0	電腦主機及周邊設備維護保養。									0	280	122	0	0168				1000518	BGT
1-1-34	0	01101		101	01101	1	110101007		0223	025			0	0		月	12		0		0		0	12.00	240000	2880000	2880000	2880000	2100000	0	0	電腦資訊系統軟體維護。									0	280	122	0	0169				1000520	BGT
2-1-34	0	02101		101	02101	1	120101002		0218	002			0	0		年	1		0		0		0		164900	164900	164900	164900	164900	0	0	個人電腦及周邊設備維護費。									0	256	310	0	0117				1000324	BGT
2-2-31	0	02102		101	02102	1	120101002		0218	002			0	0		年	1		0		0		0	1.00	175957	175957	175957	175957	188357	0	0	個人電腦、周邊設備及硬體維修費。									0	256	310	0	0030				1000502	BGT
2-3-30	0	02103		101	02103	1	120101006		0218	002			0	0		年	1		0		0		0	1.00	341416	341416	341416	341416	326641	0	0	電腦設備硬體維護費。								依通案標準核實增列	0	256	310	0	0093				1000505	BGT
2-4-49	0	02104		101	02104	1	120601002		0218	002			0	0		年	1		0		0		0	1.00	290000	290000	290000	290000	290000	0	0	區域、個人電腦及周邊設備維護費。									0	256	310	0	0013				1000719	BGT
2-4-50	0	02104		101	02104	1	120601002		0218	003			0	0		年	1		0		0		0	1.00	690000	690000	690000	690000	690000	0	0	人事系統電腦主機(含資料庫)及周邊設備維護費。									0	256	310	0	0014				1000719	BGT
2-5-22	0	02105		101	02105	1	120101005		0218	002			0	0		年	1		0		0		0	1.00	33554	33554	33554	33554	37614	0	0	電腦設備硬體維護費。									0	256	310	0	0053				1000425	BGT
2-6-27	0	02106		101	02106	1	210101002		0218	002			0	0		年	1		0		0		0	1.00	453868	453868	453868	453868	442500	0	0	電腦設備硬體維護費。									0	256	310	0	0046				1000422	BGT
2-7-49	0	02107		101	02107	1	120204002		0218	002			0	0		年	1		0		0		0		6400000	6400000	6400000	6400000	6400000	0	0	電腦及周邊設備維護。									0	256	310	0	0015				1000505	BGT
2-7-49	0	02107		101	02107	1	120204002		0218	003			0	0		年	1		0		0		0	1.00	1170000	1170000	1170000	1170000	1170000	0	0	機房設備維護費。									0	256	310	0	0016				1000505	BGT
2-7-49	0	02107		101	02107	1	120204002		0218	004			0	0		年	1		0		0		0	1.00	8000000	8000000	8000000	8000000	8000000	0	0	市政資訊網路設備維護費。								由資訊服務費改列並核實增列。	0	256	310	0	0017	0	0	0	1000511	BGT
2-7-49	0	02107		101	02107	1	120204002		0218	005			0	0		年	1		0		0		0	1.00	960000	960000	960000	960000	0	0	0	1999話務中心相關軟硬體設備維護費（新增）。									0	256	310	1	0018	0	0	0	1000511	BGT
2-8-46	0	02108		101	02108	1	120501003		0218	002			0	0		年	1		0		0		0		30448	30448	30448	30448	30448	0	0	電腦設備維護費。　									0	256	310	0	0018				1000323	BGT
2-9-18	0	02109		101	02109	1	120101002		0218	002			0	0		年	1		0		0		0		250000	250000	250000	250000	250000	0	0	電腦設備及資訊安全維護費。									0	256	310	0	0033				1000329	BGT
2-10-29	0	02110		101	02110	1	120101002		0218	001			0	0		年	1		0		0		0	1.00	140000	140000	140000	140000	140000	0	0	電腦設備及網路管理維護費。									0	256	310	0	0046				1000517	BGT
