times	borg	recid	yearno	orgno	itemno	dno	src0	src1	src2	src3	seqno	srcna	inbasis	inperiod	unit	quantity	unitprice	price	pageno	note	src
1	02112	2	100	02112	1	080102	8	4	1	1	001		行政院原住民族委員會99年6月18日原民衛字第0990034692號函核定	100.01.01-100.12.31	年	1	40000	40000	2-12-17	原住民取得技術士證照獎勵金收入。	0800040101
1	02112	6	100	02112	1	080102	8	4	1	1	002		行政院原住民族委員會99年10月19日原民教字第0990053146號函核定	100.01.01-100.12.31	年	1	300000	300000	2-12-17	98年度評鑑績優原住民族部落社區大學獎勵金收入。	0800040101
1	02112	10	100	02112	1	080102	8	4	1	1	003		行政院原住民族委員會100年2月1日原民衛字第1001003349號函核定	100.01.01-100.12.31	年	1	1576600	1576600	2-12-17	原住民族家庭暨婦女服務中心計畫收入。	0800040101
1	02112	14	100	02112	1	080102	8	4	1	1	004		行政院原住民族委員會100年1月21日原民衛字第0990071028號函	100.01.01-100.12.31	年	1	1207000	1207000	2-12-17	僱用原住民就業服務人員計畫收入。	0800040101
1	02112	18	100	02112	1	080102	8	4	1	1	005		行政院原住民族委員會100年1月7日原民教字第1001001074號函核定	100.01.01-100.12.31	年	1	892800	892800	2-12-17	僱用原住民文物（化）館駐館人員計畫收入。	0800040101
1	02112	22	100	02112	1	080102	8	4	1	1	006		行政院原住民族委員會100年2月10日原民經字第1001004775號函核定	100.01.01-100.12.31	年	1	1125500	1125500	2-12-17	輔助都市原住民承租國宅暨生活品質促進計畫收入。	0800040101
1	02112	26	100	02112	1	080102	8	4	1	1	007		教育部100年1月31日臺社(一)字第1000007691號函及行政院原住民族委員會100年1月14日原民教字第1001001750號	100.01.01-100.12.31	年	1	1510000	1510000	2-12-17	原住民族部落社區大學實施計畫收入(教育部補助500,000元及行政院原住民事務委員會補助1,010,000元)。	0800040101
1	02112	32	100	02112	1	080102	8	4	1	1	008		行政院原住民族委員會100年1月19日原民企字第1001003060號函核定	100.01.01-100.12.31	年	1	7552000	7552000	2-12-17	都市原住民族發展計畫100年度執行計畫收入。	0800040101
1	02112	36	100	02112	1	080102	8	4	1	1	009		行政院原住民族委員會99年5月17日原民經字第0990027825號函核定	100.01.01-100.12.31	年	1	1500000	1500000	2-12-18	2010年臺北國際花卉博覽會系列活動--臺灣原住民族創意藝品展與產業推廣計畫收入。	0800040101
1	02112	40	100	02112	1	080102	8	4	1	1	010		行政院原住民族委員會99年5月17日原民經字第0990027825號函核定	100.01.01-100.12.31	年	1	1500000	1500000	2-12-18	2010年臺北國際花卉博覽會系列活動--花舞山海原住民藝文展演計畫收入。	0800040101
1	02112	44	100	02112	1	080102	8	4	1	1	011		行政院原住民族委員會99年8月25日原民衛字第0990045980號函及100年6月30日原民衛字第1001034127號函核定	100.01.01-100.12.31	年	1	350000	350000	2-12-18	辦理原住民職業訓練收入。	0800040101
