pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	sysdat	usno
1-1-47	0	01101		101	01101	1	110202006		0202	002			0	0		節	60		0		0		0	60.00	1600	96000	96000	96000	96000	0	0	資訊教育專業講習費。									0	203	122	0	0035				1000523	BGT
2-1-37	0	02101		101	02101	1	120101003		0202	001			0	0		年	1		0		0		0		8000	8000	8000	8000	8000	0	0	電腦訓練費。										203	310	0	0161				1000324	BGT
2-3-29	0	02103		101	02103	1	120101006		0202	001			0	0		年	1		0		0		0	1.00	68000	68000	68000	68000	68000	0	0	電腦訓練費。								依編列基準規定，電腦訓練費部分，設有資訊人員編制之機關得列基本費用：40,000元，每1資訊人員編制並得增列4,000元，故本處編列7位資訊人員計算，計編列如列數	0	203	310	0	0090				1000505	BGT
2-4-49	0	02104		101	02104	1	120601002		0202	001			0	0		年	1		0		0		0	1.00	80000	80000	80000	80000	80000	0	0	電腦教育訓練經費。									0	203	310	0	0006				1000719	BGT
2-5-22	0	02105		101	02105	1	120101005		0202	001			0	0		年	1		0		0		0		8000	8000	8000	8000	8000	0	0	電腦訓練費。									0	202	310	0	0051				1000331	BGT
2-6-25	0	02106		101	02106	1	210101002		0202	001			0	0		年	1		0		0		0		16000	16000	16000	16000	16000	0	0	電腦訓練費。									0	203	310	0	0017				1000422	BGT
2-7-34	0	02107		101	02107	1	120201002		0202	001			0	0		年	1		0		0		0	1.00	75000	75000	75000	75000	150000	0	0	參加資訊機構訓練費。									0	203	310	0	0011				1000512	BGT
2-14-25	0	02121		101	02121	1	130101002		0202	001			0	0	0312	年	1		0		0		0	1.00	8000	8000	8000	8000	8000	0	0	電腦教育訓練費。									0	203	310	0	0015				1000502	BGT
2-15-28	0	02122		101	02122	1	130101002		0202	001			0	0		年	1		0		0		0	1.00	8000	20000	8000	8000	12000	0	0	電腦教育訓練費。									0	203	310	0	0019	0	0	0	1000719	BGT
2-16-28	0	02123		101	02123	1	130101002		0202	001			0	0		年	1		0		0		0	1.00	8000	8000	8000	8000	8000	0	0	電腦教育訓練費(電腦專案)。									0	203	310	0	0017				1000726	BGT
