pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	sysdat	usno
1-1-25	0	01101		101	01101	1	110101004		0227	001			0	0		人	20	次	1		0		0		20000	400000	400000	400000	400000	0	0	職員國外考察活動經費。									0	285	360	0	0038				1000518	BGT
1-1-46	0	01101		101	01101	1	110202003		0227	001			0	0		人	62		0		0		0		150000	9300000	9300000	9300000	9300000	0	0	議員出國考察訪問旅費。									0	285	360	0	0024				1000519	BGT
1-1-46	0	01101		101	01101	1	110202003		0227	002			0	0		人	50		0		0		0		50000	2500000	2500000	2500000	2500000	0	0	職員配合議事業務赴國外考察補助費。									0	285	360	0	0025				1000519	BGT
1-1-54	0	01101		101	01101	1	113401002		0227	001			0	0		年	1		0		0		0		500000	500000	500000	500000	500000	0	0	職員奉派國外出差旅費。									0	285	360	0	0036				1000518	BGT
2-1-37	0	02101		101	02101	1	120101002		0227	001			0	0		年	1		0		0		0	1.00	5000000	5000000	5000000	5000000	5000000	0	0	參加各類國際會議及考察旅費。									0	285	360	0	0155				1000329	BGT
2-1-37	0	02101		101	02101	1	120101002		0227	002			0	0		人	2		0		0		0		75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。									0	285	360	0	0156				1000324	BGT
2-1-58	0	02101		101	02101	1	123401003		0227	001			0	0		年	1		0		0		0	1.00	2500000	2500000	2500000	2500000	2500000	0	0	訪問姊妹市出國旅費。									0	285	360	0	0024				1001220	BGT
2-1-64	0	02101		101	02101	1	220501002		0227	001			0	0		年	1		0		0		0	1.00	1100000	1100000	1100000	1100000	1100000	0	0	配合城市外交及姊妹市交流活動，隨行人員出國旅費。										285	360	0	0032				1000408	BGT
2-3-28	0	02103		101	02103	1	120101004		0227	001			0	0		人	5		0		0		0	5.00	156000	898825	780000	780000	756000	0	0	考察美國、加拿大地方政府基礎建設及教育經費預算制度配置及運作。								依實際需要核實增列	0	285	360	0	0082				1000706	BGT
2-3-29	0	02103		101	02103	1	120101004		0227	002			0	0		人	2		0		0		0		75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。									0	285	360	0	0083				1000505	BGT
2-4-26	0	02104		101	02104	1	120201003		0227	001			0	0		人	6	天	12		0		0	6.00×12.00	13333.33	960000	960000	960000	960000	0	0	人事業務出國考察旅費(德國及波蘭)。									0	285	360	0	0026				1000408	BGT
2-4-26	0	02104		101	02104	1	120201003		0227	002			0	0		人	2		0		0		0		75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。									0	285	360	0	0027				1000408	BGT
2-5-30	0	02105		101	02105	1	120301004		0227	001			0	0		人	6	次	1	天	8		0	6.00×1.00×8.00	13000	624000	624000	624000	624000	0	0	赴澳大利亞考察端正政風制度國外旅費。									0	285	360	0	0013				1000504	BGT
2-5-30	0	02105		101	02105	1	120301004		0227	002			0	0		人	2		0		0		0		75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。									0	285	360	1	0014				1000331	BGT
2-6-36	0	02106		101	02106	1	212601002		0227	001			0	0		人	1		0		0		0	1.00	107000	111168	107000	107000	200800	0	0	赴巴林大公國巴林參加第41屆國際培訓總會研討會旅費。									0	285	360	0	0034				1000713	BGT
2-6-36	0	02106		101	02106	1	212601002		0227	002			0	0		人	2		0		0		0		75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。									0	285	360	0	0035				1000422	BGT
2-6-37	0	02106		101	02106	1	212601003		0227	001			0	0		人	28		0		0		0	28.00	34000	952000	952000	952000	884000	0	0	創意提案會報標竿學習經費。									0	285	360	0	0052				1000422	BGT
2-7-35	0	02107		101	02107	1	120201002		0227	001			0	0		人	2		0		0		0		75000	150000	150000	150000	150000	0	0	國外市政建設考察旅費。									0	285	360	0	0026				1000505	BGT
