pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	sysdat	usno
1-1-26	0	01101		101	01101	1	110101006		0113	001			0	0		人	7	日	255		0		0	7.00×255.00	300	535500	535500	535500	535500	0	0	職員、駐衛警、技工、工友、臨時工平日值勤費。									0	151	112	0	0049				1000530	BGT
2-2-45	0	02102		101	02102	1	120203002		0113	001			0	0	1705	人	37	日	89		0		0		500	1646500	1646500	1646500	1646500	0	0	駐衛警值日夜費(例假日)。									0	151	112	0	0008				1000222	BGT
2-2-45	0	02102		101	02102	1	120203002		0113	002			0	0	1704	人	37	日	166		0		0		300	1842600	1842600	1842600	1842600	0	0	駐衛警值日夜費(平日)。									1	151	112	0	0009				1000222	BGT
2-6-38	0	02106		101	02106	1	212601004		0113	001			0	0		人	4	天	64		0		0		300	76800	76800	76800	76800	0	0	訓練行政事務技工、工友住班費。									0	151	113	0	0058				1000422	BGT
3-2-15	0	03102		101	03102	1	220101004		0113	001			0	0	1705	人	1	日	111		0		0	1.00×111.00	500	55500	55500	55500	55000	0	0	員工例假日古蹟維護巡查值日夜費。								依共同標準編列	1	151	112	0	0043				1000511	BGT
3-3-50	0	03103		101	03103	1	220101004		0113	001			0	0	1705	人	1	日	111		0		0	1.00×111.00	500	55500	55500	55500	55000	0	0	職員值班費(例假日)。								覈實增列	1	151	112	0	0104				1000508	BGT
3-3-50	0	03103		101	03103	1	220101004		0113	002			0	0	1704	人	1	日	255		0		0	1.00×255.00	300	76500	76500	76500	76500	0	0	職員值班費(平日)。									1	151	112	0	0105				1000509	BGT
3-3-54	0	03103		101	03103	1	220201002		0113	001			0	0	1704	人	2	日	255		0		0	2.00×255.00	300	153000	153000	153000	153000	0	0	職員值班費(平日)。									1	151	112	0	0012				1000509	BGT
3-3-54	0	03103		101	03103	1	220201002		0113	002			0	0	1705	人	2	日	111		0		0	2.00×111.00	500	111000	111000	111000	110000	0	0	職員值班費(例假日)。								覈實增列	1	151	112	0	0013				1000509	BGT
3-3-54	0	03103		101	03103	1	220201002		0113	003			0	0	1704	人	8	日	255		0		0	8.00×255.00	300	612000	612000	612000	612000	0	0	技工、工友值班費(平日)。									1	151	112	0	0014				1000509	BGT
3-3-54	0	03103		101	03103	1	220201002		0113	004			0	0	1705	人	8	日	111		0		0	8.00×111.00	500	444000	444000	444000	440000	0	0	技工、工友值班費(例假日)。								覈實增列	1	151	112	0	0015				1000511	BGT
3-3-68	0	03103		101	03103	1	220401002		0113	001			0	0	1704	人	1	日	255		0		0	1.00×255.00	300	76500	76500	76500	76500	0	0	技工、工友值班費(平日)。									1	151	112	0	0010				1000510	BGT
3-3-68	0	03103		101	03103	1	220401002		0113	002			0	0	1705	人	1	日	111		0		0	1.00×111.00	500	55500	55500	55500	55000	0	0	技工、工友值班費(例假日)。								覈實增列	1	151	112	0	0011				1000511	BGT
6-5-99	0	06105		101	06105	1	310302003		0113	001			0	0	1704	人	5	日	16		0		0		300	24000	24000	24000	24000	0	0	林業現場查察與推廣人員及苗圃工作人員平日值日夜費。									1	151	112	0	0041				1000324	BGT
6-5-99	0	06105		101	06105	1	310302003		0113	002			0	0		人	5	日	11		0		0		450	24750	24750	24750	24750	0	0	林業現場查察與推廣人員及苗圃工作人員例假日值日夜費。									0	151	112	0	0042				1000324	BGT
7-2-60	0	07102		101	07102	1	310201002		0113	001			0	0		人	50	次	10		0		0	50.00×10.00	100	50000	50000	50000	24000	0	0	替代役役男值勤夜點費。								核實增列	0	152	112	0	0017				1000819	BGT
7-2-60	0	07102		101	07102	1	310201002		0113	002			0	0		人	7	次	365		0		0	7.00×365.00	100	255500	255500	255500	153300	0	0	抽水站第一分區管理中心技工值勤夜點費。								核實增列	0	152	112	0	0018				1000819	BGT
7-2-60	0	07102		101	07102	1	310201002		0113	003			0	0	1705	人	2	日	63		0		0	2.00×63.00	500	63000	63000	63000	66000	0	0	防汛期值日人員例假日值日夜費(含三節加倍發放部分)。								核實減列	1	151	112	0	0019				1000324	BGT
7-2-60	0	07102		101	07102	1	310201002		0113	004			0	0	1704	人	2	日	153		0		0	2.00×153.00	300	91800	91800	91800	90000	0	0	防汛期值日人員平日值日夜費。								核實增列	1	151	112	0	0020				1000324	BGT
7-2-70	0	07102		101	07102	1	310201003		0113	001			0	0	1705	人	1	日	63		0		0	1.00×63.00	500	31500	31500	31500	33000	0	0	防汛期值日人員例假日值日夜費(含三節加倍發放部分)。								核實減列	1	151	112	0	0145				1000325	BGT
7-2-70	0	07102		101	07102	1	310201003		0113	002			0	0	1704	人	1	日	153		0		0	1.00×153.00	300	45900	45900	45900	45000	0	0	防汛期值日人員平日值日夜費。								核實增列	1	151	112	0	0146				1000325	BGT
7-2-73	0	07102		101	07102	1	310201004		0113	001			0	0	1705	人	1	日	111		0		0	1.00×111.00	500	55500	55500	55500	55000	0	0	河川巡防隊隊員例假日值日夜費(含三節加倍發放部分)。								核實增列	1	151	112	0	0182				1000407	BGT
7-2-73	0	07102		101	07102	1	310201004		0113	002			0	0	1704	人	1	日	254		0		0	1.00×254.00	300	76200	76200	76200	76500	0	0	河川巡防隊隊員平日值日夜費。								核實減列	1	151	112	0	0183				1000326	BGT
7-3-59	0	07103		101	07103	1	330201002		0113	001			0	0	1705	人	10	日	110		0		0	10.00×110.00	500	550000	550000	550000	550000	0	0	技工例假日值班費。									1	151	112	0	0017				1000208	BGT
7-3-59	0	07103		101	07103	1	330201002		0113	002			0	0	1704	人	10	日	255		0		0	10.00×255.00	300	765000	765000	765000	765000	0	0	技工週一至週五值班費。									1	151	112	0	0018				1000208	BGT
7-3-59	0	07103		101	07103	1	330201002		0113	003			0	0		人	33	次	52		0		0	33.00×52.00	100	174720	171600	171600	174720	0	0	夜點費。								核實減列。	0	152	112	0	0019				1000822	BGT
7-3-63	0	07103		101	07103	1	330201003		0113	001			0	0	1704	人	6	日	255		0		0	6.00×255.00	300	459000	459000	459000	459000	0	0	技工週一至週五值班費。									1	151	112	0	0066				1000224	BGT
7-3-63	0	07103		101	07103	1	330201003		0113	002			0	0	1705	人	6	日	110		0		0	6.00×110.00	500	330000	330000	330000	330000	0	0	技工例假日值班費。									1	151	112	0	0067				1000224	BGT
7-4-106	0	07104		101	07104	1	330401002		0113	001			0	0		人	1	天	366		0		0	1.00×366.00	100	36600	36600	36600	21900	0	0	路燈維護夜點費。									0	152	112	0	0012				1000325	BGT
7-4-77	0	07104		101	07104	1	510101004		0113	001			0	0	1704	人	1	日	255		0		0	1.00×255.00	300	75300	76500	76500	153000	0	0	平日值夜費。								依標準編列	1	151	112	0	0115				1000708	BGT
7-4-77	0	07104		101	07104	1	510101004		0113	002			0	0	1705	人	1	日	111		0		0	1.00×111.00	500	57500	55500	55500	110000	0	0	例假日值日夜費。								依標準編列	1	151	112	0	0116				1000708	BGT
7-4-77	0	07104		101	07104	1	510101004		0113	003			0	0	1705	人	1	日	6		0		0	1.00×6.00	500	3000	3000	3000	6000	0	0	三節加倍發給值日夜費。									1	151	112	0	0117				1000322	BGT
7-5-77	0	07105		101	07105	1	520203002		0113	001	'		0	0		人	1	日	365		0		0	1.00×365.00	100	36500	36500	36500	0	0	0	水肥處理站夜間輪值夜點費（新增）。								新增	0	152	112	1	0010	0	0	0	1000823	BGT
7-5-81	0	07105		101	07105	1	520203003		0113	001			0	0		人	4	日	365		0		0	4.00×365.00	100	146000	146000	146000	87600	0	0	操作維護技工夜點費。								核實增加	0	152	112	0	0047				1000823	BGT
8-4-47	0	08104		101	08104	1	330302002		0113	001			0	0		人	14	月	12	次	4		0	14.00×12.00×4.00	100	67200	67200	67200	100800	0	0	標線分隊夜間施工請領夜點費。								配合夜點費標準修正	0	152	112	0	0011				1000429	BGT
8-4-47	0	08104		101	08104	1	330302002		0113	002			0	0		人	2	日	365		0		0	2.00×365.00	100	73000	73000	73000	43800	0	0	號誌夜間維修輪班人員請領夜點費。								配合夜點費標準修正	0	152	112	0	0012				1000411	BGT
