pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	sysdat	usno
2-14-51	0	02121		101	02121	2	137104000		0307	002			0	0		年	1		0		0		0	1.00	90000	90000	90000	90000	0	0	0	災害應變中心引擎發電機汰舊維護(災防專案-設備擴充費用)。									0	361	380	0	0009	0	0	0	1000502	BGT
2-21-65	0	02128		101	02128	2	137104000		0304	004			0	0		部	1		0		0		0	1.00	55000	55000	55000	55000	0	0	0	汰換災害應變中心電視(災防專案-區級災害應變中心維持)。									0	345	380	1	0004				1000808	BGT
2-25-55	0	02132		101	02132	2	137104000		0304	011			0	0		式	1		0		0		0	1.00	99000	99000	99000	99000	0	0	0	電話交換機系統(災防專案-區級災害應變中心維持)。									0	345	380	0	0005	0	0	0	1000523	BGT
6-5-123	0	06105		101	06105	2	317501005	002	0303	001			0	0		式	1		0		0		0	1.00	40150000	40150000	40150000	40150000	0	0	0	施工費。									0	916	380	0	0002				1000705	BGT
6-5-123	0	06105		101	06105	2	317501005	002	0303	002			0	0		式	1		0		0		0	1.00	2080000	2080000	2080000	2080000	0	0	0	按施工費提列設計費(5,000,000*5.9%+5,000,000*5.6%+30,150,000*5.0%)。									0	916	380	0	0003	0	0	0	1000705	BGT
6-5-123	0	06105		101	06105	2	317501005	002	0303	003			0	0		式	1		0		0		0	1.00	1620000	1620000	1620000	1620000	0	0	0	按施工費提列監造費(5,000,000*4.6%+5,000,000*4.4%+30,150,000*3.9%)。									0	916	380	0	0004	0	0	0	1000705	BGT
6-5-123	0	06105		101	06105	2	317501005	002	0303	004			0	0		式	1		0		0		0	1.00	1150000	1150000	1150000	1150000	0	0	0	按施工費提列工程管理費(5,000,000*3.5%+20,000,000*3.0%+15,150,000*2.5%)。									0	916	380	0	0005	0	0	0	1000705	BGT
6-5-132	0	06105		101	06105	2	317604007	003	0303	001			0	0		式	1		0		0		0	1.00	8805311	8805311	8805311	8805311	0	0	0	施工費。										916	380	0	0017				1000713	BGT
6-5-132	0	06105		101	06105	2	317604007	003	0303	002			0	0		式	1		0		0		0	1.00	508097	508097	508097	508097	0	0	0	按施工費提列設計費(5,000,000元*5.9%+3,805,311元*5.6%)。										916	380	0	0018				1000713	BGT
6-5-132	0	06105		101	06105	2	317604007	003	0303	003			0	0		式	1		0		0		0	1.00	397433	397433	397433	397433	0	0	0	按施工費提列監造費(5,000,000元*4.6%+3,805,311元*4.4%)。										916	380	0	0019				1000713	BGT
6-5-132	0	06105		101	06105	2	317604007	003	0303	004			0	0		式	1		0		0		0	1.00	289159	289159	289159	289159	0	0	0	按施工費提列工程管理費(5,000,000*3.5%+3,805,311*3.0%)。										916	380	0	0020				1000713	BGT
6-5-134	0	06105		101	06105	2	317604008	003	0303	001			0	0		式	1		0		0		0	1.00	8805311	8805311	8805311	8805311	0	0	0	施工費。										916	380	0	0031				1000713	BGT
