pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	sysdat	usno
1-1-48	0	01101		101	01101	1	110202006		0218	001			0	0		年	1		0		0		0		500000	500000	500000	500000	500000	0	0	資訊軟體材料費。									0	256	310	0	0045				1000519	BGT
2-1-34	0	02101		101	02101	1	120101002		0218	001			0	0		年	1		0		0		0		414000	414000	414000	414000	414000	0	0	電腦耗材。									0	256	310	0	0116				1000324	BGT
2-2-30	0	02102		101	02102	1	120101002		0218	001			0	0	0305	年	1		0		0		0	1.00	178200	178200	178200	178200	145800	0	0	電腦耗材。									0	256	310	0	0029				1000502	BGT
2-3-30	0	02103		101	02103	1	120101006		0218	001			0	0		年	1		0		0		0	1.00	321480	338400	321480	321480	343200	0	0	電腦及周邊設備用碳粉等相關耗材。								依通案標準核實減列	0	256	310	0	0092				1001229	BGT
2-4-49	0	02104		101	02104	1	120601002		0218	001			0	0		年	1		0		0		0	1.00	189000	189000	189000	189000	183600	0	0	電腦設備耗材。								依標準覈實增列。	0	256	310	0	0012				1000719	BGT
2-5-22	0	02105		101	02105	1	120101005		0218	001			0	0		年	1		0		0		0		162000	162000	162000	162000	162000	0	0	電腦用碳粉等相關耗材。									0	256	310	0	0052				1000331	BGT
2-6-27	0	02106		101	02106	1	210101002		0218	001			0	0		年	1		0		0		0		300000	300000	300000	300000	300000	0	0	電腦耗材。									0	256	310	0	0045				1000422	BGT
2-7-34	0	02107		101	02107	1	120201002		0218	001			0	0		年	1		0		0		0		120000	120000	120000	120000	120000	0	0	電腦教室視聽設備維護。									0	256	310	0	0020				1000505	BGT
2-7-49	0	02107		101	02107	1	120204002		0218	001			0	0		年	1		0		0		0	1.00	606480	638400	606480	606480	638400	0	0	電腦相關設備耗材。									0	256	310	0	0014				1001230	BGT
2-8-46	0	02108		101	02108	1	120501003		0218	001			0	0	0305	年	1		0		0		0	1.00	202500	202500	202500	202500	202500	0	0	電腦耗材。　　									0	256	310	0	0017				1000324	BGT
2-9-18	0	02109		101	02109	1	120101002		0218	001			0	0		年	1		0		0		0	1.00	116100	116100	116100	116100	116100	0	0	電腦耗材。									0	256	310	0	0032				1000506	BGT
2-10-29	0	02110		101	02110	1	120101002		0218	002			0	0		年	1		0		0		0	1.00	161600	161600	161600	161600	161600	0	0	電腦耗材(含磁片、光碟片、碳粉匣、色帶等電腦周邊耗材 )。									0	256	310	0	0047				1000517	BGT
2-11-13	0	02111		101	02111	1	340101002		0218	002			0	0	0305	年	1	臺	16		0		0	1.00×16.00	2565	43200	41040	41040	43200	0	0	電腦耗材。								依標準編列。	0	256	310	0	0029				1001229	BGT
2-12-27	0	02112		101	02112	1	130101002		0218	001			0	0	0305	年	1		0		0		0	1.00	89100	89100	89100	89100	89100	0	0	電腦耗材。									0	256	310	0	0027				1000414	BGT
2-13-24	0	02113		101	02113	1	220101002		0218	001			0	0		年	1		0		0		0	1.00	64800	64800	64800	64800	64800	0	0	電腦耗材。									0	256	310	0	0042				1000513	BGT
2-14-26	0	02121		101	02121	1	130101002		0218	001			0	0		年	1		0		0		0	1.00	278400	278400	278400	278400	278400	0	0	電腦耗材。									0	256	310	0	0035				1000502	BGT
2-14-44	0	02121		101	02121	1	132801005		0218	001			0	0		年	1		0		0		0		40000	40000	40000	40000	40000	0	0	戶役政資訊系統用耗材。									0	256	310	0	0131				1000330	BGT
2-15-30	0	02122		101	02122	1	130101002		0218	001			0	0		年	1		0		0		0	1.00	257000	256052	257000	257000	257000	0	0	電腦耗材。									0	256	310	0	0053	0	0	0	1000719	BGT
2-15-47	0	02122		101	02122	1	132801005		0218	001			0	0		年	1		0		0		0	1.00	55000	55000	55000	55000	55000	0	0	戶役政資訊系統用耗材。									0	256	310	0	0106	0	0	0	1000413	BGT
2-16-29	0	02123		101	02123	1	130101002		0218	001			0	0		年	1		0		0		0	1.00	393600	391100	393600	393600	391100	0	0	電腦耗材(電腦專案)。									0	256	310	0	0042				1000722	BGT
2-17-38	0	02124		101	02124	1	130101002		0218	001			0	0		年	1		0		0		0	1.00	309600	309600	309600	309600	309600	0	0	電腦耗材。									0	256	310	0	0046				1000503	BGT
2-17-56	0	02124		101	02124	1	132801005		0218	001			0	0		年	1		0		0		0	1.00	62000	62000	62000	62000	62000	0	0	戶役政系統耗材費。									0	256	310	0	0135				1000503	BGT
