pageno	times	org1	pdept	bgtyy	org	item	srcid	workid	obj	seq	sexual	sextitle	sexamt	sexlamt	stdcd	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	lamt	amt1	amt2	note	udept	ocd1	ocd2	mcd	acd	kort	eno	pmnote	bystd	statcd	bybase	newitem	sno	hticode	pticode	mticode	sysdat	usno
1-1-23	0	01101		101	01101	1	110101002		0201	001			0	0		人	96	月	12		0		0		445	512640	512640	512640	512640	0	0	編制內人員一般經常費。									0	201	122	0	0008				1000517	BGT
1-1-23	0	01101		101	01101	1	110101002		0201	002			0	0		人	26	月	12		0		0		160	49920	49920	49920	49920	0	0	約聘僱人員、駐衛警一般經常費。									0	201	122	0	0009				1000517	BGT
1-1-23	0	01101		101	01101	1	110101002		0201	003			0	0		人	48	月	12		0		0		80	46080	46080	46080	46080	0	0	技工、駕駛、工友一般經常費。									0	201	122	0	0010				1000517	BGT
1-1-23	0	01101		101	01101	1	110101002		0201	004			0	0		人	43	月	12		0		0	43.00×12.00	80	41280	41280	41280	41280	0	0	臨時工一般經常費。									0	201	122	0	0011				1000517	BGT
2-1-27	0	02101		101	02101	1	120101002		0201	001			0	0	1601	人	151	月	12		0		0	151.00×12.00	445	795660	806340	806340	820580	0	0	職員151人，按每人每月445元編列。								核實減列災防中心移撥消防局職員8人。	1	201	122	0	0028				1001227	BGT
2-1-28	0	02101		101	02101	1	120101002		0201	002			0	0	1602	人	19	月	12		0		0	19.00×12.00	160	36480	36480	36480	49920	0	0	約聘僱19人，按每人每月160元編列。								核實減列災防中心移撥消防局聘僱12人。	1	201	122	0	0029				1001227	BGT
2-1-28	0	02101		101	02101	1	120101002		0201	003			0	0	1603	人	43	月	12		0		0	43.00×12.00	80	39360	41280	41280	39360	0	0	駕駛、技工、工友共43人，按每人每月80元編列。									1	201	122	0	0030				1000728	BGT
2-2-29	0	02102		101	02102	1	120101002		0201	001			0	0	1601	人	54	月	12		0		0		445	288360	288360	288360	288360	0	0	職員54人，按每人每月445元編列。									0	201	122	0	0014				1000216	BGT
2-2-29	0	02102		101	02102	1	120101002		0201	002			0	0	1602	人	70	月	12		0		0		160	134400	134400	134400	134400	0	0	駐警70人，按每人每月160元編列。									1	201	122	0	0015				1000216	BGT
2-2-29	0	02102		101	02102	1	120101002		0201	003			0	0	1603	人	13	月	12		0		0	13.00×12.00	80	12480	12480	12480	12480	0	0	技工、工友、駕駛共13人，按每人每月80元編列。									1	201	122	0	0016				1000516	BGT
2-3-23	0	02103		101	02103	1	120101002		0201	001			0	0	1601	人	146	月	12		0		0		445	779640	779640	779640	779640	0	0	職員146人，按每人每月445元編列。									0	201	122	0	0016				1000505	BGT
2-3-23	0	02103		101	02103	1	120101002		0201	002			0	0	1603	人	11	月	12		0		0		80	10560	10560	10560	10560	0	0	技工、工友及駕駛共11人，按每人每月80元編列。									1	201	122	0	0017				1000505	BGT
2-4-17	0	02104		101	02104	1	120101002		0201	001			0	0	1601	人	70	月	12		0		0		445	373800	373800	373800	373800	0	0	職員 70 人，按每人每月445元編列。									1	201	122	0	0016				1000407	BGT
2-4-17	0	02104		101	02104	1	120101002		0201	002			0	0	1602	人	1	月	12		0		0		160	1920	1920	1920	1920	0	0	約聘人員1人，按每人每月160元編列。									1	201	122	0	0017				1000407	BGT
2-4-17	0	02104		101	02104	1	120101002		0201	003			0	0	1603	人	10	月	12		0		0		80	9600	9600	9600	9600	0	0	技工、工友、駕駛共10人，按每人每月80元編列。									1	201	122	0	0018				1000407	BGT
